tool	community	rank	metric	value
kraken	marine2	genus	Sum of abundances	0.998040000000003
kraken	marine2	species	Sum of abundances	0.99325000000001
kraken	marine2	phylum	Taxon counts	50
kraken	marine2	class	Taxon counts	87
kraken	marine2	order	Taxon counts	154
kraken	marine2	family	Taxon counts	246
kraken	marine2	genus	Taxon counts	481
kraken	marine2	species	Taxon counts	1529
sourmash	marine2	kingdom	Bray-Curtis distance	0.0503161921905869
sourmash	marine2	phylum	Bray-Curtis distance	0.0771240025517617
sourmash	marine2	class	Bray-Curtis distance	0.0775105466628497
sourmash	marine2	order	Bray-Curtis distance	0.152118600970283
sourmash	marine2	family	Bray-Curtis distance	0.177273171616769
sourmash	marine2	genus	Bray-Curtis distance	0.206292877490615
sourmash	marine2	species	Bray-Curtis distance	0.24042390057702
sourmash	marine2	phylum	Shannon diversity	1.50063610175679
sourmash	marine2	phylum	Shannon equitability	0.492897041310332
sourmash	marine2	class	Shannon diversity	1.88559945624705
sourmash	marine2	class	Shannon equitability	0.549099150335873
sourmash	marine2	order	Shannon diversity	3.17535549871652
sourmash	marine2	order	Shannon equitability	0.772428345805029
sourmash	marine2	family	Shannon diversity	3.60026551215732
sourmash	marine2	family	Shannon equitability	0.816994528161152
sourmash	marine2	genus	Shannon diversity	3.88984341181317
sourmash	marine2	genus	Shannon equitability	0.812501330718275
sourmash	marine2	species	Shannon diversity	4.13120195056606
sourmash	marine2	species	Shannon equitability	0.82670131350139
sourmash	marine2	kingdom	True positives	2
sourmash	marine2	kingdom	False negatives	0
sourmash	marine2	kingdom	False positives	0
sourmash	marine2	kingdom	Completeness	1
sourmash	marine2	kingdom	Purity	1
sourmash	marine2	kingdom	F1 score	1
sourmash	marine2	kingdom	Jaccard index	1
sourmash	marine2	phylum	True positives	21
sourmash	marine2	phylum	False negatives	6
sourmash	marine2	phylum	False positives	0
sourmash	marine2	phylum	Completeness	0.777777777777778
sourmash	marine2	phylum	Purity	1
sourmash	marine2	phylum	F1 score	0.875
sourmash	marine2	phylum	Jaccard index	0.777777777777778
sourmash	marine2	class	True positives	31
sourmash	marine2	class	False negatives	10
sourmash	marine2	class	False positives	0
sourmash	marine2	class	Completeness	0.75609756097561
sourmash	marine2	class	Purity	1
sourmash	marine2	class	F1 score	0.861111111111111
sourmash	marine2	class	Jaccard index	0.75609756097561
sourmash	marine2	order	True positives	61
sourmash	marine2	order	False negatives	18
sourmash	marine2	order	False positives	0
sourmash	marine2	order	Completeness	0.772151898734177
sourmash	marine2	order	Purity	1
sourmash	marine2	order	F1 score	0.871428571428571
sourmash	marine2	order	Jaccard index	0.772151898734177
sourmash	marine2	family	True positives	82
sourmash	marine2	family	False negatives	47
sourmash	marine2	family	False positives	0
sourmash	marine2	family	Completeness	0.635658914728682
sourmash	marine2	family	Purity	1
sourmash	marine2	family	F1 score	0.777251184834123
sourmash	marine2	family	Jaccard index	0.635658914728682
sourmash	marine2	genus	True positives	120
sourmash	marine2	genus	False negatives	109
sourmash	marine2	genus	False positives	0
sourmash	marine2	genus	Completeness	0.524017467248908
sourmash	marine2	genus	Purity	1
sourmash	marine2	genus	F1 score	0.687679083094556
sourmash	marine2	genus	Jaccard index	0.524017467248908
sourmash	marine2	species	True positives	141
sourmash	marine2	species	False negatives	172
sourmash	marine2	species	False positives	7
sourmash	marine2	species	Completeness	0.450479233226837
sourmash	marine2	species	Purity	0.952702702702703
sourmash	marine2	species	F1 score	0.611713665943601
sourmash	marine2	species	Jaccard index	0.440625
sourmash	marine2	kingdom	L1 norm error	0.100632384381174
sourmash	marine2	phylum	L1 norm error	0.15444227211247
sourmash	marine2	class	L1 norm error	0.15463061198231
sourmash	marine2	order	L1 norm error	0.304237201940565
sourmash	marine2	family	L1 norm error	0.352760215559818
sourmash	marine2	genus	L1 norm error	0.406350202009223
sourmash	marine2	species	L1 norm error	0.454408150775177
sourmash	marine2	na	Weighted UniFrac error	0.0178027109799313
sourmash	marine2	na	Unweighted UniFrac error	0.490285437811347
sourmash	marine2	na	Weighted UniFrac (CAMI)	1.92746103876074
sourmash	marine2	na	Unweighted UniFrac (CAMI)	1254.11586901763
sourmash	marine2	phylum	Sum of abundances	1.00251889168766
sourmash	marine2	class	Sum of abundances	0.994962216624685
sourmash	marine2	order	Sum of abundances	1
sourmash	marine2	family	Sum of abundances	0.98992443324937
sourmash	marine2	genus	Sum of abundances	0.969773299748111
sourmash	marine2	species	Sum of abundances	0.921914357682619
sourmash	marine2	phylum	Taxon counts	21
sourmash	marine2	class	Taxon counts	31
sourmash	marine2	order	Taxon counts	61
sourmash	marine2	family	Taxon counts	82
sourmash	marine2	genus	Taxon counts	120
sourmash	marine2	species	Taxon counts	148
metabuli	marine2	kingdom	Bray-Curtis distance	0.0598525871882989
metabuli	marine2	phylum	Bray-Curtis distance	0.0905326395925219
metabuli	marine2	class	Bray-Curtis distance	0.0930041207291624
metabuli	marine2	order	Bray-Curtis distance	0.175733586105263
metabuli	marine2	family	Bray-Curtis distance	0.182008615266361
metabuli	marine2	genus	Bray-Curtis distance	0.195414587282796
metabuli	marine2	species	Bray-Curtis distance	0.237194080258398
metabuli	marine2	phylum	Shannon diversity	1.44591874225237
metabuli	marine2	phylum	Shannon equitability	0.357630573165303
metabuli	marine2	class	Shannon diversity	1.82993044982602
metabuli	marine2	class	Shannon equitability	0.381570135815497
metabuli	marine2	order	Shannon diversity	3.1143096935766
metabuli	marine2	order	Shannon equitability	0.547295776053313
metabuli	marine2	family	Shannon diversity	3.68219395181865
metabuli	marine2	family	Shannon equitability	0.570981098723864
metabuli	marine2	genus	Shannon diversity	4.18102439061554
metabuli	marine2	genus	Shannon equitability	0.542937452593278
metabuli	marine2	species	Shannon diversity	4.76214775051011
metabuli	marine2	species	Shannon equitability	0.54064815951046
metabuli	marine2	kingdom	True positives	2
metabuli	marine2	kingdom	False negatives	0
metabuli	marine2	kingdom	False positives	0
metabuli	marine2	kingdom	Completeness	1
metabuli	marine2	kingdom	Purity	1
metabuli	marine2	kingdom	F1 score	1
metabuli	marine2	kingdom	Jaccard index	1
metabuli	marine2	phylum	True positives	25
metabuli	marine2	phylum	False negatives	2
metabuli	marine2	phylum	False positives	32
metabuli	marine2	phylum	Completeness	0.925925925925926
metabuli	marine2	phylum	Purity	0.43859649122807
metabuli	marine2	phylum	F1 score	0.595238095238095
metabuli	marine2	phylum	Jaccard index	0.423728813559322
metabuli	marine2	class	True positives	39
metabuli	marine2	class	False negatives	2
metabuli	marine2	class	False positives	82
metabuli	marine2	class	Completeness	0.951219512195122
metabuli	marine2	class	Purity	0.322314049586777
metabuli	marine2	class	F1 score	0.481481481481482
metabuli	marine2	class	Jaccard index	0.317073170731707
metabuli	marine2	order	True positives	76
metabuli	marine2	order	False negatives	3
metabuli	marine2	order	False positives	220
metabuli	marine2	order	Completeness	0.962025316455696
metabuli	marine2	order	Purity	0.256756756756757
metabuli	marine2	order	F1 score	0.405333333333333
metabuli	marine2	order	Jaccard index	0.254180602006689
metabuli	marine2	family	True positives	124
metabuli	marine2	family	False negatives	5
metabuli	marine2	family	False positives	508
metabuli	marine2	family	Completeness	0.961240310077519
metabuli	marine2	family	Purity	0.19620253164557
metabuli	marine2	family	F1 score	0.325886990801577
metabuli	marine2	family	Jaccard index	0.194662480376766
metabuli	marine2	genus	True positives	220
metabuli	marine2	genus	False negatives	9
metabuli	marine2	genus	False positives	1990
metabuli	marine2	genus	Completeness	0.960698689956332
metabuli	marine2	genus	Purity	0.0995475113122172
metabuli	marine2	genus	F1 score	0.18040180401804
metabuli	marine2	genus	Jaccard index	0.0991437584497521
metabuli	marine2	species	True positives	287
metabuli	marine2	species	False negatives	26
metabuli	marine2	species	False positives	6402
metabuli	marine2	species	Completeness	0.916932907348243
metabuli	marine2	species	Purity	0.0429062640155479
metabuli	marine2	species	F1 score	0.081976578120537
metabuli	marine2	species	Jaccard index	0.0427401340282949
metabuli	marine2	kingdom	L1 norm error	0.119705174376598
metabuli	marine2	phylum	L1 norm error	0.180962446827872
metabuli	marine2	class	L1 norm error	0.185869394542593
metabuli	marine2	order	L1 norm error	0.350921022711539
metabuli	marine2	family	L1 norm error	0.363204247769388
metabuli	marine2	genus	L1 norm error	0.389142837876417
metabuli	marine2	species	L1 norm error	0.45746377419506
metabuli	marine2	na	Weighted UniFrac error	0.0196953076340317
metabuli	marine2	na	Unweighted UniFrac error	20.051068301402
metabuli	marine2	na	Weighted UniFrac (CAMI)	2.04726889829941
metabuli	marine2	na	Unweighted UniFrac (CAMI)	50440
metabuli	marine2	phylum	Sum of abundances	0.998864140517334
metabuli	marine2	class	Sum of abundances	0.998507088560769
metabuli	marine2	order	Sum of abundances	0.996892173482082
metabuli	marine2	family	Sum of abundances	0.995533273179713
metabuli	marine2	genus	Sum of abundances	0.991370466695343
metabuli	marine2	species	Sum of abundances	0.960532849184419
metabuli	marine2	phylum	Taxon counts	57
metabuli	marine2	class	Taxon counts	121
metabuli	marine2	order	Taxon counts	296
metabuli	marine2	family	Taxon counts	632
metabuli	marine2	genus	Taxon counts	2210
metabuli	marine2	species	Taxon counts	6689
sylph	marine2	kingdom	Bray-Curtis distance	0.00557116549203272
sylph	marine2	phylum	Bray-Curtis distance	0.0159452298631901
sylph	marine2	class	Bray-Curtis distance	0.0182881411407174
sylph	marine2	order	Bray-Curtis distance	0.0314711962996229
sylph	marine2	family	Bray-Curtis distance	0.033557325931407
sylph	marine2	genus	Bray-Curtis distance	0.0382851427701625
sylph	marine2	species	Bray-Curtis distance	0.0416082460480709
sylph	marine2	phylum	Shannon diversity	1.68952624483383
sylph	marine2	phylum	Shannon equitability	0.512624354154429
sylph	marine2	class	Shannon diversity	2.06436461374579
sylph	marine2	class	Shannon equitability	0.555897280748843
sylph	marine2	order	Shannon diversity	3.29212018223348
sylph	marine2	order	Shannon equitability	0.753440776361417
sylph	marine2	family	Shannon diversity	3.69926280409152
sylph	marine2	family	Shannon equitability	0.76241544320112
sylph	marine2	genus	Shannon diversity	4.10396833380195
sylph	marine2	genus	Shannon equitability	0.759617508824807
sylph	marine2	species	Shannon diversity	4.57209691211527
sylph	marine2	species	Shannon equitability	0.794791686984877
sylph	marine2	kingdom	True positives	2
sylph	marine2	kingdom	False negatives	0
sylph	marine2	kingdom	False positives	0
sylph	marine2	kingdom	Completeness	1
sylph	marine2	kingdom	Purity	1
sylph	marine2	kingdom	F1 score	1
sylph	marine2	kingdom	Jaccard index	1
sylph	marine2	phylum	True positives	27
sylph	marine2	phylum	False negatives	0
sylph	marine2	phylum	False positives	0
sylph	marine2	phylum	Completeness	1
sylph	marine2	phylum	Purity	1
sylph	marine2	phylum	F1 score	1
sylph	marine2	phylum	Jaccard index	1
sylph	marine2	class	True positives	41
sylph	marine2	class	False negatives	0
sylph	marine2	class	False positives	0
sylph	marine2	class	Completeness	1
sylph	marine2	class	Purity	1
sylph	marine2	class	F1 score	1
sylph	marine2	class	Jaccard index	1
sylph	marine2	order	True positives	79
sylph	marine2	order	False negatives	0
sylph	marine2	order	False positives	0
sylph	marine2	order	Completeness	1
sylph	marine2	order	Purity	1
sylph	marine2	order	F1 score	1
sylph	marine2	order	Jaccard index	1
sylph	marine2	family	True positives	128
sylph	marine2	family	False negatives	1
sylph	marine2	family	False positives	0
sylph	marine2	family	Completeness	0.992248062015504
sylph	marine2	family	Purity	1
sylph	marine2	family	F1 score	0.996108949416342
sylph	marine2	family	Jaccard index	0.992248062015504
sylph	marine2	genus	True positives	222
sylph	marine2	genus	False negatives	7
sylph	marine2	genus	False positives	0
sylph	marine2	genus	Completeness	0.96943231441048
sylph	marine2	genus	Purity	1
sylph	marine2	genus	F1 score	0.984478935698448
sylph	marine2	genus	Jaccard index	0.96943231441048
sylph	marine2	species	True positives	311
sylph	marine2	species	False negatives	2
sylph	marine2	species	False positives	4
sylph	marine2	species	Completeness	0.993610223642172
sylph	marine2	species	Purity	0.987301587301587
sylph	marine2	species	F1 score	0.990445859872611
sylph	marine2	species	Jaccard index	0.981072555205047
sylph	marine2	kingdom	L1 norm error	0.0111423309840654
sylph	marine2	phylum	L1 norm error	0.0318904597263803
sylph	marine2	class	L1 norm error	0.0365762822814349
sylph	marine2	order	L1 norm error	0.0629423925992458
sylph	marine2	family	L1 norm error	0.0671146518628141
sylph	marine2	genus	L1 norm error	0.0765702855403249
sylph	marine2	species	L1 norm error	0.0818897993944773
sylph	marine2	na	Weighted UniFrac error	0.00325144541717807
sylph	marine2	na	Unweighted UniFrac error	0.0692717852285554
sylph	marine2	na	Weighted UniFrac (CAMI)	0.368126202388742
sylph	marine2	na	Unweighted UniFrac (CAMI)	188
sylph	marine2	phylum	Sum of abundances	1
sylph	marine2	class	Sum of abundances	1
sylph	marine2	order	Sum of abundances	1
sylph	marine2	family	Sum of abundances	1
sylph	marine2	genus	Sum of abundances	1
sylph	marine2	species	Sum of abundances	1
sylph	marine2	phylum	Taxon counts	27
sylph	marine2	class	Taxon counts	41
sylph	marine2	order	Taxon counts	79
sylph	marine2	family	Taxon counts	128
sylph	marine2	genus	Taxon counts	222
sylph	marine2	species	Taxon counts	315
singlem	marine3	kingdom	Bray-Curtis distance	0.00381236351221482
singlem	marine3	phylum	Bray-Curtis distance	0.0077268684598697
singlem	marine3	class	Bray-Curtis distance	0.00938875728115198
singlem	marine3	order	Bray-Curtis distance	0.0181416342198654
singlem	marine3	family	Bray-Curtis distance	0.0271189736268772
singlem	marine3	genus	Bray-Curtis distance	0.0436363335274576
singlem	marine3	species	Bray-Curtis distance	0.173002582428922
singlem	marine3	phylum	Shannon diversity	1.7533462089748
singlem	marine3	phylum	Shannon equitability	0.538150477898221
singlem	marine3	class	Shannon diversity	2.12056752737314
singlem	marine3	class	Shannon equitability	0.582960082389539
singlem	marine3	order	Shannon diversity	3.21556129999219
singlem	marine3	order	Shannon equitability	0.742498105362357
singlem	marine3	family	Shannon diversity	3.66442744153162
singlem	marine3	family	Shannon equitability	0.75769516997438
singlem	marine3	genus	Shannon diversity	4.00180340831938
singlem	marine3	genus	Shannon equitability	0.74907394775001
singlem	marine3	species	Shannon diversity	3.43581007901861
singlem	marine3	species	Shannon equitability	0.631302164179015
singlem	marine3	kingdom	True positives	2
singlem	marine3	kingdom	False negatives	0
singlem	marine3	kingdom	False positives	0
singlem	marine3	kingdom	Completeness	1
singlem	marine3	kingdom	Purity	1
singlem	marine3	kingdom	F1 score	1
singlem	marine3	kingdom	Jaccard index	1
singlem	marine3	phylum	True positives	26
singlem	marine3	phylum	False negatives	2
singlem	marine3	phylum	False positives	0
singlem	marine3	phylum	Completeness	0.928571428571429
singlem	marine3	phylum	Purity	1
singlem	marine3	phylum	F1 score	0.962962962962963
singlem	marine3	phylum	Jaccard index	0.928571428571429
singlem	marine3	class	True positives	38
singlem	marine3	class	False negatives	5
singlem	marine3	class	False positives	0
singlem	marine3	class	Completeness	0.883720930232558
singlem	marine3	class	Purity	1
singlem	marine3	class	F1 score	0.938271604938272
singlem	marine3	class	Jaccard index	0.883720930232558
singlem	marine3	order	True positives	76
singlem	marine3	order	False negatives	10
singlem	marine3	order	False positives	0
singlem	marine3	order	Completeness	0.883720930232558
singlem	marine3	order	Purity	1
singlem	marine3	order	F1 score	0.938271604938272
singlem	marine3	order	Jaccard index	0.883720930232558
singlem	marine3	family	True positives	126
singlem	marine3	family	False negatives	20
singlem	marine3	family	False positives	0
singlem	marine3	family	Completeness	0.863013698630137
singlem	marine3	family	Purity	1
singlem	marine3	family	F1 score	0.926470588235294
singlem	marine3	family	Jaccard index	0.863013698630137
singlem	marine3	genus	True positives	209
singlem	marine3	genus	False negatives	77
singlem	marine3	genus	False positives	0
singlem	marine3	genus	Completeness	0.730769230769231
singlem	marine3	genus	Purity	1
singlem	marine3	genus	F1 score	0.844444444444444
singlem	marine3	genus	Jaccard index	0.730769230769231
singlem	marine3	species	True positives	224
singlem	marine3	species	False negatives	206
singlem	marine3	species	False positives	7
singlem	marine3	species	Completeness	0.52093023255814
singlem	marine3	species	Purity	0.96969696969697
singlem	marine3	species	F1 score	0.677760968229955
singlem	marine3	species	Jaccard index	0.512585812356979
singlem	marine3	kingdom	L1 norm error	0.00762472702442963
singlem	marine3	phylum	L1 norm error	0.0154080576759275
singlem	marine3	class	L1 norm error	0.0186860799263246
singlem	marine3	order	L1 norm error	0.035950446464154
singlem	marine3	family	L1 norm error	0.0534743055152496
singlem	marine3	genus	L1 norm error	0.0846367932571186
singlem	marine3	species	L1 norm error	0.291519085260359
singlem	marine3	na	Weighted UniFrac error	0.00339470731979397
singlem	marine3	na	Unweighted UniFrac error	0.238549992072892
singlem	marine3	na	Weighted UniFrac (CAMI)	0.507299495123566
singlem	marine3	na	Unweighted UniFrac (CAMI)	1093
singlem	marine3	phylum	Sum of abundances	0.994088259163571
singlem	marine3	class	Sum of abundances	0.990261263206487
singlem	marine3	order	Sum of abundances	0.981654245061761
singlem	marine3	family	Sum of abundances	0.971841053093985
singlem	marine3	genus	Sum of abundances	0.939594517120968
singlem	marine3	species	Sum of abundances	0.71878280681116
singlem	marine3	phylum	Taxon counts	26
singlem	marine3	class	Taxon counts	38
singlem	marine3	order	Taxon counts	76
singlem	marine3	family	Taxon counts	126
singlem	marine3	genus	Taxon counts	209
singlem	marine3	species	Taxon counts	231
metaphlan	marine3	kingdom	Bray-Curtis distance	0.00577028315334697
metaphlan	marine3	phylum	Bray-Curtis distance	0.0197661422053901
metaphlan	marine3	class	Bray-Curtis distance	0.0222880659196244
metaphlan	marine3	order	Bray-Curtis distance	0.046084585621286
metaphlan	marine3	family	Bray-Curtis distance	0.0502722681018886
metaphlan	marine3	genus	Bray-Curtis distance	0.0571547715259397
metaphlan	marine3	species	Bray-Curtis distance	0.072006477745746
metaphlan	marine3	phylum	Shannon diversity	1.76124732328265
metaphlan	marine3	phylum	Shannon equitability	0.534385467147796
metaphlan	marine3	class	Shannon diversity	2.15291105918462
metaphlan	marine3	class	Shannon equitability	0.576003574166463
metaphlan	marine3	order	Shannon diversity	3.2837250840377
metaphlan	marine3	order	Shannon equitability	0.739136361252861
metaphlan	marine3	family	Shannon diversity	3.75586471856463
metaphlan	marine3	family	Shannon equitability	0.756796756373156
metaphlan	marine3	genus	Shannon diversity	4.25578776709501
metaphlan	marine3	genus	Shannon equitability	0.758678877884382
metaphlan	marine3	species	Shannon diversity	4.68466011215282
metaphlan	marine3	species	Shannon equitability	0.778364635255539
metaphlan	marine3	kingdom	True positives	2
metaphlan	marine3	kingdom	False negatives	0
metaphlan	marine3	kingdom	False positives	0
metaphlan	marine3	kingdom	Completeness	1
metaphlan	marine3	kingdom	Purity	1
metaphlan	marine3	kingdom	F1 score	1
metaphlan	marine3	kingdom	Jaccard index	1
metaphlan	marine3	phylum	True positives	27
metaphlan	marine3	phylum	False negatives	1
metaphlan	marine3	phylum	False positives	0
metaphlan	marine3	phylum	Completeness	0.964285714285714
metaphlan	marine3	phylum	Purity	1
metaphlan	marine3	phylum	F1 score	0.981818181818182
metaphlan	marine3	phylum	Jaccard index	0.964285714285714
metaphlan	marine3	class	True positives	42
metaphlan	marine3	class	False negatives	1
metaphlan	marine3	class	False positives	0
metaphlan	marine3	class	Completeness	0.976744186046512
metaphlan	marine3	class	Purity	1
metaphlan	marine3	class	F1 score	0.988235294117647
metaphlan	marine3	class	Jaccard index	0.976744186046512
metaphlan	marine3	order	True positives	85
metaphlan	marine3	order	False negatives	1
metaphlan	marine3	order	False positives	0
metaphlan	marine3	order	Completeness	0.988372093023256
metaphlan	marine3	order	Purity	1
metaphlan	marine3	order	F1 score	0.994152046783626
metaphlan	marine3	order	Jaccard index	0.988372093023256
metaphlan	marine3	family	True positives	143
metaphlan	marine3	family	False negatives	3
metaphlan	marine3	family	False positives	0
metaphlan	marine3	family	Completeness	0.979452054794521
metaphlan	marine3	family	Purity	1
metaphlan	marine3	family	F1 score	0.98961937716263
metaphlan	marine3	family	Jaccard index	0.979452054794521
metaphlan	marine3	genus	True positives	273
metaphlan	marine3	genus	False negatives	13
metaphlan	marine3	genus	False positives	0
metaphlan	marine3	genus	Completeness	0.954545454545455
metaphlan	marine3	genus	Purity	1
metaphlan	marine3	genus	F1 score	0.976744186046512
metaphlan	marine3	genus	Jaccard index	0.954545454545455
metaphlan	marine3	species	True positives	393
metaphlan	marine3	species	False negatives	37
metaphlan	marine3	species	False positives	18
metaphlan	marine3	species	Completeness	0.913953488372093
metaphlan	marine3	species	Purity	0.956204379562044
metaphlan	marine3	species	F1 score	0.934601664684899
metaphlan	marine3	species	Jaccard index	0.877232142857143
metaphlan	marine3	kingdom	L1 norm error	0.0115405663066939
metaphlan	marine3	phylum	L1 norm error	0.0395322844107801
metaphlan	marine3	class	L1 norm error	0.0445761318392487
metaphlan	marine3	order	L1 norm error	0.092169171242572
metaphlan	marine3	family	L1 norm error	0.100544536203777
metaphlan	marine3	genus	L1 norm error	0.114309543051879
metaphlan	marine3	species	L1 norm error	0.141530896785847
metaphlan	marine3	na	Weighted UniFrac error	0.00450054182291165
metaphlan	marine3	na	Unweighted UniFrac error	0.0630419577158738
metaphlan	marine3	na	Weighted UniFrac (CAMI)	0.544203129840798
metaphlan	marine3	na	Unweighted UniFrac (CAMI)	296
metaphlan	marine3	phylum	Sum of abundances	1
metaphlan	marine3	class	Sum of abundances	1
metaphlan	marine3	order	Sum of abundances	1
metaphlan	marine3	family	Sum of abundances	1
metaphlan	marine3	genus	Sum of abundances	1
metaphlan	marine3	species	Sum of abundances	0.999256606156901
metaphlan	marine3	phylum	Taxon counts	27
metaphlan	marine3	class	Taxon counts	42
metaphlan	marine3	order	Taxon counts	85
metaphlan	marine3	family	Taxon counts	143
metaphlan	marine3	genus	Taxon counts	273
metaphlan	marine3	species	Taxon counts	411
kraken	marine3	kingdom	Bray-Curtis distance	0.0522092560367358
kraken	marine3	phylum	Bray-Curtis distance	0.0841128722986905
kraken	marine3	class	Bray-Curtis distance	0.0887938683344866
kraken	marine3	order	Bray-Curtis distance	0.152776742912587
kraken	marine3	family	Bray-Curtis distance	0.161570037195588
kraken	marine3	genus	Bray-Curtis distance	0.170054684885243
kraken	marine3	species	Bray-Curtis distance	0.19849519704672
kraken	marine3	phylum	Shannon diversity	1.59518166310562
kraken	marine3	phylum	Shannon equitability	0.407763875849457
kraken	marine3	class	Shannon diversity	1.99901934737356
kraken	marine3	class	Shannon equitability	0.452385484067132
kraken	marine3	order	Shannon diversity	3.16931301466809
kraken	marine3	order	Shannon equitability	0.623708090721447
kraken	marine3	family	Shannon diversity	3.78857780947085
kraken	marine3	family	Shannon equitability	0.67898947218313
kraken	marine3	genus	Shannon diversity	4.39336201902173
kraken	marine3	genus	Shannon equitability	0.698499315190304
kraken	marine3	species	Shannon diversity	5.22487214533409
kraken	marine3	species	Shannon equitability	0.702754411795562
kraken	marine3	kingdom	True positives	2
kraken	marine3	kingdom	False negatives	0
kraken	marine3	kingdom	False positives	0
kraken	marine3	kingdom	Completeness	1
kraken	marine3	kingdom	Purity	1
kraken	marine3	kingdom	F1 score	1
kraken	marine3	kingdom	Jaccard index	1
kraken	marine3	phylum	True positives	28
kraken	marine3	phylum	False negatives	0
kraken	marine3	phylum	False positives	22
kraken	marine3	phylum	Completeness	1
kraken	marine3	phylum	Purity	0.56
kraken	marine3	phylum	F1 score	0.717948717948718
kraken	marine3	phylum	Jaccard index	0.56
kraken	marine3	class	True positives	43
kraken	marine3	class	False negatives	0
kraken	marine3	class	False positives	40
kraken	marine3	class	Completeness	1
kraken	marine3	class	Purity	0.518072289156627
kraken	marine3	class	F1 score	0.682539682539683
kraken	marine3	class	Jaccard index	0.518072289156627
kraken	marine3	order	True positives	86
kraken	marine3	order	False negatives	0
kraken	marine3	order	False positives	75
kraken	marine3	order	Completeness	1
kraken	marine3	order	Purity	0.53416149068323
kraken	marine3	order	F1 score	0.696356275303644
kraken	marine3	order	Jaccard index	0.53416149068323
kraken	marine3	family	True positives	145
kraken	marine3	family	False negatives	1
kraken	marine3	family	False positives	120
kraken	marine3	family	Completeness	0.993150684931507
kraken	marine3	family	Purity	0.547169811320755
kraken	marine3	family	F1 score	0.705596107055961
kraken	marine3	family	Jaccard index	0.545112781954887
kraken	marine3	genus	True positives	283
kraken	marine3	genus	False negatives	3
kraken	marine3	genus	False positives	256
kraken	marine3	genus	Completeness	0.989510489510489
kraken	marine3	genus	Purity	0.525046382189239
kraken	marine3	genus	F1 score	0.686060606060606
kraken	marine3	genus	Jaccard index	0.522140221402214
kraken	marine3	species	True positives	426
kraken	marine3	species	False negatives	4
kraken	marine3	species	False positives	1268
kraken	marine3	species	Completeness	0.990697674418605
kraken	marine3	species	Purity	0.251475796930342
kraken	marine3	species	F1 score	0.401129943502825
kraken	marine3	species	Jaccard index	0.250883392226148
kraken	marine3	kingdom	L1 norm error	0.104418512073472
kraken	marine3	phylum	L1 norm error	0.168222380082489
kraken	marine3	class	L1 norm error	0.177574417588723
kraken	marine3	order	L1 norm error	0.305501541732584
kraken	marine3	family	L1 norm error	0.323031822466255
kraken	marine3	genus	L1 norm error	0.339757356572775
kraken	marine3	species	L1 norm error	0.388908355962822
kraken	marine3	na	Weighted UniFrac error	0.0175237120531293
kraken	marine3	na	Unweighted UniFrac error	3.32403297993975
kraken	marine3	na	Weighted UniFrac (CAMI)	1.80649438647908
kraken	marine3	na	Unweighted UniFrac (CAMI)	11082.94601
kraken	marine3	phylum	Sum of abundances	0.999960000000001
kraken	marine3	class	Sum of abundances	0.999850000000001
kraken	marine3	order	Sum of abundances	0.999660000000002
kraken	marine3	family	Sum of abundances	0.999330000000002
kraken	marine3	genus	Sum of abundances	0.997930000000003
kraken	marine3	species	Sum of abundances	0.99301000000001
kraken	marine3	phylum	Taxon counts	50
kraken	marine3	class	Taxon counts	83
kraken	marine3	order	Taxon counts	161
kraken	marine3	family	Taxon counts	265
kraken	marine3	genus	Taxon counts	539
kraken	marine3	species	Taxon counts	1694
sourmash	marine3	kingdom	Bray-Curtis distance	0.0434915345177485
sourmash	marine3	phylum	Bray-Curtis distance	0.0751367689640295
sourmash	marine3	class	Bray-Curtis distance	0.0788811434421462
sourmash	marine3	order	Bray-Curtis distance	0.147811513005661
sourmash	marine3	family	Bray-Curtis distance	0.167767628296788
sourmash	marine3	genus	Bray-Curtis distance	0.204364537080031
sourmash	marine3	species	Bray-Curtis distance	0.247699836837421
sourmash	marine3	phylum	Shannon diversity	1.59040331433525
sourmash	marine3	phylum	Shannon equitability	0.56134258920944
sourmash	marine3	class	Shannon diversity	2.01220988967385
sourmash	marine3	class	Shannon equitability	0.610530791262533
sourmash	marine3	order	Shannon diversity	3.11638757876341
sourmash	marine3	order	Shannon equitability	0.777671192963863
sourmash	marine3	family	Shannon diversity	3.61007198730048
sourmash	marine3	family	Shannon equitability	0.826207820574448
sourmash	marine3	genus	Shannon diversity	3.93745038038229
sourmash	marine3	genus	Shannon equitability	0.82831086023128
sourmash	marine3	species	Shannon diversity	4.04546208763276
sourmash	marine3	species	Shannon equitability	0.816304128576847
sourmash	marine3	kingdom	True positives	2
sourmash	marine3	kingdom	False negatives	0
sourmash	marine3	kingdom	False positives	0
sourmash	marine3	kingdom	Completeness	1
sourmash	marine3	kingdom	Purity	1
sourmash	marine3	kingdom	F1 score	1
sourmash	marine3	kingdom	Jaccard index	1
sourmash	marine3	phylum	True positives	17
sourmash	marine3	phylum	False negatives	11
sourmash	marine3	phylum	False positives	0
sourmash	marine3	phylum	Completeness	0.607142857142857
sourmash	marine3	phylum	Purity	1
sourmash	marine3	phylum	F1 score	0.755555555555555
sourmash	marine3	phylum	Jaccard index	0.607142857142857
sourmash	marine3	class	True positives	27
sourmash	marine3	class	False negatives	16
sourmash	marine3	class	False positives	0
sourmash	marine3	class	Completeness	0.627906976744186
sourmash	marine3	class	Purity	1
