tool	community	rank	metric	value
singlem	marine5	kingdom	Purity	1
singlem	marine5	kingdom	F1 score	1
singlem	marine5	kingdom	Jaccard index	1
singlem	marine5	phylum	True positives	25
singlem	marine5	phylum	False negatives	1
singlem	marine5	phylum	False positives	0
singlem	marine5	phylum	Completeness	0.961538461538461
singlem	marine5	phylum	Purity	1
singlem	marine5	phylum	F1 score	0.980392156862745
singlem	marine5	phylum	Jaccard index	0.961538461538461
singlem	marine5	class	True positives	35
singlem	marine5	class	False negatives	2
singlem	marine5	class	False positives	0
singlem	marine5	class	Completeness	0.945945945945946
singlem	marine5	class	Purity	1
singlem	marine5	class	F1 score	0.972222222222222
singlem	marine5	class	Jaccard index	0.945945945945946
singlem	marine5	order	True positives	67
singlem	marine5	order	False negatives	12
singlem	marine5	order	False positives	0
singlem	marine5	order	Completeness	0.848101265822785
singlem	marine5	order	Purity	1
singlem	marine5	order	F1 score	0.917808219178082
singlem	marine5	order	Jaccard index	0.848101265822785
singlem	marine5	family	True positives	106
singlem	marine5	family	False negatives	25
singlem	marine5	family	False positives	0
singlem	marine5	family	Completeness	0.809160305343512
singlem	marine5	family	Purity	1
singlem	marine5	family	F1 score	0.894514767932489
singlem	marine5	family	Jaccard index	0.809160305343512
singlem	marine5	genus	True positives	171
singlem	marine5	genus	False negatives	90
singlem	marine5	genus	False positives	1
singlem	marine5	genus	Completeness	0.655172413793103
singlem	marine5	genus	Purity	0.994186046511628
singlem	marine5	genus	F1 score	0.789838337182448
singlem	marine5	genus	Jaccard index	0.652671755725191
singlem	marine5	species	True positives	185
singlem	marine5	species	False negatives	186
singlem	marine5	species	False positives	7
singlem	marine5	species	Completeness	0.498652291105121
singlem	marine5	species	Purity	0.963541666666667
singlem	marine5	species	F1 score	0.657193605683837
singlem	marine5	species	Jaccard index	0.489417989417989
singlem	marine5	kingdom	L1 norm error	0.00366200550035062
singlem	marine5	phylum	L1 norm error	0.0196546846905278
singlem	marine5	class	L1 norm error	0.0247007221031725
singlem	marine5	order	L1 norm error	0.0350216418395641
singlem	marine5	family	L1 norm error	0.0513456929752528
singlem	marine5	genus	L1 norm error	0.0862259408205637
singlem	marine5	species	L1 norm error	0.280422180498794
singlem	marine5	na	Weighted UniFrac error	0.00333125704000373
singlem	marine5	na	Unweighted UniFrac error	0.230380230558563
singlem	marine5	na	Weighted UniFrac (CAMI)	0.501032868428226
singlem	marine5	na	Unweighted UniFrac (CAMI)	997
singlem	marine5	phylum	Sum of abundances	0.992635447035957
singlem	marine5	class	Sum of abundances	0.990365342565598
singlem	marine5	order	Sum of abundances	0.979872752672497
singlem	marine5	family	Sum of abundances	0.968696853741496
singlem	marine5	genus	Sum of abundances	0.935085641399417
singlem	marine5	species	Sum of abundances	0.722143768221574
singlem	marine5	phylum	Taxon counts	25
singlem	marine5	class	Taxon counts	35
singlem	marine5	order	Taxon counts	67
singlem	marine5	family	Taxon counts	106
singlem	marine5	genus	Taxon counts	172
singlem	marine5	species	Taxon counts	192
metaphlan	marine5	kingdom	Bray-Curtis distance	0.00562477542397289
metaphlan	marine5	phylum	Bray-Curtis distance	0.025438628752585
metaphlan	marine5	class	Bray-Curtis distance	0.0288151167628615
metaphlan	marine5	order	Bray-Curtis distance	0.0467662936369326
metaphlan	marine5	family	Bray-Curtis distance	0.0523297770730651
metaphlan	marine5	genus	Bray-Curtis distance	0.057796862297348
metaphlan	marine5	species	Bray-Curtis distance	0.0821368114969959
metaphlan	marine5	phylum	Shannon diversity	1.81860425876114
metaphlan	marine5	phylum	Shannon equitability	0.564981179053594
metaphlan	marine5	class	Shannon diversity	2.219360194791
metaphlan	marine5	class	Shannon equitability	0.619324254428851
metaphlan	marine5	order	Shannon diversity	3.16436189938641
metaphlan	marine5	order	Shannon equitability	0.728476898036571
metaphlan	marine5	family	Shannon diversity	3.62195859479711
metaphlan	marine5	family	Shannon equitability	0.747691724153658
metaphlan	marine5	genus	Shannon diversity	4.09779414831555
metaphlan	marine5	genus	Shannon equitability	0.743783864548493
metaphlan	marine5	species	Shannon diversity	4.44294958662477
metaphlan	marine5	species	Shannon equitability	0.757713003013288
metaphlan	marine5	kingdom	True positives	2
metaphlan	marine5	kingdom	False negatives	0
metaphlan	marine5	kingdom	False positives	0
metaphlan	marine5	kingdom	Completeness	1
metaphlan	marine5	kingdom	Purity	1
metaphlan	marine5	kingdom	F1 score	1
metaphlan	marine5	kingdom	Jaccard index	1
metaphlan	marine5	phylum	True positives	25
metaphlan	marine5	phylum	False negatives	1
metaphlan	marine5	phylum	False positives	0
metaphlan	marine5	phylum	Completeness	0.961538461538461
metaphlan	marine5	phylum	Purity	1
metaphlan	marine5	phylum	F1 score	0.980392156862745
metaphlan	marine5	phylum	Jaccard index	0.961538461538461
metaphlan	marine5	class	True positives	36
metaphlan	marine5	class	False negatives	1
metaphlan	marine5	class	False positives	0
metaphlan	marine5	class	Completeness	0.972972972972973
metaphlan	marine5	class	Purity	1
metaphlan	marine5	class	F1 score	0.986301369863014
metaphlan	marine5	class	Jaccard index	0.972972972972973
metaphlan	marine5	order	True positives	77
metaphlan	marine5	order	False negatives	2
metaphlan	marine5	order	False positives	0
metaphlan	marine5	order	Completeness	0.974683544303798
metaphlan	marine5	order	Purity	1
metaphlan	marine5	order	F1 score	0.987179487179487
metaphlan	marine5	order	Jaccard index	0.974683544303798
metaphlan	marine5	family	True positives	127
metaphlan	marine5	family	False negatives	4
metaphlan	marine5	family	False positives	0
metaphlan	marine5	family	Completeness	0.969465648854962
metaphlan	marine5	family	Purity	1
metaphlan	marine5	family	F1 score	0.984496124031008
metaphlan	marine5	family	Jaccard index	0.969465648854962
metaphlan	marine5	genus	True positives	247
metaphlan	marine5	genus	False negatives	14
metaphlan	marine5	genus	False positives	0
metaphlan	marine5	genus	Completeness	0.946360153256705
metaphlan	marine5	genus	Purity	1
metaphlan	marine5	genus	F1 score	0.97244094488189
metaphlan	marine5	genus	Jaccard index	0.946360153256705
metaphlan	marine5	species	True positives	331
metaphlan	marine5	species	False negatives	40
metaphlan	marine5	species	False positives	21
metaphlan	marine5	species	Completeness	0.892183288409704
metaphlan	marine5	species	Purity	0.940340909090909
metaphlan	marine5	species	F1 score	0.915629322268326
metaphlan	marine5	species	Jaccard index	0.844387755102041
metaphlan	marine5	kingdom	L1 norm error	0.0112495508479458
metaphlan	marine5	phylum	L1 norm error	0.05087725750517
metaphlan	marine5	class	L1 norm error	0.057630233525723
metaphlan	marine5	order	L1 norm error	0.0935325872738652
metaphlan	marine5	family	L1 norm error	0.10465955414613
metaphlan	marine5	genus	L1 norm error	0.115593724594696
metaphlan	marine5	species	L1 norm error	0.161385658415321
metaphlan	marine5	na	Weighted UniFrac error	0.00498869104703358
metaphlan	marine5	na	Unweighted UniFrac error	0.0954652569900007
metaphlan	marine5	na	Weighted UniFrac (CAMI)	0.594928566308851
metaphlan	marine5	na	Unweighted UniFrac (CAMI)	343
metaphlan	marine5	phylum	Sum of abundances	1
metaphlan	marine5	class	Sum of abundances	1
metaphlan	marine5	order	Sum of abundances	1
metaphlan	marine5	family	Sum of abundances	1
metaphlan	marine5	genus	Sum of abundances	1
metaphlan	marine5	species	Sum of abundances	0.99965959979576
metaphlan	marine5	phylum	Taxon counts	25
metaphlan	marine5	class	Taxon counts	36
metaphlan	marine5	order	Taxon counts	77
metaphlan	marine5	family	Taxon counts	127
metaphlan	marine5	genus	Taxon counts	247
metaphlan	marine5	species	Taxon counts	352
kraken	marine5	kingdom	Bray-Curtis distance	0.0424724836443825
kraken	marine5	phylum	Bray-Curtis distance	0.0635115567740364
kraken	marine5	class	Bray-Curtis distance	0.0733827970707499
kraken	marine5	order	Bray-Curtis distance	0.137751227105878
kraken	marine5	family	Bray-Curtis distance	0.142394188992894
kraken	marine5	genus	Bray-Curtis distance	0.151163925990499
kraken	marine5	species	Bray-Curtis distance	0.185314680861141
kraken	marine5	phylum	Shannon diversity	1.7123840991047
kraken	marine5	phylum	Shannon equitability	0.444758039495458
kraken	marine5	class	Shannon diversity	2.11865117120282
kraken	marine5	class	Shannon equitability	0.487740809140273
kraken	marine5	order	Shannon diversity	3.08093883681525
kraken	marine5	order	Shannon equitability	0.61166722818454
kraken	marine5	family	Shannon diversity	3.69060719171887
kraken	marine5	family	Shannon equitability	0.663696905633647
kraken	marine5	genus	Shannon diversity	4.22163566741388
kraken	marine5	genus	Shannon equitability	0.675256009418381
kraken	marine5	species	Shannon diversity	4.9542079888379
kraken	marine5	species	Shannon equitability	0.666508511792768
kraken	marine5	kingdom	True positives	2
kraken	marine5	kingdom	False negatives	0
kraken	marine5	kingdom	False positives	0
kraken	marine5	kingdom	Completeness	1
kraken	marine5	kingdom	Purity	1
kraken	marine5	kingdom	F1 score	1
kraken	marine5	kingdom	Jaccard index	1
kraken	marine5	phylum	True positives	26
kraken	marine5	phylum	False negatives	0
kraken	marine5	phylum	False positives	21
kraken	marine5	phylum	Completeness	1
kraken	marine5	phylum	Purity	0.553191489361702
kraken	marine5	phylum	F1 score	0.712328767123288
kraken	marine5	phylum	Jaccard index	0.553191489361702
kraken	marine5	class	True positives	37
kraken	marine5	class	False negatives	0
kraken	marine5	class	False positives	40
kraken	marine5	class	Completeness	1
kraken	marine5	class	Purity	0.480519480519481
kraken	marine5	class	F1 score	0.649122807017544
kraken	marine5	class	Jaccard index	0.480519480519481
kraken	marine5	order	True positives	79
kraken	marine5	order	False negatives	0
kraken	marine5	order	False positives	75
kraken	marine5	order	Completeness	1
kraken	marine5	order	Purity	0.512987012987013
kraken	marine5	order	F1 score	0.678111587982833
kraken	marine5	order	Jaccard index	0.512987012987013
kraken	marine5	family	True positives	130
kraken	marine5	family	False negatives	1
kraken	marine5	family	False positives	130
kraken	marine5	family	Completeness	0.99236641221374
kraken	marine5	family	Purity	0.5
kraken	marine5	family	F1 score	0.664961636828644
kraken	marine5	family	Jaccard index	0.498084291187739
kraken	marine5	genus	True positives	259
kraken	marine5	genus	False negatives	2
kraken	marine5	genus	False positives	260
kraken	marine5	genus	Completeness	0.992337164750958
kraken	marine5	genus	Purity	0.499036608863198
kraken	marine5	genus	F1 score	0.664102564102564
kraken	marine5	genus	Jaccard index	0.497120921305182
kraken	marine5	species	True positives	370
kraken	marine5	species	False negatives	1
kraken	marine5	species	False positives	1321
kraken	marine5	species	Completeness	0.997304582210243
kraken	marine5	species	Purity	0.218805440567711
kraken	marine5	species	F1 score	0.358874878758487
kraken	marine5	species	Jaccard index	0.218676122931442
kraken	marine5	kingdom	L1 norm error	0.0849449672887651
kraken	marine5	phylum	L1 norm error	0.127019302854666
kraken	marine5	class	L1 norm error	0.14675532054991
kraken	marine5	order	L1 norm error	0.275448731233186
kraken	marine5	family	L1 norm error	0.284678734460264
kraken	marine5	genus	L1 norm error	0.302016454293459
kraken	marine5	species	L1 norm error	0.363037016055064
kraken	marine5	na	Weighted UniFrac error	0.014880605664645
kraken	marine5	na	Unweighted UniFrac error	3.88600991352992
kraken	marine5	na	Weighted UniFrac (CAMI)	1.58295052673526
kraken	marine5	na	Unweighted UniFrac (CAMI)	11387.94499
kraken	marine5	phylum	Sum of abundances	0.999940000000001
kraken	marine5	class	Sum of abundances	0.999860000000001
kraken	marine5	order	Sum of abundances	0.999610000000002
kraken	marine5	family	Sum of abundances	0.999230000000003
kraken	marine5	genus	Sum of abundances	0.997940000000003
kraken	marine5	species	Sum of abundances	0.993850000000019
kraken	marine5	phylum	Taxon counts	47
kraken	marine5	class	Taxon counts	77
kraken	marine5	order	Taxon counts	154
kraken	marine5	family	Taxon counts	260
kraken	marine5	genus	Taxon counts	519
kraken	marine5	species	Taxon counts	1691
sourmash	marine5	kingdom	Bray-Curtis distance	0.0367000346647907
sourmash	marine5	phylum	Bray-Curtis distance	0.0633756954536273
sourmash	marine5	class	Bray-Curtis distance	0.0641416543564011
sourmash	marine5	order	Bray-Curtis distance	0.13272436452609
sourmash	marine5	family	Bray-Curtis distance	0.15355115655924
sourmash	marine5	genus	Bray-Curtis distance	0.178434299843522
sourmash	marine5	species	Bray-Curtis distance	0.227293130856004
sourmash	marine5	phylum	Shannon diversity	1.70216754782643
sourmash	marine5	phylum	Shannon equitability	0.588909555726285
sourmash	marine5	class	Shannon diversity	2.12966182891789
sourmash	marine5	class	Shannon equitability	0.65365215673172
sourmash	marine5	order	Shannon diversity	3.04874277319333
sourmash	marine5	order	Shannon equitability	0.775401316838379
sourmash	marine5	family	Shannon diversity	3.54219461569789
sourmash	marine5	family	Shannon equitability	0.830978332381011
sourmash	marine5	genus	Shannon diversity	3.73383802369476
sourmash	marine5	genus	Shannon equitability	0.819925112727945
sourmash	marine5	species	Shannon diversity	3.88602517397551
sourmash	marine5	species	Shannon equitability	0.804841065723026
sourmash	marine5	kingdom	True positives	2
sourmash	marine5	kingdom	False negatives	0
sourmash	marine5	kingdom	False positives	0
sourmash	marine5	kingdom	Completeness	1
sourmash	marine5	kingdom	Purity	1
sourmash	marine5	kingdom	F1 score	1
sourmash	marine5	kingdom	Jaccard index	1
sourmash	marine5	phylum	True positives	18
sourmash	marine5	phylum	False negatives	8
sourmash	marine5	phylum	False positives	0
sourmash	marine5	phylum	Completeness	0.692307692307692
sourmash	marine5	phylum	Purity	1
sourmash	marine5	phylum	F1 score	0.818181818181818
sourmash	marine5	phylum	Jaccard index	0.692307692307692
sourmash	marine5	class	True positives	26
sourmash	marine5	class	False negatives	11
sourmash	marine5	class	False positives	0
sourmash	marine5	class	Completeness	0.702702702702703
sourmash	marine5	class	Purity	1
sourmash	marine5	class	F1 score	0.825396825396826
sourmash	marine5	class	Jaccard index	0.702702702702703
sourmash	marine5	order	True positives	51
sourmash	marine5	order	False negatives	28
sourmash	marine5	order	False positives	0
sourmash	marine5	order	Completeness	0.645569620253165
sourmash	marine5	order	Purity	1
sourmash	marine5	order	F1 score	0.784615384615385
sourmash	marine5	order	Jaccard index	0.645569620253165
sourmash	marine5	family	True positives	71
sourmash	marine5	family	False negatives	60
sourmash	marine5	family	False positives	0
sourmash	marine5	family	Completeness	0.541984732824428
sourmash	marine5	family	Purity	1
sourmash	marine5	family	F1 score	0.702970297029703
sourmash	marine5	family	Jaccard index	0.541984732824428
sourmash	marine5	genus	True positives	95
sourmash	marine5	genus	False negatives	166
sourmash	marine5	genus	False positives	0
sourmash	marine5	genus	Completeness	0.363984674329502
sourmash	marine5	genus	Purity	1
sourmash	marine5	genus	F1 score	0.533707865168539
sourmash	marine5	genus	Jaccard index	0.363984674329502
sourmash	marine5	species	True positives	119
sourmash	marine5	species	False negatives	252
sourmash	marine5	species	False positives	6
sourmash	marine5	species	Completeness	0.320754716981132
sourmash	marine5	species	Purity	0.952
sourmash	marine5	species	F1 score	0.479838709677419
sourmash	marine5	species	Jaccard index	0.315649867374005
sourmash	marine5	kingdom	L1 norm error	0.0734000693295813
sourmash	marine5	phylum	L1 norm error	0.126589718214771
sourmash	marine5	class	L1 norm error	0.127956055374249
sourmash	marine5	order	L1 norm error	0.265110146489613
sourmash	marine5	family	L1 norm error	0.305143752448082
sourmash	marine5	genus	L1 norm error	0.346854429797867
sourmash	marine5	species	L1 norm error	0.423478734362158
sourmash	marine5	na	Weighted UniFrac error	0.0148735743692124
sourmash	marine5	na	Unweighted UniFrac error	0.611034442756148
sourmash	marine5	na	Weighted UniFrac (CAMI)	1.66853290601632
sourmash	marine5	na	Unweighted UniFrac (CAMI)	1855.14795918367
sourmash	marine5	phylum	Sum of abundances	0.997448979591837
sourmash	marine5	class	Sum of abundances	0.994897959183673
sourmash	marine5	order	Sum of abundances	0.997448979591836
sourmash	marine5	family	Sum of abundances	0.987244897959183
sourmash	marine5	genus	Sum of abundances	0.943877551020407
sourmash	marine5	species	Sum of abundances	0.897959183673468
sourmash	marine5	phylum	Taxon counts	18
sourmash	marine5	class	Taxon counts	26
sourmash	marine5	order	Taxon counts	51
sourmash	marine5	family	Taxon counts	71
sourmash	marine5	genus	Taxon counts	95
sourmash	marine5	species	Taxon counts	125
metabuli	marine5	kingdom	Bray-Curtis distance	0.0432213172561248
metabuli	marine5	phylum	Bray-Curtis distance	0.0660442977923566
metabuli	marine5	class	Bray-Curtis distance	0.0779072555338824
metabuli	marine5	order	Bray-Curtis distance	0.142336547032959
metabuli	marine5	family	Bray-Curtis distance	0.148000612886139
metabuli	marine5	genus	Bray-Curtis distance	0.162268312222747
metabuli	marine5	species	Bray-Curtis distance	0.213141908398274
metabuli	marine5	phylum	Shannon diversity	1.69885908715962
metabuli	marine5	phylum	Shannon equitability	0.422039915436398
metabuli	marine5	class	Shannon diversity	2.09588068550429
metabuli	marine5	class	Shannon equitability	0.437782621487376
metabuli	marine5	order	Shannon diversity	3.05234389287091
metabuli	marine5	order	Shannon equitability	0.53672535954779
metabuli	marine5	family	Shannon diversity	3.66709823308861
metabuli	marine5	family	Shannon equitability	0.569624060169944
metabuli	marine5	genus	Shannon diversity	4.20360230009953
metabuli	marine5	genus	Shannon equitability	0.546449690079221
metabuli	marine5	species	Shannon diversity	4.63954508187798
metabuli	marine5	species	Shannon equitability	0.527686004505225
metabuli	marine5	kingdom	True positives	2
metabuli	marine5	kingdom	False negatives	0
metabuli	marine5	kingdom	False positives	0
metabuli	marine5	kingdom	Completeness	1
metabuli	marine5	kingdom	Purity	1
metabuli	marine5	kingdom	F1 score	1
metabuli	marine5	kingdom	Jaccard index	1
metabuli	marine5	phylum	True positives	24
metabuli	marine5	phylum	False negatives	2
metabuli	marine5	phylum	False positives	32
metabuli	marine5	phylum	Completeness	0.923076923076923
metabuli	marine5	phylum	Purity	0.428571428571429
metabuli	marine5	phylum	F1 score	0.585365853658537
metabuli	marine5	phylum	Jaccard index	0.413793103448276
metabuli	marine5	class	True positives	35
metabuli	marine5	class	False negatives	2
metabuli	marine5	class	False positives	85
metabuli	marine5	class	Completeness	0.945945945945946
metabuli	marine5	class	Purity	0.291666666666667
metabuli	marine5	class	F1 score	0.445859872611465
metabuli	marine5	class	Jaccard index	0.286885245901639
metabuli	marine5	order	True positives	76
metabuli	marine5	order	False negatives	3
metabuli	marine5	order	False positives	219
metabuli	marine5	order	Completeness	0.962025316455696
metabuli	marine5	order	Purity	0.257627118644068
metabuli	marine5	order	F1 score	0.406417112299465
metabuli	marine5	order	Jaccard index	0.25503355704698
metabuli	marine5	family	True positives	126
metabuli	marine5	family	False negatives	5
metabuli	marine5	family	False positives	499
metabuli	marine5	family	Completeness	0.961832061068702
metabuli	marine5	family	Purity	0.2016
metabuli	marine5	family	F1 score	0.333333333333333
metabuli	marine5	family	Jaccard index	0.2
metabuli	marine5	genus	True positives	250
metabuli	marine5	genus	False negatives	11
metabuli	marine5	genus	False positives	1942
metabuli	marine5	genus	Completeness	0.957854406130268
metabuli	marine5	genus	Purity	0.114051094890511
metabuli	marine5	genus	F1 score	0.203832042397065
metabuli	marine5	genus	Jaccard index	0.113481615978212
metabuli	marine5	species	True positives	341
metabuli	marine5	species	False negatives	30
metabuli	marine5	species	False positives	6242
metabuli	marine5	species	Completeness	0.919137466307278
metabuli	marine5	species	Purity	0.0518000911438554
metabuli	marine5	species	F1 score	0.0980730514811619
metabuli	marine5	species	Jaccard index	0.051565099047331
metabuli	marine5	kingdom	L1 norm error	0.0864426345122497
metabuli	marine5	phylum	L1 norm error	0.132040282773092
metabuli	marine5	class	L1 norm error	0.155740472494646
metabuli	marine5	order	L1 norm error	0.28434395162868
metabuli	marine5	family	L1 norm error	0.295452650232336
metabuli	marine5	genus	L1 norm error	0.323393591520731
metabuli	marine5	species	L1 norm error	0.411416592322579
metabuli	marine5	na	Weighted UniFrac error	0.0156528930427564
metabuli	marine5	na	Unweighted UniFrac error	16.4175211769951
metabuli	marine5	na	Weighted UniFrac (CAMI)	1.6888301754843
metabuli	marine5	na	Unweighted UniFrac (CAMI)	48932
metabuli	marine5	phylum	Sum of abundances	0.999268478684211
metabuli	marine5	class	Sum of abundances	0.999049657536887
metabuli	marine5	order	Sum of abundances	0.997687576071647
metabuli	marine5	family	Sum of abundances	0.996293423863284
metabuli	marine5	genus	Sum of abundances	0.992955907970531
metabuli	marine5	species	Sum of abundances	0.965067313097727
metabuli	marine5	phylum	Taxon counts	56
metabuli	marine5	class	Taxon counts	120
metabuli	marine5	order	Taxon counts	295
metabuli	marine5	family	Taxon counts	625
metabuli	marine5	genus	Taxon counts	2192
metabuli	marine5	species	Taxon counts	6583
sylph	marine5	kingdom	Bray-Curtis distance	0.00336703540802219
sylph	marine5	phylum	Bray-Curtis distance	0.0174109073550416
sylph	marine5	class	Bray-Curtis distance	0.0211142193087937
sylph	marine5	order	Bray-Curtis distance	0.0264406378749094
sylph	marine5	family	Bray-Curtis distance	0.0299175599944724
sylph	marine5	genus	Bray-Curtis distance	0.0376566086881558
sylph	marine5	species	Bray-Curtis distance	0.0462171791221854
sylph	marine5	phylum	Shannon diversity	1.86318272436341
sylph	marine5	phylum	Shannon equitability	0.571862344353629
sylph	marine5	class	Shannon diversity	2.25912542347649
sylph	marine5	class	Shannon equitability	0.625637435723973
sylph	marine5	order	Shannon diversity	3.20723809364055
sylph	marine5	order	Shannon equitability	0.734014502960534
sylph	marine5	family	Shannon diversity	3.6679613930901
sylph	marine5	family	Shannon equitability	0.754753699916094
sylph	marine5	genus	Shannon diversity	4.1672299332527
sylph	marine5	genus	Shannon equitability	0.753645605595099
sylph	marine5	species	Shannon diversity	4.57025761119363
sylph	marine5	species	Shannon equitability	0.772851152157374
sylph	marine5	kingdom	True positives	2
sylph	marine5	kingdom	False negatives	0
sylph	marine5	kingdom	False positives	0
sylph	marine5	kingdom	Completeness	1
sylph	marine5	kingdom	Purity	1
sylph	marine5	kingdom	F1 score	1
sylph	marine5	kingdom	Jaccard index	1
sylph	marine5	phylum	True positives	26
sylph	marine5	phylum	False negatives	0
sylph	marine5	phylum	False positives	0
sylph	marine5	phylum	Completeness	1
sylph	marine5	phylum	Purity	1
sylph	marine5	phylum	F1 score	1
sylph	marine5	phylum	Jaccard index	1
sylph	marine5	class	True positives	37
sylph	marine5	class	False negatives	0
sylph	marine5	class	False positives	0
sylph	marine5	class	Completeness	1
sylph	marine5	class	Purity	1
sylph	marine5	class	F1 score	1
sylph	marine5	class	Jaccard index	1
sylph	marine5	order	True positives	79
sylph	marine5	order	False negatives	0
sylph	marine5	order	False positives	0
sylph	marine5	order	Completeness	1
sylph	marine5	order	Purity	1
sylph	marine5	order	F1 score	1
sylph	marine5	order	Jaccard index	1
sylph	marine5	family	True positives	129
sylph	marine5	family	False negatives	2
sylph	marine5	family	False positives	0
sylph	marine5	family	Completeness	0.984732824427481
sylph	marine5	family	Purity	1
sylph	marine5	family	F1 score	0.992307692307692
sylph	marine5	family	Jaccard index	0.984732824427481
sylph	marine5	genus	True positives	252
sylph	marine5	genus	False negatives	9
sylph	marine5	genus	False positives	0
sylph	marine5	genus	Completeness	0.96551724137931
sylph	marine5	genus	Purity	1
sylph	marine5	genus	F1 score	0.982456140350877
sylph	marine5	genus	Jaccard index	0.96551724137931
sylph	marine5	species	True positives	368
sylph	marine5	species	False negatives	3
sylph	marine5	species	False positives	2
sylph	marine5	species	Completeness	0.991913746630728
sylph	marine5	species	Purity	0.994594594594595
sylph	marine5	species	F1 score	0.993252361673414
sylph	marine5	species	Jaccard index	0.986595174262735
sylph	marine5	kingdom	L1 norm error	0.00673407081604438
sylph	marine5	phylum	L1 norm error	0.0348218147100831
sylph	marine5	class	L1 norm error	0.0422284386175875
sylph	marine5	order	L1 norm error	0.0528812757498188
sylph	marine5	family	L1 norm error	0.0598351199889447
sylph	marine5	genus	L1 norm error	0.0753132173763117
sylph	marine5	species	L1 norm error	0.0908250752711722
sylph	marine5	na	Weighted UniFrac error	0.0031127488336444
sylph	marine5	na	Unweighted UniFrac error	0.0517291892236163
sylph	marine5	na	Weighted UniFrac (CAMI)	0.362639012529961
sylph	marine5	na	Unweighted UniFrac (CAMI)	206
sylph	marine5	phylum	Sum of abundances	1
sylph	marine5	class	Sum of abundances	1
sylph	marine5	order	Sum of abundances	1
sylph	marine5	family	Sum of abundances	1
sylph	marine5	genus	Sum of abundances	1
sylph	marine5	species	Sum of abundances	1
sylph	marine5	phylum	Taxon counts	26
sylph	marine5	class	Taxon counts	37
sylph	marine5	order	Taxon counts	79
sylph	marine5	family	Taxon counts	129
sylph	marine5	genus	Taxon counts	252
sylph	marine5	species	Taxon counts	370
singlem	marine6	kingdom	Bray-Curtis distance	0.00346774526503862
singlem	marine6	phylum	Bray-Curtis distance	0.00740995777580002
singlem	marine6	class	Bray-Curtis distance	0.0110075624263799
singlem	marine6	order	Bray-Curtis distance	0.0175562730792774
singlem	marine6	family	Bray-Curtis distance	0.0272912412783626
singlem	marine6	genus	Bray-Curtis distance	0.0412279714349926
singlem	marine6	species	Bray-Curtis distance	0.172922329108243
singlem	marine6	phylum	Shannon diversity	1.71385988234672
singlem	marine6	phylum	Shannon equitability	0.514332141713777
singlem	marine6	class	Shannon diversity	2.09029994304477
singlem	marine6	class	Shannon equitability	0.566649024194492
singlem	marine6	order	Shannon diversity	3.12255672329843
singlem	marine6	order	Shannon equitability	0.714634166313579
singlem	marine6	family	Shannon diversity	3.61124054571029
singlem	marine6	family	Shannon equitability	0.753002140392882
singlem	marine6	genus	Shannon diversity	3.91863234711805
singlem	marine6	genus	Shannon equitability	0.743875827479534
singlem	marine6	species	Shannon diversity	3.36399044388201
singlem	marine6	species	Shannon equitability	0.630251324421512
singlem	marine6	kingdom	True positives	2
singlem	marine6	kingdom	False negatives	0
singlem	marine6	kingdom	False positives	0
singlem	marine6	kingdom	Completeness	1
singlem	marine6	kingdom	Purity	1
singlem	marine6	kingdom	F1 score	1
singlem	marine6	kingdom	Jaccard index	1
singlem	marine6	phylum	True positives	28
singlem	marine6	phylum	False negatives	1
singlem	marine6	phylum	False positives	0
singlem	marine6	phylum	Completeness	0.96551724137931
singlem	marine6	phylum	Purity	1
singlem	marine6	phylum	F1 score	0.982456140350877
singlem	marine6	phylum	Jaccard index	0.96551724137931
singlem	marine6	class	True positives	40
singlem	marine6	class	False negatives	3
singlem	marine6	class	False positives	0
singlem	marine6	class	Completeness	0.930232558139535
singlem	marine6	class	Purity	1
singlem	marine6	class	F1 score	0.963855421686747
singlem	marine6	class	Jaccard index	0.930232558139535
singlem	marine6	order	True positives	79
singlem	marine6	order	False negatives	5
singlem	marine6	order	False positives	0
singlem	marine6	order	Completeness	0.940476190476191
singlem	marine6	order	Purity	1
singlem	marine6	order	F1 score	0.969325153374233
singlem	marine6	order	Jaccard index	0.940476190476191
singlem	marine6	family	True positives	121
singlem	marine6	family	False negatives	18
singlem	marine6	family	False positives	0
singlem	marine6	family	Completeness	0.870503597122302
singlem	marine6	family	Purity	1
singlem	marine6	family	F1 score	0.930769230769231
singlem	marine6	family	Jaccard index	0.870503597122302
singlem	marine6	genus	True positives	193
singlem	marine6	genus	False negatives	59
singlem	marine6	genus	False positives	1
singlem	marine6	genus	Completeness	0.765873015873016
singlem	marine6	genus	Purity	0.994845360824742
singlem	marine6	genus	F1 score	0.865470852017937
singlem	marine6	genus	Jaccard index	0.762845849802372
singlem	marine6	species	True positives	201
singlem	marine6	species	False negatives	163
singlem	marine6	species	False positives	7
singlem	marine6	species	Completeness	0.552197802197802
singlem	marine6	species	Purity	0.966346153846154
singlem	marine6	species	F1 score	0.702797202797203
singlem	marine6	species	Jaccard index	0.54177897574124
singlem	marine6	kingdom	L1 norm error	0.00693549053007724
singlem	marine6	phylum	L1 norm error	0.0147843827810073
singlem	marine6	class	L1 norm error	0.0219335788797386
singlem	marine6	order	L1 norm error	0.0348590725463691
singlem	marine6	family	L1 norm error	0.0539540684823355
singlem	marine6	genus	L1 norm error	0.080300529980524
singlem	marine6	species	L1 norm error	0.288282432407308
