tool,sample,known,rank,metric,value
metabuli,marine2,0,class,Bray-Curtis distance,0.207108806016912
metabuli,marine2,0,order,Bray-Curtis distance,0.258637717237234
metabuli,marine2,0,family,Bray-Curtis distance,0.284965324857658
metabuli,marine2,0,genus,Bray-Curtis distance,0.37093436386398
metabuli,marine2,0,species,Bray-Curtis distance,0.583338476408837
metabuli,marine2,0,phylum,Shannon diversity,1.48304722661291
metabuli,marine2,0,phylum,Shannon equitability,0.366813856260405
metabuli,marine2,0,class,Shannon diversity,1.84955980403292
metabuli,marine2,0,class,Shannon equitability,0.385663174079004
metabuli,marine2,0,order,Shannon diversity,3.04372383368542
metabuli,marine2,0,order,Shannon equitability,0.534891311896389
metabuli,marine2,0,family,Shannon diversity,3.52503071026665
metabuli,marine2,0,family,Shannon equitability,0.546476532651847
metabuli,marine2,0,genus,Shannon diversity,4.50063158622427
metabuli,marine2,0,genus,Shannon equitability,0.584166745059928
metabuli,marine2,0,species,Shannon diversity,5.25572198313706
metabuli,marine2,0,species,Shannon equitability,0.595224692489985
metabuli,marine2,0,kingdom,True positives,2
metabuli,marine2,0,kingdom,False negatives,0
metabuli,marine2,0,kingdom,False positives,0
metabuli,marine2,0,kingdom,Completeness,1
metabuli,marine2,0,kingdom,Purity,1
metabuli,marine2,0,kingdom,F1 score,1
metabuli,marine2,0,kingdom,Jaccard index,1
metabuli,marine2,0,phylum,True positives,28
metabuli,marine2,0,phylum,False negatives,5
metabuli,marine2,0,phylum,False positives,29
metabuli,marine2,0,phylum,Completeness,0.848484848484848
metabuli,marine2,0,phylum,Purity,0.491228070175439
metabuli,marine2,0,phylum,F1 score,0.622222222222222
metabuli,marine2,0,phylum,Jaccard index,0.451612903225806
metabuli,marine2,0,class,True positives,36
metabuli,marine2,0,class,False negatives,7
metabuli,marine2,0,class,False positives,85
metabuli,marine2,0,class,Completeness,0.837209302325582
metabuli,marine2,0,class,Purity,0.297520661157025
metabuli,marine2,0,class,F1 score,0.439024390243902
metabuli,marine2,0,class,Jaccard index,0.28125
metabuli,marine2,0,order,True positives,79
metabuli,marine2,0,order,False negatives,13
metabuli,marine2,0,order,False positives,217
metabuli,marine2,0,order,Completeness,0.858695652173913
metabuli,marine2,0,order,Purity,0.266891891891892
metabuli,marine2,0,order,F1 score,0.407216494845361
metabuli,marine2,0,order,Jaccard index,0.255663430420712
metabuli,marine2,0,family,True positives,128
metabuli,marine2,0,family,False negatives,33
metabuli,marine2,0,family,False positives,505
metabuli,marine2,0,family,Completeness,0.795031055900621
metabuli,marine2,0,family,Purity,0.202211690363349
metabuli,marine2,0,family,F1 score,0.322418136020151
metabuli,marine2,0,family,Jaccard index,0.192192192192192
metabuli,marine2,0,genus,True positives,206
metabuli,marine2,0,genus,False negatives,100
metabuli,marine2,0,genus,False positives,2012
metabuli,marine2,0,genus,Completeness,0.673202614379085
metabuli,marine2,0,genus,Purity,0.0928764652840397
metabuli,marine2,0,genus,F1 score,0.163232963549921
metabuli,marine2,0,genus,Jaccard index,0.088869715271786
metabuli,marine2,0,species,True positives,183
metabuli,marine2,0,species,False negatives,235
metabuli,marine2,0,species,False positives,6652
metabuli,marine2,0,species,Completeness,0.437799043062201
metabuli,marine2,0,species,Purity,0.0267739575713241
metabuli,marine2,0,species,F1 score,0.0504618778436509
metabuli,marine2,0,species,Jaccard index,0.0258840169731259
metabuli,marine2,0,kingdom,L1 norm error,0.00322681246282477
metabuli,marine2,0,phylum,L1 norm error,0.362481076102259
metabuli,marine2,0,class,L1 norm error,0.40790698261587
metabuli,marine2,0,order,L1 norm error,0.505515369641127
metabuli,marine2,0,family,L1 norm error,0.555521331480465
metabuli,marine2,0,genus,L1 norm error,0.716408600170373
metabuli,marine2,0,species,L1 norm error,1.08188052282864
metabuli,marine2,0,na,Weighted UniFrac error,0.0291156336517003
metabuli,marine2,0,na,Unweighted UniFrac error,16.2141940137318
metabuli,marine2,0,na,Weighted UniFrac (CAMI),3.63294069530153
metabuli,marine2,0,na,Unweighted UniFrac (CAMI),52553
metabuli,marine2,0,phylum,Sum of abundances,0.974152641544323
metabuli,marine2,0,class,Sum of abundances,0.969529883642716
metabuli,marine2,0,order,Sum of abundances,0.954530743006234
metabuli,marine2,0,family,Sum of abundances,0.949434836529504
metabuli,marine2,0,genus,Sum of abundances,0.931362176067021
metabuli,marine2,0,species,Sum of abundances,0.854635973078502
metabuli,marine2,0,phylum,Taxon counts,57
metabuli,marine2,0,class,Taxon counts,121
metabuli,marine2,0,order,Taxon counts,296
metabuli,marine2,0,family,Taxon counts,633
metabuli,marine2,0,genus,Taxon counts,2218
metabuli,marine2,0,species,Taxon counts,6835
sylph,marine2,0,kingdom,Bray-Curtis distance,0.000148818518205114
sylph,marine2,0,phylum,Bray-Curtis distance,0.00373813069856714
sylph,marine2,0,class,Bray-Curtis distance,0.00469638754567907
sylph,marine2,0,order,Bray-Curtis distance,0.00702324556948945
sylph,marine2,0,family,Bray-Curtis distance,0.00809295629473849
sylph,marine2,0,genus,Bray-Curtis distance,0.0111665818761993
sylph,marine2,0,species,Bray-Curtis distance,0.0192049697514279
sylph,marine2,0,phylum,Shannon diversity,1.88414329157079
sylph,marine2,0,phylum,Shannon equitability,0.53886435491664
sylph,marine2,0,class,Shannon diversity,2.2157755152026
sylph,marine2,0,class,Shannon equitability,0.589113965501944
sylph,marine2,0,order,Shannon diversity,3.41053849946592
sylph,marine2,0,order,Shannon equitability,0.754245458705561
sylph,marine2,0,family,Shannon diversity,3.93162273076465
sylph,marine2,0,family,Shannon equitability,0.773727585597623
sylph,marine2,0,genus,Shannon diversity,4.69858605428289
sylph,marine2,0,genus,Shannon equitability,0.820916605691798
sylph,marine2,0,species,Shannon diversity,5.13623005425157
sylph,marine2,0,species,Shannon equitability,0.851682658369914
sylph,marine2,0,kingdom,True positives,2
sylph,marine2,0,kingdom,False negatives,0
sylph,marine2,0,kingdom,False positives,0
sylph,marine2,0,kingdom,Completeness,1
sylph,marine2,0,kingdom,Purity,1
sylph,marine2,0,kingdom,F1 score,1
sylph,marine2,0,kingdom,Jaccard index,1
sylph,marine2,0,phylum,True positives,33
sylph,marine2,0,phylum,False negatives,0
sylph,marine2,0,phylum,False positives,0
sylph,marine2,0,phylum,Completeness,1
sylph,marine2,0,phylum,Purity,1
sylph,marine2,0,phylum,F1 score,1
sylph,marine2,0,phylum,Jaccard index,1
sylph,marine2,0,class,True positives,43
sylph,marine2,0,class,False negatives,0
sylph,marine2,0,class,False positives,0
sylph,marine2,0,class,Completeness,1
sylph,marine2,0,class,Purity,1
sylph,marine2,0,class,F1 score,1
sylph,marine2,0,class,Jaccard index,1
sylph,marine2,0,order,True positives,92
sylph,marine2,0,order,False negatives,0
sylph,marine2,0,order,False positives,0
sylph,marine2,0,order,Completeness,1
sylph,marine2,0,order,Purity,1
sylph,marine2,0,order,F1 score,1
sylph,marine2,0,order,Jaccard index,1
sylph,marine2,0,family,True positives,161
sylph,marine2,0,family,False negatives,0
sylph,marine2,0,family,False positives,0
sylph,marine2,0,family,Completeness,1
sylph,marine2,0,family,Purity,1
sylph,marine2,0,family,F1 score,1
sylph,marine2,0,family,Jaccard index,1
sylph,marine2,0,genus,True positives,306
sylph,marine2,0,genus,False negatives,0
sylph,marine2,0,genus,False positives,0
sylph,marine2,0,genus,Completeness,1
sylph,marine2,0,genus,Purity,1
sylph,marine2,0,genus,F1 score,1
sylph,marine2,0,genus,Jaccard index,1
sylph,marine2,0,species,True positives,412
sylph,marine2,0,species,False negatives,6
sylph,marine2,0,species,False positives,4
sylph,marine2,0,species,Completeness,0.985645933014354
sylph,marine2,0,species,Purity,0.990384615384615
sylph,marine2,0,species,F1 score,0.988009592326139
sylph,marine2,0,species,Jaccard index,0.976303317535545
sylph,marine2,0,kingdom,L1 norm error,0.000297637036410229
sylph,marine2,0,phylum,L1 norm error,0.00747626139713428
sylph,marine2,0,class,L1 norm error,0.00939277509135814
sylph,marine2,0,order,L1 norm error,0.0140464911389789
sylph,marine2,0,family,L1 norm error,0.016185912589477
sylph,marine2,0,genus,L1 norm error,0.0223331637523985
sylph,marine2,0,species,L1 norm error,0.0384099395028558
sylph,marine2,0,na,Weighted UniFrac error,0.000809368918452398
sylph,marine2,0,na,Unweighted UniFrac error,0.0369168229776108
sylph,marine2,0,na,Weighted UniFrac (CAMI),0.108142180508612
sylph,marine2,0,na,Unweighted UniFrac (CAMI),159
sylph,marine2,0,phylum,Sum of abundances,1
sylph,marine2,0,class,Sum of abundances,1
sylph,marine2,0,order,Sum of abundances,1
sylph,marine2,0,family,Sum of abundances,1
sylph,marine2,0,genus,Sum of abundances,1
sylph,marine2,0,species,Sum of abundances,1
sylph,marine2,0,phylum,Taxon counts,33
sylph,marine2,0,class,Taxon counts,43
sylph,marine2,0,order,Taxon counts,92
sylph,marine2,0,family,Taxon counts,161
sylph,marine2,0,genus,Taxon counts,306
sylph,marine2,0,species,Taxon counts,416
singlem,marine3,0,kingdom,Bray-Curtis distance,0.00349575452122963
singlem,marine3,0,phylum,Bray-Curtis distance,0.0136080460121864
singlem,marine3,0,class,Bray-Curtis distance,0.0141275718476487
singlem,marine3,0,order,Bray-Curtis distance,0.0193856036710931
singlem,marine3,0,family,Bray-Curtis distance,0.0273887937364804
singlem,marine3,0,genus,Bray-Curtis distance,0.0436953594298777
singlem,marine3,0,species,Bray-Curtis distance,0.124872937439395
singlem,marine3,0,phylum,Shannon diversity,1.94270069183442
singlem,marine3,0,phylum,Shannon equitability,0.526637076651521
singlem,marine3,0,class,Shannon diversity,2.29226618663258
singlem,marine3,0,class,Shannon equitability,0.574649123655161
singlem,marine3,0,order,Shannon diversity,3.36046606897539
singlem,marine3,0,order,Shannon equitability,0.719150259515628
singlem,marine3,0,family,Shannon diversity,4.09107571379562
singlem,marine3,0,family,Shannon equitability,0.775853604453922
singlem,marine3,0,genus,Shannon diversity,4.73035644349442
singlem,marine3,0,genus,Shannon equitability,0.803648120763677
singlem,marine3,0,species,Shannon diversity,4.7797184914248
singlem,marine3,0,species,Shannon equitability,0.765469368045997
singlem,marine3,0,kingdom,True positives,2
singlem,marine3,0,kingdom,False negatives,0
singlem,marine3,0,kingdom,False positives,0
singlem,marine3,0,kingdom,Completeness,1
singlem,marine3,0,kingdom,Purity,1
singlem,marine3,0,kingdom,F1 score,1
singlem,marine3,0,kingdom,Jaccard index,1
singlem,marine3,0,phylum,True positives,40
singlem,marine3,0,phylum,False negatives,0
singlem,marine3,0,phylum,False positives,0
singlem,marine3,0,phylum,Completeness,1
singlem,marine3,0,phylum,Purity,1
singlem,marine3,0,phylum,F1 score,1
singlem,marine3,0,phylum,Jaccard index,1
singlem,marine3,0,class,True positives,54
singlem,marine3,0,class,False negatives,0
singlem,marine3,0,class,False positives,0
singlem,marine3,0,class,Completeness,1
singlem,marine3,0,class,Purity,1
singlem,marine3,0,class,F1 score,1
singlem,marine3,0,class,Jaccard index,1
singlem,marine3,0,order,True positives,107
singlem,marine3,0,order,False negatives,0
singlem,marine3,0,order,False positives,0
singlem,marine3,0,order,Completeness,1
singlem,marine3,0,order,Purity,1
singlem,marine3,0,order,F1 score,1
singlem,marine3,0,order,Jaccard index,1
singlem,marine3,0,family,True positives,195
singlem,marine3,0,family,False negatives,0
singlem,marine3,0,family,False positives,0
singlem,marine3,0,family,Completeness,1
singlem,marine3,0,family,Purity,1
singlem,marine3,0,family,F1 score,1
singlem,marine3,0,family,Jaccard index,1
singlem,marine3,0,genus,True positives,360
singlem,marine3,0,genus,False negatives,3
singlem,marine3,0,genus,False positives,0
singlem,marine3,0,genus,Completeness,0.991735537190083
singlem,marine3,0,genus,Purity,1
singlem,marine3,0,genus,F1 score,0.995850622406639
singlem,marine3,0,genus,Jaccard index,0.991735537190083
singlem,marine3,0,species,True positives,490
singlem,marine3,0,species,False negatives,90
singlem,marine3,0,species,False positives,25
singlem,marine3,0,species,Completeness,0.844827586206897
singlem,marine3,0,species,Purity,0.951456310679612
singlem,marine3,0,species,F1 score,0.894977168949772
singlem,marine3,0,species,Jaccard index,0.809917355371901
singlem,marine3,0,kingdom,L1 norm error,0.00699150904245925
singlem,marine3,0,phylum,L1 norm error,0.0271449147935842
singlem,marine3,0,class,L1 norm error,0.0281511119631539
singlem,marine3,0,order,L1 norm error,0.0384518715761738
singlem,marine3,0,family,L1 norm error,0.0540870971028846
singlem,marine3,0,genus,L1 norm error,0.0852412865101831
singlem,marine3,0,species,L1 norm error,0.233860604178757
singlem,marine3,0,na,Weighted UniFrac error,0.00342977587982549
singlem,marine3,0,na,Unweighted UniFrac error,0.272142918656707
singlem,marine3,0,na,Weighted UniFrac (CAMI),0.473928395167199
singlem,marine3,0,na,Unweighted UniFrac (CAMI),1251
singlem,marine3,0,phylum,Sum of abundances,0.994769474564908
singlem,marine3,0,class,Sum of abundances,0.992636262390638
singlem,marine3,0,order,Sum of abundances,0.983527169365965
singlem,marine3,0,family,Sum of abundances,0.974789310667723
singlem,marine3,0,genus,Sum of abundances,0.950808681342428
singlem,marine3,0,species,Sum of abundances,0.872788523872585
singlem,marine3,0,phylum,Taxon counts,40
singlem,marine3,0,class,Taxon counts,54
singlem,marine3,0,order,Taxon counts,107
singlem,marine3,0,family,Taxon counts,195
singlem,marine3,0,genus,Taxon counts,360
singlem,marine3,0,species,Taxon counts,515
metaphlan,marine3,0,kingdom,Bray-Curtis distance,0.00144215165038542
metaphlan,marine3,0,phylum,Bray-Curtis distance,0.0476719450519683
metaphlan,marine3,0,class,Bray-Curtis distance,0.0606537658653507
metaphlan,marine3,0,order,Bray-Curtis distance,0.0843190265995083
metaphlan,marine3,0,family,Bray-Curtis distance,0.110492805299116
metaphlan,marine3,0,genus,Bray-Curtis distance,0.125511511169746
metaphlan,marine3,0,species,Bray-Curtis distance,0.164222775510609
metaphlan,marine3,0,phylum,Shannon diversity,1.82201931756513
metaphlan,marine3,0,phylum,Shannon equitability,0.546790964360508
metaphlan,marine3,0,class,Shannon diversity,2.15225742540951
metaphlan,marine3,0,class,Shannon equitability,0.591671875497625
metaphlan,marine3,0,order,Shannon diversity,3.23299269867122
metaphlan,marine3,0,order,Shannon equitability,0.729660657492136
metaphlan,marine3,0,family,Shannon diversity,3.98011884317667
metaphlan,marine3,0,family,Shannon equitability,0.785203011221505
metaphlan,marine3,0,genus,Shannon diversity,4.7639820493873
metaphlan,marine3,0,genus,Shannon equitability,0.828606091297604
metaphlan,marine3,0,species,Shannon diversity,5.31613178066261
metaphlan,marine3,0,species,Shannon equitability,0.855700763693684
metaphlan,marine3,0,kingdom,True positives,2
metaphlan,marine3,0,kingdom,False negatives,0
metaphlan,marine3,0,kingdom,False positives,0
metaphlan,marine3,0,kingdom,Completeness,1
metaphlan,marine3,0,kingdom,Purity,1
metaphlan,marine3,0,kingdom,F1 score,1
metaphlan,marine3,0,kingdom,Jaccard index,1
metaphlan,marine3,0,phylum,True positives,28
metaphlan,marine3,0,phylum,False negatives,12
metaphlan,marine3,0,phylum,False positives,0
metaphlan,marine3,0,phylum,Completeness,0.7
metaphlan,marine3,0,phylum,Purity,1
metaphlan,marine3,0,phylum,F1 score,0.823529411764706
metaphlan,marine3,0,phylum,Jaccard index,0.7
metaphlan,marine3,0,class,True positives,38
metaphlan,marine3,0,class,False negatives,16
metaphlan,marine3,0,class,False positives,0
metaphlan,marine3,0,class,Completeness,0.703703703703704
metaphlan,marine3,0,class,Purity,1
metaphlan,marine3,0,class,F1 score,0.826086956521739
metaphlan,marine3,0,class,Jaccard index,0.703703703703704
metaphlan,marine3,0,order,True positives,84
metaphlan,marine3,0,order,False negatives,23
metaphlan,marine3,0,order,False positives,0
metaphlan,marine3,0,order,Completeness,0.785046728971963
metaphlan,marine3,0,order,Purity,1
metaphlan,marine3,0,order,F1 score,0.879581151832461
metaphlan,marine3,0,order,Jaccard index,0.785046728971963
metaphlan,marine3,0,family,True positives,159
metaphlan,marine3,0,family,False negatives,36
metaphlan,marine3,0,family,False positives,0
metaphlan,marine3,0,family,Completeness,0.815384615384615
metaphlan,marine3,0,family,Purity,1
metaphlan,marine3,0,family,F1 score,0.898305084745763
metaphlan,marine3,0,family,Jaccard index,0.815384615384615
metaphlan,marine3,0,genus,True positives,314
metaphlan,marine3,0,genus,False negatives,49
metaphlan,marine3,0,genus,False positives,0
metaphlan,marine3,0,genus,Completeness,0.865013774104683
metaphlan,marine3,0,genus,Purity,1
metaphlan,marine3,0,genus,F1 score,0.927621861152142
metaphlan,marine3,0,genus,Jaccard index,0.865013774104683
metaphlan,marine3,0,species,True positives,459
metaphlan,marine3,0,species,False negatives,121
metaphlan,marine3,0,species,False positives,40
metaphlan,marine3,0,species,Completeness,0.791379310344828
metaphlan,marine3,0,species,Purity,0.919839679358718
metaphlan,marine3,0,species,F1 score,0.850787766450417
metaphlan,marine3,0,species,Jaccard index,0.740322580645161
metaphlan,marine3,0,kingdom,L1 norm error,0.00288430330077084
metaphlan,marine3,0,phylum,L1 norm error,0.0953438901039365
metaphlan,marine3,0,class,L1 norm error,0.121307531730701
metaphlan,marine3,0,order,L1 norm error,0.168638053199017
metaphlan,marine3,0,family,L1 norm error,0.220985610598232
metaphlan,marine3,0,genus,L1 norm error,0.251023022339493
metaphlan,marine3,0,species,L1 norm error,0.328249465184508
metaphlan,marine3,0,na,Weighted UniFrac error,0.00931275375845265
metaphlan,marine3,0,na,Unweighted UniFrac error,0.150817640074599
metaphlan,marine3,0,na,Weighted UniFrac (CAMI),1.18843187645665
metaphlan,marine3,0,na,Unweighted UniFrac (CAMI),789
metaphlan,marine3,0,phylum,Sum of abundances,1
metaphlan,marine3,0,class,Sum of abundances,1
metaphlan,marine3,0,order,Sum of abundances,1
metaphlan,marine3,0,family,Sum of abundances,1
metaphlan,marine3,0,genus,Sum of abundances,1
metaphlan,marine3,0,species,Sum of abundances,0.998805976600383
metaphlan,marine3,0,phylum,Taxon counts,28
metaphlan,marine3,0,class,Taxon counts,38
metaphlan,marine3,0,order,Taxon counts,84
metaphlan,marine3,0,family,Taxon counts,159
metaphlan,marine3,0,genus,Taxon counts,314
metaphlan,marine3,0,species,Taxon counts,499
kraken,marine3,0,kingdom,Bray-Curtis distance,0.00552192803463565
kraken,marine3,0,phylum,Bray-Curtis distance,0.106868345361041
kraken,marine3,0,class,Bray-Curtis distance,0.109477539591713
kraken,marine3,0,order,Bray-Curtis distance,0.149281214878114
kraken,marine3,0,family,Bray-Curtis distance,0.182722673429456
kraken,marine3,0,genus,Bray-Curtis distance,0.196629681558267
kraken,marine3,0,species,Bray-Curtis distance,0.24130747495448
kraken,marine3,0,phylum,Shannon diversity,1.72345173531472
kraken,marine3,0,phylum,Shannon equitability,0.44055255629206
kraken,marine3,0,class,Shannon diversity,2.1232881807601
kraken,marine3,0,class,Shannon equitability,0.484544791206664
kraken,marine3,0,order,Shannon diversity,3.2249516426963
kraken,marine3,0,order,Shannon equitability,0.637015526949639
kraken,marine3,0,family,Shannon diversity,3.90367570072992
kraken,marine3,0,family,Shannon equitability,0.69234305567216
kraken,marine3,0,genus,Shannon diversity,4.72873335033642
kraken,marine3,0,genus,Shannon equitability,0.714302274734934
kraken,marine3,0,species,Shannon diversity,5.87098100409631
kraken,marine3,0,species,Shannon equitability,0.724581102362404
kraken,marine3,0,kingdom,True positives,2
kraken,marine3,0,kingdom,False negatives,0
kraken,marine3,0,kingdom,False positives,0
kraken,marine3,0,kingdom,Completeness,1
kraken,marine3,0,kingdom,Purity,1
kraken,marine3,0,kingdom,F1 score,1
kraken,marine3,0,kingdom,Jaccard index,1
kraken,marine3,0,phylum,True positives,40
kraken,marine3,0,phylum,False negatives,0
kraken,marine3,0,phylum,False positives,10
kraken,marine3,0,phylum,Completeness,1
kraken,marine3,0,phylum,Purity,0.8
kraken,marine3,0,phylum,F1 score,0.888888888888889
kraken,marine3,0,phylum,Jaccard index,0.8
kraken,marine3,0,class,True positives,54
kraken,marine3,0,class,False negatives,0
kraken,marine3,0,class,False positives,26
kraken,marine3,0,class,Completeness,1
kraken,marine3,0,class,Purity,0.675
kraken,marine3,0,class,F1 score,0.805970149253731
kraken,marine3,0,class,Jaccard index,0.675
kraken,marine3,0,order,True positives,104
kraken,marine3,0,order,False negatives,3
kraken,marine3,0,order,False positives,54
kraken,marine3,0,order,Completeness,0.97196261682243
kraken,marine3,0,order,Purity,0.658227848101266
kraken,marine3,0,order,F1 score,0.784905660377358
kraken,marine3,0,order,Jaccard index,0.645962732919255
kraken,marine3,0,family,True positives,183
kraken,marine3,0,family,False negatives,12
kraken,marine3,0,family,False positives,98
kraken,marine3,0,family,Completeness,0.938461538461539
kraken,marine3,0,family,Purity,0.651245551601424
kraken,marine3,0,family,F1 score,0.76890756302521
kraken,marine3,0,family,Jaccard index,0.624573378839591
kraken,marine3,0,genus,True positives,345
kraken,marine3,0,genus,False negatives,18
kraken,marine3,0,genus,False positives,405
kraken,marine3,0,genus,Completeness,0.950413223140496
kraken,marine3,0,genus,Purity,0.46
kraken,marine3,0,genus,F1 score,0.619946091644205
kraken,marine3,0,genus,Jaccard index,0.44921875
kraken,marine3,0,species,True positives,574
kraken,marine3,0,species,False negatives,6
kraken,marine3,0,species,False positives,2729
kraken,marine3,0,species,Completeness,0.989655172413793
kraken,marine3,0,species,Purity,0.173781410838632
kraken,marine3,0,species,F1 score,0.295647695081123
kraken,marine3,0,species,Jaccard index,0.173466304019341
kraken,marine3,0,kingdom,L1 norm error,0.0110438560692713
kraken,marine3,0,phylum,L1 norm error,0.213737759405535
kraken,marine3,0,class,L1 norm error,0.218941941878676
kraken,marine3,0,order,L1 norm error,0.29849823883383
kraken,marine3,0,family,L1 norm error,0.365293687039967
kraken,marine3,0,genus,L1 norm error,0.392687170743198
kraken,marine3,0,species,L1 norm error,0.479849566245975
kraken,marine3,0,na,Weighted UniFrac error,0.0163055106303208
kraken,marine3,0,na,Unweighted UniFrac error,5.05782398786424
kraken,marine3,0,na,Weighted UniFrac (CAMI),1.94467132764962
kraken,marine3,0,na,Unweighted UniFrac (CAMI),22600.88142
kraken,marine3,0,phylum,Sum of abundances,1.00001
kraken,marine3,0,class,Sum of abundances,0.999880000000001
kraken,marine3,0,order,Sum of abundances,0.999570000000001
kraken,marine3,0,family,Sum of abundances,0.999170000000002
kraken,marine3,0,genus,Sum of abundances,0.997090000000006
kraken,marine3,0,species,Sum of abundances,0.988540000000029
kraken,marine3,0,phylum,Taxon counts,50
kraken,marine3,0,class,Taxon counts,80
kraken,marine3,0,order,Taxon counts,158
kraken,marine3,0,family,Taxon counts,281
kraken,marine3,0,genus,Taxon counts,750
kraken,marine3,0,species,Taxon counts,3303
sourmash,marine3,0,kingdom,Bray-Curtis distance,0.00511324190324872
sourmash,marine3,0,phylum,Bray-Curtis distance,0.10483526907776
sourmash,marine3,0,class,Bray-Curtis distance,0.112406521340663
sourmash,marine3,0,order,Bray-Curtis distance,0.151354129007477
sourmash,marine3,0,family,Bray-Curtis distance,0.186299249252436
sourmash,marine3,0,genus,Bray-Curtis distance,0.228592030953414
sourmash,marine3,0,species,Bray-Curtis distance,0.313597390895585
sourmash,marine3,0,phylum,Shannon diversity,1.71184721282194
sourmash,marine3,0,phylum,Shannon equitability,0.498501337042283
sourmash,marine3,0,class,Shannon diversity,2.11505430668555
sourmash,marine3,0,class,Shannon equitability,0.565875136833776
sourmash,marine3,0,order,Shannon diversity,3.16927642019179
sourmash,marine3,0,order,Shannon equitability,0.721199929420512
sourmash,marine3,0,family,Shannon diversity,3.84697129559942
sourmash,marine3,0,family,Shannon equitability,0.778480304037888
sourmash,marine3,0,genus,Shannon diversity,4.3956639069792
sourmash,marine3,0,genus,Shannon equitability,0.813608438239911
sourmash,marine3,0,species,Shannon diversity,4.63234303662828
sourmash,marine3,0,species,Shannon equitability,0.805709932854153
sourmash,marine3,0,kingdom,True positives,2
sourmash,marine3,0,kingdom,False negatives,0
sourmash,marine3,0,kingdom,False positives,0
sourmash,marine3,0,kingdom,Completeness,1
sourmash,marine3,0,kingdom,Purity,1
sourmash,marine3,0,kingdom,F1 score,1
sourmash,marine3,0,kingdom,Jaccard index,1
sourmash,marine3,0,phylum,True positives,31
sourmash,marine3,0,phylum,False negatives,9
sourmash,marine3,0,phylum,False positives,0
sourmash,marine3,0,phylum,Completeness,0.775
sourmash,marine3,0,phylum,Purity,1
sourmash,marine3,0,phylum,F1 score,0.873239436619718
sourmash,marine3,0,phylum,Jaccard index,0.775
sourmash,marine3,0,class,True positives,42
sourmash,marine3,0,class,False negatives,12
sourmash,marine3,0,class,False positives,0
sourmash,marine3,0,class,Completeness,0.777777777777778
sourmash,marine3,0,class,Purity,1
sourmash,marine3,0,class,F1 score,0.875
sourmash,marine3,0,class,Jaccard index,0.777777777777778
sourmash,marine3,0,order,True positives,81
sourmash,marine3,0,order,False negatives,26
sourmash,marine3,0,order,False positives,0
sourmash,marine3,0,order,Completeness,0.757009345794393
sourmash,marine3,0,order,Purity,1
sourmash,marine3,0,order,F1 score,0.861702127659575
sourmash,marine3,0,order,Jaccard index,0.757009345794393
sourmash,marine3,0,family,True positives,140
sourmash,marine3,0,family,False negatives,55
sourmash,marine3,0,family,False positives,0
sourmash,marine3,0,family,Completeness,0.717948717948718
sourmash,marine3,0,family,Purity,1
sourmash,marine3,0,family,F1 score,0.835820895522388
sourmash,marine3,0,family,Jaccard index,0.717948717948718
sourmash,marine3,0,genus,True positives,222
sourmash,marine3,0,genus,False negatives,141
sourmash,marine3,0,genus,False positives,0
sourmash,marine3,0,genus,Completeness,0.611570247933884
sourmash,marine3,0,genus,Purity,1
sourmash,marine3,0,genus,F1 score,0.758974358974359
sourmash,marine3,0,genus,Jaccard index,0.611570247933884
sourmash,marine3,0,species,True positives,302
sourmash,marine3,0,species,False negatives,278
sourmash,marine3,0,species,False positives,12
sourmash,marine3,0,species,Completeness,0.520689655172414
sourmash,marine3,0,species,Purity,0.961783439490446
sourmash,marine3,0,species,F1 score,0.675615212527964
sourmash,marine3,0,species,Jaccard index,0.510135135135135
sourmash,marine3,0,kingdom,L1 norm error,0.0102264838064974
sourmash,marine3,0,phylum,L1 norm error,0.20905836140178
sourmash,marine3,0,class,L1 norm error,0.22415665423554
sourmash,marine3,0,order,L1 norm error,0.300940618552094
sourmash,marine3,0,family,L1 norm error,0.371782589384058
sourmash,marine3,0,genus,L1 norm error,0.448173865066329
sourmash,marine3,0,species,L1 norm error,0.594232720266379
sourmash,marine3,0,na,Weighted UniFrac error,0.0174528289094112
sourmash,marine3,0,na,Unweighted UniFrac error,0.387172141283244
sourmash,marine3,0,na,Weighted UniFrac (CAMI),2.15857129271268
sourmash,marine3,0,na,Unweighted UniFrac (CAMI),1827.16350364964
sourmash,marine3,0,phylum,Sum of abundances,0.994160583941606
sourmash,marine3,0,class,Sum of abundances,0.994160583941606
sourmash,marine3,0,order,Sum of abundances,0.988321167883211
sourmash,marine3,0,family,Sum of abundances,0.995620437956203
sourmash,marine3,0,genus,Sum of abundances,0.960583941605838
sourmash,marine3,0,species,Sum of abundances,0.894890510948903
sourmash,marine3,0,phylum,Taxon counts,31
sourmash,marine3,0,class,Taxon counts,42
sourmash,marine3,0,order,Taxon counts,81
sourmash,marine3,0,family,Taxon counts,140
sourmash,marine3,0,genus,Taxon counts,222
sourmash,marine3,0,species,Taxon counts,314
metabuli,marine3,0,kingdom,Bray-Curtis distance,0.00733010634558889
metabuli,marine3,0,phylum,Bray-Curtis distance,0.162377562434131
metabuli,marine3,0,class,Bray-Curtis distance,0.167223625073213
metabuli,marine3,0,order,Bray-Curtis distance,0.23087244665269
metabuli,marine3,0,family,Bray-Curtis distance,0.264017562277025
metabuli,marine3,0,genus,Bray-Curtis distance,0.329005723362317
metabuli,marine3,0,species,Bray-Curtis distance,0.557014432669178
