rank,tool2,known,Bray-Curtis distance,Completeness,F1 score,False negatives,False positives,Jaccard index,L1 norm error,Purity,Shannon diversity,Shannon equitability,Sum of abundances,Taxon counts,True positives,Unweighted UniFrac (CAMI),Unweighted UniFrac error,Weighted UniFrac (CAMI),Weighted UniFrac error
species,Metabuli,30,0.643385691345863,0.41965827858396,0.0383033586597426,191.4,6702.4,0.0195315284522581,1.01514785054591,0.020088579170183,5.32926192500379,0.603505721847806,0.839727554951952,6839.8,137.4,,,,
species,Metabuli,40,0.663505679089607,0.440069043223047,0.035647286178296,164.4,6713,0.0181506574982534,0.943522773680703,0.0185956497003547,5.48596247526544,0.621246170040662,0.821446700525519,6840.2,127.2,,,,
species,Metabuli,50,0.678287666339279,0.439902476985161,0.0311109049374476,138.4,6729.4,0.0158138737815276,0.909935712607076,0.0161403516121357,5.43954272683815,0.615993714263411,0.816500198131914,6839.8,110.4,,,,
species,Metabuli,60,0.704416593564558,0.420072080802891,0.0250025307731713,121.2,6752.8,0.0126638443061639,0.908899683706381,0.0128929546915662,5.36694637970731,0.607761058075224,0.816517574816109,6841,88.2,,,,
species,Metabuli,70,0.820585550336698,0.419229456729457,0.0197436561276033,95.8,6770.8,0.00997455383683598,0.916538255554993,0.0101166944167279,5.57314410177517,0.631121247679625,0.792032597975417,6840,69.2,,,,
species,Metabuli,80,0.806550839650645,0.384374786989397,0.0138310784720973,78.6,6792.4,0.00696433706383838,0.836632951833118,0.00704614677071766,5.67146965855938,0.642249665138654,0.78874012102916,6840.6,48.2,,,,
species,Metabuli,90,0.908065170166933,0.289214403122382,0.00721612243593429,61,6815.8,0.00362163138555466,0.852708626043648,0.00365455616334604,5.83523189969112,0.660792272291969,0.775828289924037,6840.8,25,,,,
species,Metabuli,100,0.969662287470203,0.159179890519053,0.00203325524455755,37.2,6834,0.00101768751360933,0.840631533321686,0.00102322941345651,5.73789930578807,0.6497679196223,0.764553200560762,6841,7,,,,
species,sylph,0,0.0200552968599789,0.986635966201295,0.990080651986178,6.2,3,0.980395975715576,0.0401105937199579,0.993565878663612,5.24371511009103,0.86173366566925,1,443,440,,,,
species,sylph,10,0.0797730556304081,0.984027000415957,0.983723409548494,6.8,6.6,0.967985361075977,0.151444381865735,0.98344695439447,5.17250211785778,0.86231048224511,1,406,399.4,,,,
species,sylph,20,0.116882098366628,0.982344696965933,0.980117575561179,6.6,8.2,0.961063403489824,0.211425851235949,0.977913385540335,5.06991242989604,0.858056175393365,1,371.8,363.6,,,,
species,sylph,30,0.155999161827278,0.988607991204992,0.977303632003546,3.6,11.2,0.955705876378918,0.270513003669596,0.966261197042348,4.93971554550977,0.850354826171307,1,336.4,325.2,,,,
species,sylph,40,0.256697481935707,0.986608501754904,0.97057426174203,3.8,13.4,0.943003325443689,0.410118442756341,0.955123301398746,4.96601303567671,0.871519644127207,1,301.2,287.8,,,,
species,sylph,50,0.315291956106918,0.985640074041632,0.958449978882613,3.8,17.6,0.920298442987048,0.479203467665844,0.932815955166186,4.76184127300681,0.855997571520422,1,262.6,245,,,,
species,sylph,60,0.363074221236508,0.987233850980648,0.95169712255848,2.8,18.2,0.908007983553417,0.534027980164631,0.918737136230111,4.60815969946112,0.851544570796887,1,224.8,206.6,,,,
species,sylph,70,0.512220605949285,0.99475975975976,0.933330458910418,0.8,22.4,0.875068566119927,0.676635226552836,0.879165506565924,4.55632899158363,0.872413826573052,1,186.6,164.2,,,,
species,sylph,80,0.613820687250731,0.981480377644192,0.895957767912628,2.2,26.4,0.81165541045411,0.767043737419975,0.824168148731345,4.37349105780866,0.873187246237894,1,151,124.6,,,,
species,sylph,90,0.725930767935566,0.983116531165312,0.853726860160819,1.4,27.6,0.744825422203713,0.843261017263218,0.754579515311353,4.146026283612,0.879509781695216,1,112.2,84.6,,,,
species,sylph,100,0.817396606880992,0.985448291545853,0.728104584559109,0.6,32.2,0.572750845305399,0.899882426572848,0.577727193977194,3.48310567152252,0.80707833518747,1,75.8,43.6,,,,
genus,SingleM,0,0.0477294098933661,0.99355157825133,0.995713097745971,2,0.6,0.991480118218086,0.0933244658369136,0.997892469089547,4.53497248035377,0.791187148750425,0.955148993501099,309.4,308.8,,,,
genus,SingleM,10,0.0571072753610808,0.979947532677289,0.977722336168753,6,7.4,0.956523711598006,0.108973601176804,0.975559830859181,4.42577856380103,0.775063869175221,0.93294359486324,304,296.6,,,,
genus,SingleM,20,0.066231233674017,0.978260181372831,0.973533469622635,6.8,9.4,0.948470512943435,0.125335002502524,0.968928769554266,4.43507738844794,0.773657853847762,0.917157881167617,310.6,301.2,,,,
genus,SingleM,30,0.0796260347872336,0.965592555369671,0.954780723310244,11.2,18.4,0.913514709775456,0.14773107907929,0.944233157196826,4.38671084081031,0.757361353296848,0.895087107515763,330.2,311.8,,,,
genus,SingleM,40,0.0829875576066654,0.96185921974834,0.948921328415643,12.4,20.8,0.902996063280901,0.152345202435846,0.93651418432218,4.34372579037682,0.750716295082605,0.882146139758679,328.2,307.4,,,,
genus,SingleM,50,0.10338851681555,0.952655348458085,0.937148235216861,15.6,26.8,0.881873866602037,0.182124574586853,0.922312209554615,4.24243417523536,0.730220451973244,0.858213008661315,336.4,309.6,,,,
genus,SingleM,60,0.102882351697218,0.957798371582859,0.929353558558664,14.2,33.6,0.868122440094637,0.182301694713565,0.90282088381257,4.27623780919895,0.732136435470984,0.856484046207048,346.2,312.6,,,,
genus,SingleM,70,0.154935729810248,0.946149657403197,0.901909670346469,18,50,0.821592984830338,0.262449714717497,0.861908040765187,4.12268036346171,0.701767682125341,0.799989547153881,358,308,,,,
genus,SingleM,80,0.142085450723863,0.928695881945896,0.893776028689363,23.4,47.8,0.808369625211386,0.233486440287085,0.861808744008287,4.08391813868315,0.699433299012203,0.796271189207795,345.6,297.8,,,,
genus,SingleM,90,0.159596717845468,0.920040056375355,0.877946373745353,25.2,55.4,0.782645090175863,0.261920861662176,0.839728774136346,3.99964443996145,0.684562262411461,0.780060031933144,347,291.6,,,,
genus,SingleM,100,0.155846789217134,0.923488480837352,0.886382829833869,25,51,0.796060721960241,0.260298871958501,0.852733190223245,4.00274776356009,0.684397361723,0.784148744805764,348.6,297.6,,,,
genus,MetaPhlAn,0,0.147822299705821,0.844542592806997,0.915657143252377,48,0,0.844542592806997,0.295644599411642,1,4.57071709548454,0.821067713896946,1,262.8,262.8,,,,
genus,MetaPhlAn,10,0.195982908947242,0.795289943363529,0.885858393570436,62.4,0,0.795289943363529,0.387574138610595,1,4.51931124669279,0.825207298219856,1,240.2,240.2,,,,
genus,MetaPhlAn,20,0.280566829665449,0.760233322759722,0.86360188369468,73.4,0,0.760233322759722,0.554293977336091,1,4.53404191390778,0.832242402411069,1,234.6,234.6,,,,
genus,MetaPhlAn,30,0.342002776140923,0.687398903015748,0.813772324729235,101.4,0.6,0.686111925879688,0.671542520452116,0.997320713620575,4.4453441182104,0.823643239878168,1,222.2,221.6,,,,
genus,MetaPhlAn,40,0.411702681441117,0.641765918578839,0.780634322920344,114.2,0.8,0.640265856803685,0.804203196122593,0.996445230186792,4.50087715473705,0.845579739408123,1,206.4,205.6,,,,
genus,MetaPhlAn,50,0.45441818852561,0.57509072635947,0.729799081974941,138.4,0.2,0.574672670320053,0.867045454891268,0.998816568047337,4.17608514628026,0.799193876198542,1,187,186.8,,,,
genus,MetaPhlAn,60,0.487309078407638,0.53575985990521,0.697031753942468,152.6,0.2,0.535521238295918,0.936117561708169,0.999024390243902,4.1462448893068,0.803688324454667,1,174.4,174.2,,,,
genus,MetaPhlAn,70,0.617796353124849,0.469370942785225,0.637249038651254,173.2,0.8,0.468144603586646,1.17390977253853,0.994457338050345,4.19949142277924,0.834966838050962,1,153.6,152.8,,,,
genus,MetaPhlAn,80,0.644732024078665,0.394932726815335,0.565133704792875,194.2,0.6,0.394167088930965,1.19092210505541,0.994747899159664,3.95638669685166,0.816586663233403,1,127.6,127,,,,
genus,MetaPhlAn,90,0.732760880097232,0.336325085697717,0.501504728489418,210.8,1.2,0.335023291638317,1.36484876410738,0.9884,3.81034426983879,0.815861515469087,1,107.2,106,,,,
genus,MetaPhlAn,100,0.776519924304401,0.278323508582977,0.434802049920742,233.4,0.4,0.277939171883879,1.46682657240718,0.995421245421245,3.49770690661658,0.779574997022221,1,89.6,89.2,,,,
genus,Kraken2,0,0.201858774544794,0.962587065319635,0.556158244137112,11.8,465.4,0.385958798705042,0.403142290300073,0.39208644328822,4.63503629727086,0.69833131165053,0.997142000000005,764.4,299,,,,
genus,Kraken2,10,0.236736638033996,0.960604693967886,0.391870292226086,12,904.6,0.245174975894492,0.467542501043828,0.247731019920465,4.5985804992605,0.649961756209815,0.994836000000011,1195.2,290.6,,,,
genus,Kraken2,20,0.278115407152792,0.944664704546195,0.316649649204389,17,1254,0.189423589003993,0.54762558614871,0.191633649315625,4.59190241158299,0.625650063514845,0.993660000000013,1545,291,,,,
genus,Kraken2,30,0.267698641133683,0.948389470996608,0.256642547728685,16.4,1750.4,0.147291526992192,0.523612018336812,0.148467121404041,4.81187596709168,0.630766676696468,0.992490000000019,2057,306.6,,,,
genus,Kraken2,40,0.31483097383316,0.942788231620991,0.193090774310874,18.6,2556.2,0.107205480019852,0.612625803478787,0.10797212602071,4.9972157591484,0.628871239452892,0.992198000000026,2857.4,301.2,,,,
genus,Kraken2,50,0.352183041329402,0.936343415695638,0.169268466902224,21,2964.4,0.0925021033006391,0.66827227385287,0.0930865622104024,4.83542571767281,0.597780800023479,0.991406000000042,3268.6,304.2,,,,
genus,Kraken2,60,0.370683686514889,0.943839302453772,0.155346781856542,18.6,3361.8,0.0843144359899853,0.708122285824339,0.0847575809759338,4.96853058950603,0.60543462477304,0.991290000000043,3670,308.2,,,,
genus,Kraken2,70,0.425159775198527,0.932812941420328,0.131125523171677,21.8,4022,0.0702133800885465,0.804590648617616,0.0705723078364644,5.14097241736924,0.614174432517484,0.991552000000052,4326.2,304.2,,,,
genus,Kraken2,80,0.444447110697362,0.925520139407742,0.108965731695017,24,4864.2,0.057690985399135,0.817275775443348,0.0579634253547448,5.38759611429929,0.63026107631907,0.992456000000062,5161.4,297.2,,,,
genus,Kraken2,90,0.475240525262137,0.927657893066069,0.0983088093591422,22.6,5388.2,0.0517348410036738,0.881611262651571,0.0519431299984172,5.54499612697145,0.641471616307844,0.993216000000065,5682.4,294.2,,,,
genus,Kraken2,100,0.480571298259143,0.929094889031095,0.0970664432659265,22.6,5563.4,0.0510652356891088,0.904163870741927,0.0512644497664303,5.41774477694738,0.624351016465161,0.993124000000065,5863.4,300,,,,
genus,sourmash,0,0.235783857238503,0.689999187691422,0.813398268291618,97.6,0.6,0.688419025610531,0.467474707780906,0.997150997150997,4.41110008087257,0.822258446547312,0.981918851228598,213.8,213.2,,,,
genus,sourmash,10,0.27940411800831,0.642036918034568,0.780379353186867,110.4,0,0.642036918034568,0.550069294344839,1,4.30144900375771,0.818261888189821,0.988588734399353,192.2,192.2,,,,
genus,sourmash,20,0.324169844626074,0.574219585579411,0.728466800128991,132.8,0,0.574219585579411,0.632548122965851,1,4.24762830363552,0.822487353516198,0.975828331377749,175.2,175.2,,,,
genus,sourmash,30,0.332386240117153,0.553874336039937,0.711931789667327,145.4,0.2,0.553515708066955,0.648045328954674,0.998780487804878,4.34714139166416,0.839303725136944,0.987108544562449,177.8,177.6,,,,
genus,sourmash,40,0.411594863617471,0.485659801104985,0.65249859635702,165,0.6,0.484629777547269,0.792580904763574,0.995714285714286,4.23350300477006,0.839743616280102,0.972743839971299,155.4,154.8,,,,
genus,sourmash,50,0.453607153227384,0.431288857291826,0.601848700500067,186.4,0,0.431288857291826,0.850452026011894,1,3.85510639248068,0.781617849029868,0.969101451655567,138.8,138.8,,,,
genus,sourmash,60,0.476261902782947,0.387328536380511,0.555875899863158,202,0.2,0.387057533670484,0.899450903739336,0.998230088495575,3.98363023442852,0.825212599534551,0.970516822456872,125,124.8,,,,
genus,sourmash,70,0.579294904921098,0.308053045266651,0.470450301997821,226,0,0.308053045266651,1.07918345228435,1,3.6865659129327,0.800293664829538,0.964289111231983,100,100,,,,
genus,sourmash,80,0.611197638693375,0.275419105652352,0.43075807139027,233.2,0.2,0.275249638063028,1.10160457917314,0.997260273972603,3.79482596429506,0.847361493576423,0.956532505071216,88.2,88,,,,
genus,sourmash,90,0.673913762968702,0.214166112865148,0.351499102561741,249.4,0.4,0.213881919827816,1.20055750780515,0.993366228070175,3.42334698186451,0.812398774747646,0.920588001096016,67.8,67.4,,,,
genus,sourmash,100,0.714558465217882,0.147483353779889,0.256395987119207,275.8,0.2,0.147360555995262,1.27665519995335,0.996,2.90209493641442,0.753297255907999,0.898892761841656,47,46.8,,,,
genus,Metabuli,0,0.377209221370921,0.664330480468838,0.163226215537815,104.2,2011.4,0.088938888706564,0.729162553673729,0.0931469792605951,4.59224808780498,0.596058256839295,0.933390230352726,2218,206.6,,,,
genus,Metabuli,10,0.379979599818708,0.658572354837776,0.157511970002446,103.8,2019.2,0.0855663841657043,0.727874126233529,0.0896302975653742,4.49566739377997,0.583522409684664,0.936636881550341,2218,198.8,,,,
genus,Metabuli,20,0.429684051001728,0.640910903843109,0.156320346719739,110.2,2020.2,0.0849098413667469,0.816055188500555,0.0891794409377818,4.57877966917392,0.594310101692162,0.925828761204442,2218,197.8,,,,
genus,Metabuli,30,0.413336895060227,0.620195935154832,0.156892437237716,123.4,2018.4,0.0851777387573651,0.781023364061172,0.0899909828674482,4.69355246237582,0.609207221738915,0.926910396366211,2218,199.6,,,,
genus,Metabuli,40,0.443806098691587,0.612795083357474,0.153593679189475,124.6,2022.8,0.0832452352454608,0.830695549896766,0.0880072137060415,4.78422987975343,0.620976843567561,0.918231897605919,2218,195.2,,,,
genus,Metabuli,50,0.478840196059254,0.605877610120103,0.154724283161166,128,2020.8,0.083984356816312,0.870255684676245,0.0889089269612263,4.68327999875076,0.607873890733114,0.910948226206558,2218,197.2,,,,
genus,Metabuli,60,0.503896231048543,0.556831880380871,0.142206882267302,145.6,2036.8,0.0765984077274217,0.917982128851659,0.0816952209197475,4.74926246982263,0.616438192124734,0.903626474019101,2218,181.2,,,,
genus,Metabuli,70,0.527323094107444,0.564885871005232,0.144287449958121,142.2,2034.2,0.0778096570767397,0.948039661797793,0.0828674481514878,4.81607698143189,0.625110489561613,0.896588305752759,2218,183.8,,,,
genus,Metabuli,80,0.526894176155598,0.534954781395509,0.134938492877517,149.6,2046.4,0.0724169814188429,0.912327524442201,0.0773669972948602,4.97495433434432,0.645732232162956,0.886257947815113,2218,171.6,,,,
genus,Metabuli,90,0.583596405693734,0.527764742194,0.131959957128153,149.2,2050.4,0.0707363112905325,1.00980060456893,0.0755635707844905,5.10704691613235,0.662877402139956,0.870096662377615,2218,167.6,,,,
genus,Metabuli,100,0.574200104023952,0.491568380404188,0.124455605563166,164.2,2059.6,0.0664224955726497,1.01391522252016,0.0714156898106402,4.90701823117666,0.636914355938431,0.876092720898731,2218,158.4,,,,
genus,sylph,0,0.0120218684588272,1,1,0,0,1,0.0240437369176544,1,4.79575326848898,0.836070894176695,1,310.8,310.8,,,,
genus,sylph,10,0.0881090786444562,0.909541937240081,0.952605166660554,27.4,0,0.909541937240081,0.174397209048344,1,4.69261572094636,0.836272485240054,1,275.2,275.2,,,,
genus,sylph,20,0.149128860142466,0.849184595431644,0.918402487137971,46.4,0,0.849184595431644,0.294676311617689,1,4.67002835741186,0.839999974538078,1,261.6,261.6,,,,
genus,sylph,30,0.214344004024958,0.771082536341015,0.870736685437856,74,0,0.771082536341015,0.420755443497333,1,4.5922287223736,0.833378147320584,1,249,249,,,,
genus,sylph,40,0.328141710707942,0.68525325512745,0.813181414979911,100.4,0,0.68525325512745,0.641027381804905,1,4.59154255129254,0.852960474592869,1,219.4,219.4,,,,
genus,sylph,50,0.378246719147867,0.621035690195044,0.766168833444416,123.6,0,0.621035690195044,0.721322775127228,1,4.41335143490642,0.832517070601092,1,201.6,201.6,,,,
genus,sylph,60,0.448278357257524,0.54358043166553,0.704025311466931,150,0,0.54358043166553,0.860798441621006,1,4.35705767792668,0.842252936931704,1,176.8,176.8,,,,
genus,sylph,70,0.571616379567926,0.448424234449757,0.618885253201547,179.8,0,0.448424234449757,1.08622789046521,1,4.27261707810869,0.857942006552011,1,146.2,146.2,,,,
genus,sylph,80,0.624373950544789,0.377921237672644,0.5481879789496,199.6,0,0.377921237672644,1.15315537874076,1,4.06608253744609,0.848130311499017,1,121.6,121.6,,,,
genus,sylph,90,0.729074476864421,0.289878885176818,0.449454303057835,225,0,0.289878885176818,1.35807898945854,1,3.9001192116093,0.863816535878588,1,91.8,91.8,,,,
genus,sylph,100,0.758514657785494,0.203028492425667,0.33736408739255,257.2,0,0.203028492425667,1.43237260974162,1,3.29163191402683,0.789891980405187,1,65.4,65.4,,,,
family,SingleM,0,0.0318094014547218,0.996129032258064,0.998045602605863,0.6,0,0.996129032258064,0.0629366110635686,1,3.99000048585698,0.779289055175385,0.978411964220904,168,168,,,,
family,SingleM,10,0.0336133896530381,0.993151714478616,0.994211755668408,1.2,0.8,0.988511112531798,0.0662038358896166,0.995289611057366,4.00384061740728,0.778351584187811,0.972467947964568,172.4,171.6,,,,
family,SingleM,20,0.0362889756726383,0.985056254500265,0.987093094224316,2.6,2,0.974622411361361,0.0712246215800945,0.989186910411359,4.06795236771617,0.78922014192741,0.966713314743616,174.6,172.6,,,,
family,SingleM,30,0.0405144287369903,0.983810850099696,0.985970450963612,3,2.2,0.972361192295148,0.0793110179129396,0.988178946941095,4.04970490672569,0.776650080094702,0.962614947407235,184.2,182,,,,
family,SingleM,40,0.0438614064119788,0.984101254609839,0.981671705085547,3.2,4,0.964116092953445,0.0853213054973717,0.979311429736317,4.08044261394643,0.775434380527331,0.958329647064177,194.2,190.2,,,,
family,SingleM,50,0.0548915045423626,0.968400821636116,0.967508647952955,6.2,6.6,0.937159025914031,0.105917800659714,0.966814729531062,4.04400894627325,0.76680576857356,0.940593241064966,195.4,188.8,,,,
family,SingleM,60,0.0477675032041996,0.981146451229695,0.977220569765828,3.8,5.4,0.955526924913951,0.0921831981591275,0.973546448792866,4.11607009133688,0.775062911485533,0.946022069166972,203,197.6,,,,
family,SingleM,70,0.0550787367136574,0.977848240476952,0.970662250077134,4.6,7.6,0.943086631948055,0.105105216540892,0.963660175157929,4.10194533953178,0.769485780818034,0.93064049003422,207,199.4,,,,
family,SingleM,80,0.0570522742592163,0.967132039831807,0.961971321640307,7,9.4,0.926968488741441,0.107163929785084,0.956891684351008,4.1307048705652,0.772195621722774,0.922837881309955,211.6,202.2,,,,
family,SingleM,90,0.0758994462813642,0.96248365672889,0.960349467311835,8,8.4,0.923862615891022,0.143706572576172,0.958455640809806,4.05289935395057,0.762272140825171,0.921712268157762,204.6,196.2,,,,
family,SingleM,100,0.066932102319727,0.955050815483439,0.964241226686177,9.4,5.6,0.931068845634073,0.12795410632539,0.973736857305562,4.08730046599841,0.768282561169011,0.926677378320315,205.2,199.6,,,,
family,MetaPhlAn,0,0.127785864196631,0.809682039610638,0.894798515853566,32,0,0.809682039610638,0.255571728393262,1,3.90938337072099,0.795770118621259,1,136.6,136.6,,,,
family,MetaPhlAn,10,0.173705466792873,0.746687404853575,0.854217456366542,44.4,0,0.746687404853575,0.346925579834365,1,3.89975598351259,0.803669948028068,1,128.4,128.4,,,,
family,MetaPhlAn,20,0.245692580604624,0.709882829902569,0.829945395200621,50.8,0,0.709882829902569,0.490456765468936,1,3.92120558758453,0.814346961671605,1,124.4,124.4,,,,
family,MetaPhlAn,30,0.287526831195538,0.644841502159089,0.784042105325803,65.8,0,0.644841502159089,0.573794831759895,1,3.80623669440035,0.796320170888355,1,119.2,119.2,,,,
family,MetaPhlAn,40,0.342992878423134,0.626471209643601,0.770088045611724,72.2,0,0.626471209643601,0.681729238199535,1,3.870369795271,0.807782627797128,1,121.2,121.2,,,,
family,MetaPhlAn,50,0.404979304722508,0.546651198062963,0.706838544860026,88.4,0,0.546651198062963,0.805856708543606,1,3.60166270378265,0.771496521207094,1,106.6,106.6,,,,
family,MetaPhlAn,60,0.411498085038181,0.523046209626431,0.686062142645302,96.4,0,0.523046209626431,0.816199156750918,1,3.68376475644876,0.791984136212776,1,105,105,,,,
family,MetaPhlAn,70,0.518768627262598,0.466097847375544,0.635511624408735,109,0,0.466097847375544,1.02596524018173,1,3.67520757559451,0.807033800167601,1,95,95,,,,
family,MetaPhlAn,80,0.559386932168972,0.402628910959443,0.573253281988491,124.8,0,0.402628910959443,1.09685117450994,1,3.59125587257615,0.810859353272838,1,84.4,84.4,,,,
family,MetaPhlAn,90,0.611483176140655,0.34119543693889,0.507809967238499,135.2,0,0.34119543693889,1.2068761642752,1,3.39321118138581,0.801889554147241,1,69,69,,,,
family,MetaPhlAn,100,0.640595137634267,0.297897183020115,0.458663384303474,147,0,0.297897183020115,1.27148922274485,1,3.07893059281254,0.746861012963766,1,62,62,,,,
family,Kraken2,0,0.180655706517099,0.949282079376952,0.709637119431774,8.6,121.8,0.550899555233271,0.361175542245023,0.568042924991871,3.87460796129271,0.687003282594271,0.999246000000002,281.8,160,,,,
family,Kraken2,10,0.216162377716404,0.939552523573877,0.534735726922563,10.6,277.8,0.36708597691414,0.431555094753155,0.376375319041154,3.88670144394749,0.640065603152016,0.998800000000005,440,162.2,,,,
family,Kraken2,20,0.242858757067837,0.929106958472093,0.445398268603932,12.4,396.4,0.288340230343341,0.48441984916605,0.295007629743881,3.89853849524126,0.616400588520578,0.998684000000006,559.2,162.8,,,,
family,Kraken2,30,0.225324037339258,0.921616899743199,0.400492408555546,14.4,496.4,0.250651018054914,0.449317814474493,0.25611782895819,3.9622308269885,0.609474037101418,0.998558000000008,667,170.6,,,,
family,Kraken2,40,0.253069361884617,0.926129618033267,0.340644717438875,14.8,688.2,0.206217470829757,0.502739645514704,0.209846755335419,4.07100924569586,0.602627701201122,0.998530000000011,866.8,178.6,,,,
family,Kraken2,50,0.308446306520962,0.909016139604375,0.299849565494868,17.8,811.4,0.176400997833993,0.613222735248038,0.179551096342079,3.96392970359151,0.574991072379983,0.998548000000013,988.6,177.2,,,,
family,Kraken2,60,0.30787346254342,0.924235094195806,0.286130560934014,15.6,916.4,0.167159118891546,0.61015290965372,0.169595791652865,4.09505513163191,0.584593431635261,0.998648000000014,1102.2,185.8,,,,
family,Kraken2,70,0.337135614501464,0.906165171168638,0.26278223604373,19.2,1021.4,0.151380395186214,0.666183245634926,0.153843047326616,4.13803227202208,0.583406553080145,0.998606000000015,1206.2,184.8,,,,
family,Kraken2,80,0.356698586592424,0.904150826576204,0.243308049740652,20.2,1155,0.13868357799416,0.698516088151029,0.140794324090584,4.34144322018031,0.602683768667352,0.998630000000016,1344,189,,,,
family,Kraken2,90,0.370468724835818,0.889155794641487,0.222978390024306,22.8,1243,0.125587828818788,0.730775685723404,0.127594673820504,4.27499033260261,0.58886637160722,0.998752000000015,1424.4,181.4,,,,
family,Kraken2,100,0.358063722156653,0.889608146078595,0.224408862556318,23,1262.2,0.126529222005591,0.710331866240707,0.128551521285041,4.19535389434093,0.5764482152466,0.998726000000016,1448.2,186,,,,
family,sourmash,0,0.195994411215372,0.752278703527134,0.857684444856751,42,0,0.752278703527134,0.39054672696081,1,3.80967752282006,0.787217434939043,0.992600382821557,126.6,126.6,,,,
family,sourmash,10,0.242913567380075,0.690297671872141,0.814358715870101,54.6,0,0.690297671872141,0.484495251374947,1,3.77697888447667,0.791958435543818,0.996445594665916,118.2,118.2,,,,
family,sourmash,20,0.279122828501459,0.60721955808759,0.754104687542121,69.8,0,0.60721955808759,0.554435702099912,1,3.75615561573621,0.806447094854059,0.989642872158088,105.4,105.4,,,,
family,sourmash,30,0.284706856808561,0.588087291552798,0.740474978195277,76.2,0,0.588087291552798,0.567105554643899,1,3.76190928770502,0.802568656309949,0.996564868674547,108.8,108.8,,,,
family,sourmash,40,0.342400391198859,0.533932002421515,0.696034304495651,90.4,0,0.533932002421515,0.678414612759428,1,3.68664366310062,0.796252958110802,0.992969979762572,103,103,,,,
family,sourmash,50,0.399785083085183,0.463992294815824,0.633257761378625,104.8,0,0.463992294815824,0.789469762485764,1,3.41856788037281,0.759252941947995,0.985591559185766,90.2,90.2,,,,
family,sourmash,60,0.401177499629609,0.420686690586186,0.591053171309867,117.2,0,0.420686690586186,0.788247998505007,1,3.55980391117706,0.80316644256245,0.981908912809803,84.2,84.2,,,,
family,sourmash,70,0.498035396666788,0.328152638524807,0.493741670645745,137,0,0.328152638524807,0.973258578380967,1,3.31479807357004,0.788143978182879,0.976814498983253,67,67,,,,
family,sourmash,80,0.512018917901539,0.306320238081357,0.468460463367477,145.2,0,0.306320238081357,0.994802387967628,1,3.53842120388893,0.851064119792907,0.984083850609714,64,64,,,,
family,sourmash,90,0.55719989768434,0.249936665170813,0.398775029856906,153.6,0.2,0.249717185094727,1.08052249059282,0.995652173913043,3.25514480410782,0.828748110140629,0.966389812204088,50.8,50.6,,,,
family,sourmash,100,0.598717060772151,0.188122127500378,0.31630573605067,170,0,0.188122127500378,1.16523053416808,1,2.89712066849929,0.790555746248358,0.960747531249438,39,39,,,,
family,Metabuli,0,0.285669102058302,0.771794210733768,0.324032236059208,38.6,503,0.193487318825262,0.557655555243723,0.205371248025276,3.70128916819008,0.573801432448047,0.952248610670449,633,130,,,,
family,Metabuli,10,0.301562791790992,0.762345832860977,0.325694437109536,41.4,501.6,0.194745117890852,0.58872824074044,0.207582938388626,3.68028867244458,0.570545779081524,0.954638518927423,633,131.4,,,,
family,Metabuli,20,0.324763564291735,0.727492165935145,0.315082253460316,47.6,505.4,0.187375378654426,0.63146348629579,0.201579778830964,3.7137648731257,0.575735509208215,0.949013263285071,633,127.6,,,,
family,Metabuli,30,0.308554338630389,0.743191872777675,0.335340962057732,47.8,495.8,0.201495820507281,0.600059405831635,0.216745655608215,3.76086052046576,0.583036627461292,0.949649329630103,633,137.2,,,,
family,Metabuli,40,0.320725169030382,0.747604750838357,0.347017634916668,49.8,489.4,0.210087214620505,0.619748038217997,0.226856240126382,3.82007290964211,0.59221617333954,0.944414717969543,633,143.6,,,,
family,Metabuli,50,0.371982492546662,0.716868095632802,0.337334004773277,55.2,493.2,0.203120169816286,0.717319435441294,0.22085308056872,3.76078417890883,0.583024792424165,0.939004973567095,633,139.8,,,,
family,Metabuli,60,0.376621732091886,0.703306257858226,0.337817702077796,60.4,492,0.203364337230268,0.720889475758522,0.222748815165877,3.84739528653725,0.596451891838665,0.930584669988099,633,141,,,,
family,Metabuli,70,0.380454481840552,0.68922269123867,0.335228087025063,63.6,492.6,0.201477644471924,0.72537727556409,0.221800947867299,3.89762538521447,0.604238936099,0.929060332416265,633,140.4,,,,
family,Metabuli,80,0.392322688048427,0.680157457064508,0.33653121595347,67.2,491,0.202643960768448,0.735714735750777,0.22432859399684,4.05530430299859,0.628683497110057,0.917020206765595,633,142,,,,
family,Metabuli,90,0.405681453542185,0.672255327861095,0.326591055792556,67.2,496,0.195428809584708,0.763782094525249,0.216429699842022,4.0227428462959,0.623635577412464,0.909864711054573,633,137,,,,
family,Metabuli,100,0.395798599085878,0.664477644848803,0.32922990951694,70.2,494.2,0.197254412445827,0.752583341286426,0.219273301737757,3.92478987656855,0.608450178004835,0.91667363924204,633,138.8,,,,
family,sylph,0,0.00905891791430938,1,1,0,0,1,0.0181178358286188,1,4.11721844253961,0.803509189409521,1,168.6,168.6,,,,
family,sylph,10,0.0832300998873753,0.889971791368496,0.941629484038456,19.2,0,0.889971791368496,0.166211525075493,1,4.06836307188759,0.808835784742157,1,153.6,153.6,,,,
family,sylph,20,0.136273974977014,0.822773218287748,0.902564605545358,31.2,0,0.822773218287748,0.272010101125052,1,4.06231545034034,0.818329650238463,1,144,144,,,,
