tool	community	skew	rank	Bray-Curtis distance	Completeness	F1 score	False negatives	False positives	Jaccard index	L1 norm error	Purity	Shannon diversity	Shannon equitability	Sum of abundances	Taxon counts	True positives
sylph	sample0	high_skew	family	0.0419924198557858	0.838709677419355	0.912280701754386	5	0	0.838709677419355	0.083715946755824	1	2.48649109073006	0.763172932942009	1	26	26
sylph	sample0	low_skew	family	0.616122272830963	0.515151515151515	0.68	16	0	0.515151515151515	1.18507434149233	1	2.17600413957655	0.768033986618614	1	17	17
sylph	sample4	high_skew	family	0.124679300291545	0.857142857142857	0.923076923076923	3	0	0.857142857142857	0.24935860058309	1	2.76447863736019	0.956443969467926	1	18	18
sylph	sample4	low_skew	family	0.565217391304348	0.476190476190476	0.645161290322581	11	0	0.476190476190476	1.04	1	2.30222292396144	0.999842711987622	1	10	10
sylph	sample5	high_skew	family	0.0101673643156693	0.833333333333333	0.909090909090909	2	0	0.833333333333333	0.0203347286313386	1	0.895887052899079	0.389078803482637	1	10	10
sylph	sample5	low_skew	family	0.969632195769146	0.5	0.666666666666667	5	0	0.5	1.92437097717964	1	0.693710599085279	0.431026629685961	1	5	5
SingleM	sample0	high_skew	genus	0.0364234859551119	1	0.986301369863014	0	1	0.972972972972973	0.0693091728540947	0.972972972972973	2.51543337244652	0.696618819175678	0.928742114318486	37	36
SingleM	sample0	low_skew	genus	0.207273962001985	0.96	0.827586206896552	1	9	0.705882352941177	0.297057025326895	0.727272727272727	2.23848749922193	0.640206680486365	0.801126516464472	33	24
SingleM	sample4	high_skew	genus	0.0834345397133835	1	0.979591836734694	0	1	0.96	0.153949579831933	0.96	2.90502225496864	0.902495906342579	0.88515406162465	25	24
SingleM	sample4	low_skew	genus	0.172934713712233	1	0.82051282051282	0	7	0.695652173913044	0.214571272528673	0.695652173913044	2.12442270313873	0.677539984716316	0.600764609503004	23	16
SingleM	sample5	high_skew	genus	0.00759550283337484	0.818181818181818	0.9	2	0	0.818181818181818	0.0151478121035873	1	0.885611081553144	0.403058972982546	0.994678982346225	9	9
SingleM	sample5	low_skew	genus	0.747204069876098	0.714285714285714	0.263157894736842	2	26	0.151515151515152	0.703847094417449	0.161290322580645	1.32563512838716	0.386033799618049	0.764092583079495	31	5
SingleM dev	sample0	high_skew	genus	0.328471336476045	0.277777777777778	0.434782608695652	26	0	0.277777777777778	0.481716401688411	1	1.0500254016013	0.45602023777369	0.4924118720584	10	10
SingleM dev	sample0	low_skew	genus	0.718976284510126	0.12	0.214285714285714	22	0	0.12	0.528707743102574	1	0.290026416853716	0.263993421378279	0.103327062085355	3	3
SingleM dev	sample4	high_skew	genus	0.932969674556213	0.208333333333333	0.344827586206897	19	0	0.208333333333333	0.926709714449706	1	0.160680161801553	0.0998361978179959	0.0332902855502942	5	5
SingleM dev	sample4	low_skew	genus	0.977090896274627	0.125	0.222222222222222	14	0	0.125	0.632584141471763	1	0.0387158502497997	0.0558551651591857	0.00741585852823731	2	2
SingleM dev	sample5	high_skew	genus	0.811186656659262	0.272727272727273	0.4	8	1	0.25	0.896730520006569	0.75	0.342566321402016	0.247109366531132	0.105820926021181	4	3
SingleM dev	sample5	low_skew	genus	0.985585068363151	0.142857142857143	0.25	6	0	0.142857142857143	0.176590417603771	1	0.00859034251735975	0	0.00129138461975109	1	1
SingleM inject	sample0	high_skew	genus	0.0412312155137377	1	0.986301369863014	0	1	0.972972972972973	0.0788542199650312	0.972972972972973	2.54017871260972	0.70347174155216	0.938360091743119	37	36
SingleM inject	sample0	low_skew	genus	0.205017261432536	0.96	0.842105263157895	1	8	0.727272727272727	0.293597775681922	0.75	2.2332435850036	0.644377889036357	0.800028883647041	32	24
SingleM inject	sample4	high_skew	genus	0.0835736795127905	1	0.979591836734694	0	1	0.96	0.15424008964841	0.96	2.90708151206143	0.903135650528073	0.885558201428772	25	24
SingleM inject	sample4	low_skew	genus	0.167579104451713	1	0.82051282051282	0	7	0.695652173913044	0.211006418134644	0.695652173913044	2.1689608189851	0.691744480970879	0.619145159087806	23	16
SingleM inject	sample5	high_skew	genus	0.00734056935492555	1	1	0	0	1	0.0146436935277315	1	0.889744573684362	0.371052307320336	0.995264583180854	11	11
SingleM inject	sample5	low_skew	genus	0.740552944270607	1	0.318181818181818	0	30	0.189189189189189	0.683502518113026	0.189189189189189	1.35998077449921	0.376630210766356	0.74508059148653	37	7
SingleM joint	sample0	high_skew	genus	0.043353944756468	1	0.986301369863014	0	1	0.972972972972973	0.0855862481222009	0.972972972972973	2.74365925659482	0.759823214753082	1	37	36
SingleM joint	sample0	low_skew	genus	0.242213894494588	1	0.78125	0	14	0.641025641025641	0.395301506115284	0.641025641025641	2.82585326687388	0.771340444034629	1	39	25
SingleM joint	sample4	high_skew	genus	0.0984777612233349	1	0.96	0	2	0.923076923076923	0.193016411997736	0.923076923076923	3.21030383006435	0.985331095196413	1	26	24
SingleM joint	sample4	low_skew	genus	0.255435810172055	1	0.727272727272727	0	12	0.571428571428571	0.418914728682171	0.571428571428571	3.18740045825157	0.956544068204258	1	28	16
SingleM joint	sample5	high_skew	genus	0.00865622401275396	0.909090909090909	0.952380952380952	1	0	0.909090909090909	0.0173092823496694	1	0.895750951217343	0.389019695273281	1	10	10
SingleM joint	sample5	low_skew	genus	0.824832232790469	0.857142857142857	0.3	1	27	0.176470588235294	0.971554876891289	0.181818181818182	2.553922024415	0.730420849810446	1	33	6
SingleM nnls	sample0	high_skew	genus	0.0366339172318294	1	0.986301369863014	0	1	0.972972972972973	0.0723200517854549	0.972972972972973	2.71489506870988	0.751857321154608	1	37	36
SingleM nnls	sample0	low_skew	genus	0.248679468065372	1	0.78125	0	14	0.641025641025641	0.405853547218308	0.641025641025641	2.79935187059914	0.764106664768833	1	39	25
SingleM nnls	sample4	high_skew	genus	0.119086715145828	1	0.96	0	2	0.923076923076923	0.233409961685824	0.923076923076923	3.19690943879839	0.981219985807955	1	26	24
SingleM nnls	sample4	low_skew	genus	0.249386635878193	1	0.727272727272727	0	12	0.571428571428571	0.408994082840237	0.571428571428571	3.19718291693851	0.959479799986948	1	28	16
SingleM nnls	sample5	high_skew	genus	0.0120991298689631	0.909090909090909	0.952380952380952	1	0	0.909090909090909	0.0241938349537435	1	0.883961636079159	0.383899660763349	1	10	10
SingleM nnls	sample5	low_skew	genus	0.828600535438975	0.857142857142857	0.3	1	27	0.176470588235294	0.975993492006236	0.181818181818182	2.55103241229533	0.729594421705011	1	33	6
sylph	sample0	high_skew	genus	0.0325447896505701	0.916666666666667	0.956521739130435	3	0	0.916666666666667	0.064247589412333	1	2.62392134434588	0.750440632036093	1	33	33
sylph	sample0	low_skew	genus	0.547579594430126	0.72	0.837209302325581	7	0	0.72	0.893668956720656	1	2.26723315192147	0.784408837973055	1	18	18
sylph	sample4	high_skew	genus	0.106815612542393	0.916666666666667	0.956521739130435	2	0	0.916666666666667	0.20935860058309	1	3.08936892617675	0.999458588095498	1	22	22
sylph	sample4	low_skew	genus	0.51219512195122	0.625	0.769230769230769	6	0	0.625	0.84	1	2.30222292396144	0.999842711987622	1	10	10
sylph	sample5	high_skew	genus	0.00998633490060576	0.909090909090909	0.952380952380952	1	0	0.909090909090909	0.0199690176892672	1	0.895887052899079	0.389078803482637	1	10	10
sylph	sample5	low_skew	genus	0.94883258817685	0.714285714285714	0.833333333333333	2	0	0.714285714285714	1.11761263897016	1	0.693710599085279	0.431026629685961	1	5	5
SingleM	sample0	high_skew	species	0.168596866103891	0.941176470588235	0.876712328767123	2	7	0.780487804878049	0.30818989361844	0.82051282051282	2.53283619564181	0.691358967118137	0.872873255591665	39	32
SingleM	sample0	low_skew	species	0.145220154910036	1	0.848484848484848	0	5	0.736842105263158	0.0907529511371044	0.736842105263158	0.971133291109025	0.329819465772712	0.285287887540921	19	14
SingleM	sample4	high_skew	species	0.115393670332627	1	0.956521739130435	0	2	0.916666666666667	0.192212885154062	0.916666666666667	2.62126281217567	0.824801262692485	0.785714285714286	24	22
SingleM	sample4	low_skew	species	0.222677518033771	1	0.75	0	6	0.6	0.149879847078099	0.6	1.15274103528853	0.425671959411737	0.313080283997815	15	9
SingleM	sample5	high_skew	species	0.0110623130763072	0.8	0.8	2	2	0.666666666666667	0.0218790305078193	0.8	0.849945395500293	0.369126595184854	0.9854788183974	10	8
SingleM	sample5	low_skew	species	0.0406970056713039	0.5	0.666666666666667	2	0	0.5	0.00237325976671408	1	0.117216154897895	0.169107165383265	0.0282539016431398	2	2
SingleM dev	sample0	high_skew	species	0.676247602699151	0.147058823529412	0.256410256410256	29	0	0.147058823529412	0.770627683567888	1	0.43251044908423	0.268733851578098	0.184468350782826	5	5
SingleM dev	sample0	low_skew	species		0		14	0	0		0					0
SingleM dev	sample4	high_skew	species	0.927098128432987	0.227272727272727	0.37037037037037	17	0	0.227272727272727	0.846709714449706	1	0.160680161801553	0.0998361978179959	0.0332902855502942	5	5
SingleM dev	sample4	low_skew	species	0.959632343808222	0.222222222222222	0.363636363636364	7	0	0.222222222222222	0.352584141471763	1	0.0387158502497997	0.0558551651591857	0.00741585852823731	2	2
SingleM dev	sample5	high_skew	species	0.958365511771824	0.2	0.333333333333333	8	0	0.2	0.971223529231855	1	0.0862764553853758	0.12447061432996	0.0210965409846462	2	2
SingleM dev	sample5	low_skew	species		0		4	0	0		0					0
SingleM inject	sample0	high_skew	species	0.178074637607811	0.941176470588235	0.853333333333333	2	9	0.744186046511628	0.329212166156246	0.780487804878049	2.62444888971003	0.706718179307923	0.893635321100917	41	32
SingleM inject	sample0	low_skew	species	0.161090307138864	1	0.8	0	7	0.666666666666667	0.102607227974356	0.666666666666667	1.03238929566417	0.339097285956003	0.297309006883936	21	14
SingleM inject	sample4	high_skew	species	0.115388755095726	1	0.956521739130435	0	2	0.916666666666667	0.192217397394593	0.916666666666667	2.62151992010386	0.824882163753924	0.785824345146379	24	22
SingleM inject	sample4	low_skew	species	0.253384460707522	1	0.72	0	7	0.5625	0.177582957804179	0.5625	1.25225082956951	0.451654015442257	0.340843916427694	16	9
SingleM inject	sample5	high_skew	species	0.0108892495507268	1	0.869565217391305	0	3	0.769230769230769	0.0215430441805584	0.769230769230769	0.854678701067022	0.333214649474747	0.986057234867891	13	10
SingleM inject	sample5	low_skew	species	0.0307297082992409	1	0.888888888888889	0	1	0.8	0.00181058082766995	0.8	0.122205444791897	0.0759305120426015	0.0288581184709321	5	4
SingleM joint	sample0	high_skew	species	0.0847280856596082	0.941176470588235	0.941176470588235	2	2	0.888888888888889	0.153503664202026	0.941176470588235	2.38360376132534	0.675938760284527	0.856625108727167	34	32
SingleM joint	sample0	low_skew	species	0.0811310247529433	1	0.875	0	4	0.777777777777778	0.0585894514468315	0.777777777777778	1.22643328970194	0.424316798125177	0.382512713823393	18	14
SingleM joint	sample4	high_skew	species	0.0733817907144703	1	1	0	0	1	0.125353706847765	1	2.70106095434067	0.873834958625707	0.828239954725524	22	22
SingleM joint	sample4	low_skew	species	0.156793162001793	1	0.947368421052632	0	1	0.9	0.124303270939686	0.9	1.34337039386969	0.583418349209803	0.432785025524674	10	9
SingleM joint	sample5	high_skew	species	0.0204327127667802	0.9	0.9	1	1	0.818181818181818	0.0397475746263883	0.9	0.858808537947287	0.372975809041906	0.952971046047339	10	9
SingleM joint	sample5	low_skew	species	0.0250784872389359	1	1	0	0	1	0.0014810387134996	1	0.122615324697333	0.088448260438916	0.0289947029593561	4	4
SingleM nnls	sample0	high_skew	species	0.137188495473876	0.941176470588235	0.941176470588235	2	2	0.888888888888889	0.234232396021076	0.941176470588235	2.10863555495102	0.597963690958836	0.752280340118526	34	32
SingleM nnls	sample0	low_skew	species	0.148642084514206	1	0.777777777777778	0	8	0.636363636363636	0.0985560787465914	0.636363636363636	1.09828911585713	0.355313501004774	0.323397208422049	22	14
SingleM nnls	sample4	high_skew	species	0.12652524873287	1	1	0	0	1	0.206590038314176	1	2.50661254490534	0.810927893333197	0.7527969348659	22	22
SingleM nnls	sample4	low_skew	species	0.245718014246099	1	0.818181818181818	0	4	0.692307692307692	0.178264299802761	0.692307692307692	1.23193249177857	0.480295054635223	0.365483234714004	13	9
SingleM nnls	sample5	high_skew	species	0.0309910369562927	0.9	0.9	1	1	0.818181818181818	0.0596699196697789	0.9	0.829239512437176	0.360134144427608	0.933072737837409	10	9
SingleM nnls	sample5	low_skew	species	0.105211891282577	1	1	0	0	1	0.0057234651978028	1	0.107533911768764	0.0775693206180939	0.0243379742404652	4	4
sylph	sample0	high_skew	species	0.0522368538706432	0.941176470588235	0.941176470588235	2	2	0.888888888888889	0.102128065849452	0.941176470588235	2.63969407312763	0.748560464734376	1	34	32
sylph	sample0	low_skew	species	0.492932058746924	1	0.875	0	4	0.777777777777778	0.660354308635666	0.777777777777778	2.26723315192147	0.784408837973055	1	18	14
sylph	sample4	high_skew	species	0.0688077662676012	1	1	0	0	1	0.12935860058309	1	3.08936892617675	0.999458588095498	1	22	22
sylph	sample4	low_skew	species	0.470588235294118	1	0.947368421052632	0	1	0.9	0.64	0.9	2.30222292396144	0.999842711987622	1	10	9
sylph	sample5	high_skew	species	0.00635179007480674	1	0.952380952380952	0	1	0.909090909090909	0.0126547988478394	0.909090909090909	0.896528380355224	0.373881374439245	1	11	10
sylph	sample5	low_skew	species	0.941631754597742	1	0.888888888888889	0	1	0.8	0.969938560561732	0.8	0.693710599085279	0.431026629685961	1	5	4
