tool	community	known	dom	rank	Bray-Curtis distance	Completeness	F1 score	False negatives	False positives	Jaccard index	L1 norm error	Purity	Shannon diversity	Shannon equitability	Sum of abundances	Taxon counts	True positives
SingleM joint	sample4	100	50	class	0.0272907949790795	1	1	0	0	1	0.054581589958159	1	1.5087597769705	0.842054864440325	1	6	6
SingleM joint	sample5	0	10	class	0.142508322454758	0.625	0.625	3	3	0.454545454545455	0.285016644909515	0.625	0.788971176705752	0.379414934679239	1	8	5
SingleM joint	sample5	0	50	class	0.0461140994010754	1	1	0	0	1	0.0922281988021508	1	0.659599240486768	0.409832050923416	1	5	5
SingleM joint	sample5	10	10	class	0.031291983130357	1	1	0	0	1	0.062583966260714	1	0.688519048555474	0.353828797742656	1	7	7
SingleM joint	sample5	10	50	class	0.0484106030791032	1	1	0	0	1	0.0968212061582063	1	0.743647446337278	0.462054137405395	1	5	5
SingleM joint	sample5	50	10	class	0.0185540101395203	1	1	0	0	1	0.0371080202790406	1	0.818028154839322	0.393388387431413	1	8	8
SingleM joint	sample5	50	50	class	0.0159913329752665	1	1	0	0	1	0.0319826659505331	1	0.405405405065524	0.226261064628382	1	6	6
SingleM joint	sample5	70	10	class	0.0443511756547211	1	1	0	0	1	0.0887023513094421	1	0.883837049057683	0.425035775876485	1	8	8
SingleM joint	sample5	70	50	class	0.0162701740928519	1	1	0	0	1	0.0325403481857038	1	0.643945068599396	0.330922303330405	1	7	7
SingleM joint	sample5	100	10	class	0.00476957746947502	1	1	0	0	1	0.00953915493895003	1	0.818408073771396	0.508505526959809	1	5	5
SingleM joint	sample5	100	50	class	0.00187464561154545	1	1	0	0	1	0.0037492912230909	1	0.687217741356484	0.426992390353936	1	5	5
sylph	sample4	0	10	class	0.72	0.153846153846154	0.266666666666667	11	0	0.153846153846154	1.44	1	0.692833845006572	0.999547952351013	1	2	2
sylph	sample4	0	50	class	0.36	0.222222222222222	0.363636363636364	7	0	0.222222222222222	0.72	1	0.66657764475046	0.961668262448934	1	2	2
sylph	sample4	10	10	class	0.72	0.166666666666667	0.285714285714286	10	0	0.166666666666667	1.44	1	0.452078192509256	0.652210966427149	1	2	2
sylph	sample4	10	50	class	0.4	0.333333333333333	0.5	4	0	0.333333333333333	0.8	1	0.505227137673049	0.728888686043433	1	2	2
sylph	sample4	50	10	class	0.18777761266903	0.7	0.823529411764706	3	0	0.7	0.37555522533806	1	1.86295659944561	0.957370308361889	1	7	7
sylph	sample4	50	50	class	0.153160696485759	0.75	0.857142857142857	2	0	0.75	0.306321392971517	1	1.4315001849266	0.79893546511761	1	6	6
sylph	sample4	70	10	class	0.124006426667137	0.777777777777778	0.875	2	0	0.777777777777778	0.248012853334275	1	1.88169606667562	0.967000489508281	1	7	7
sylph	sample4	70	50	class	0.0885279415056331	0.888888888888889	0.941176470588235	1	0	0.888888888888889	0.177055883011266	1	1.67790498815505	0.806901735164716	1	8	8
sylph	sample4	100	10	class	0.00577799052705836	1	1	0	0	1	0.0115559810541167	1	1.77282128977967	0.911049922135574	1	7	7
sylph	sample4	100	50	class	0.0036617583916349	1	1	0	0	1	0.00732351678326981	1	1.47980345932252	0.825894035855195	1	6	6
sylph	sample5	10	10	class	0.770187244002341	0.285714285714286	0.444444444444444	5	0	0.285714285714286	1.54037448800468	1	0.00605287656226262	0.00873245499948931	1	2	2
sylph	sample5	10	50	class	0.880339379754242	0.4	0.571428571428572	3	0	0.4	1.76067875950848	1	0.443091281626179	0.639245594663224	1	2	2
sylph	sample5	50	10	class	0.0238003045897055	0.75	0.857142857142857	2	0	0.75	0.047600609179411	1	0.802229043414456	0.44773255405765	1	6	6
sylph	sample5	50	50	class	0.258234358161859	0.666666666666667	0.8	2	0	0.666666666666667	0.516468716323718	1	0.818393321824297	0.590345993446279	1	4	4
sylph	sample5	70	10	class	0.951287302516091	0.625	0.769230769230769	3	0	0.625	1.90257460503218	1	1.16577813293151	0.724338679936029	1	5	5
sylph	sample5	70	50	class	0.0127350367072531	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.0254700734145062	1	0.653008827504467	0.405737197104337	1	5	5
sylph	sample5	100	10	class	0.00765898994671531	1	1	0	0	1	0.0153179798934306	1	0.837542620659343	0.520394489398259	1	5	5
sylph	sample5	100	50	class	0.00672137746755787	1	1	0	0	1	0.0134427549351157	1	0.701093493271933	0.435613879762286	1	5	5
SingleM	sample4	0	10	order	0.0778061728357547	1	1	0	0	1	0.14150317767339	1	2.48965985391503	0.84554642549252	0.858662613981763	19	19
SingleM	sample4	0	50	order	0.068146286990508	1	1	0	0	1	0.129513198036875	1	1.95389056553619	0.740374429766953	0.900517309988062	14	14
SingleM	sample4	10	10	order	0.0711177516897901	1	1	0	0	1	0.136888523692139	1	2.72358388838903	0.924992471455486	0.92481511914544	19	19
SingleM	sample4	10	50	order	0.0758279082932353	0.909090909090909	0.909090909090909	1	1	0.833333333333333	0.143819621527312	0.909090909090909	1.69618797300472	0.707365326687201	0.896658166689035	11	10
SingleM	sample4	50	10	order	0.0912692337733344	1	1	0	0	1	0.177478736330498	1	2.73920085181517	0.930296355671336	0.944562575941677	19	19
SingleM	sample4	50	50	order	0.0553824160114367	1	1	0	0	1	0.106355525051476	1	1.81208110495671	0.729235082175545	0.920384351407001	12	12
SingleM	sample4	70	10	order	0.0394143484626647	1	1	0	0	1	0.0770744403956273	1	2.74132001189257	0.931016071750492	0.955491931285789	19	19
SingleM	sample4	70	50	order	0.0360224492732768	1	1	0	0	1	0.0703739105988193	1	1.89527930379733	0.738914902270445	0.953612594883329	13	13
SingleM	sample4	100	10	order	0.0526367147794267	1	1	0	0	1	0.10330629073015	1	2.61014284022231	0.941410032900141	0.962628009043756	16	16
SingleM	sample4	100	50	order	0.0299670488994333	1	1	0	0	1	0.0584247719388412	1	1.7181126383191	0.746166838110224	0.949633817294103	10	10
SingleM	sample5	0	10	order	0.0292629684648145	0.909090909090909	0.769230769230769	1	5	0.625	0.0504650768133049	0.666666666666667	0.788330565342192	0.291106333634927	0.870821546527644	15	10
SingleM	sample5	0	50	order	0.00963752354945387	0.857142857142857	0.923076923076923	1	0	0.857142857142857	0.0192148428928227	1	0.869407243271512	0.485225421270456	0.993753145631643	6	6
SingleM	sample5	10	10	order	0.00632943282167134	0.9	0.947368421052632	1	0	0.9	0.0126120383637612	1	0.878853456845096	0.399983445438502	0.992601662597458	9	9
SingleM	sample5	10	50	order	0.00667843771395465	0.857142857142857	0.923076923076923	1	0	0.857142857142857	0.0133041469550944	1	0.824625554892345	0.460232285111137	0.992104669524024	6	6
SingleM	sample5	50	10	order	0.00416405965026004	1	1	0	0	1	0.00831002482731676	1	0.901643281870168	0.391578701961352	0.99565460758897	10	10
SingleM	sample5	50	50	order	0.00361973319494176	1	1	0	0	1	0.00721411086029425	1	0.36356764272907	0.186836808937747	0.992995193782595	7	7
SingleM	sample5	70	10	order	0.00584888844205226	0.818181818181818	0.9	2	0	0.818181818181818	0.0116640806323051	1	0.915420667624992	0.416625900268598	0.994238862284139	9	9
SingleM	sample5	70	50	order	0.0047344135024838	1	1	0	0	1	0.00942428923577387	1	0.678809377266878	0.348839013762491	0.990592758919268	7	7
SingleM	sample5	100	10	order	0.00452971694484362	1	1	0	0	1	0.00905203889781445	1	0.894024982950214	0.406888304532837	0.998367449453724	9	9
SingleM	sample5	100	50	order	0.00299294962550502	0.833333333333333	0.909090909090909	1	0	0.833333333333333	0.00597072737377594	1	0.683062339252125	0.424410493859355	0.99493079432249	5	5
SingleM dev	sample4	0	10	order	0.773264354601776	0.263157894736842	0.416666666666667	14	0	0.263157894736842	0.837251116553811	1	0.416451218142697	0.258755690371964	0.122748883446189	5	5
SingleM dev	sample4	0	50	order	0.436200610897625	0.285714285714286	0.444444444444444	10	0	0.285714285714286	0.607436882546652	1	0.482235922603754	0.347859687039475	0.392563117453348	4	4
SingleM dev	sample4	10	10	order	0.722313216580572	0.473684210526316	0.642857142857143	10	0	0.473684210526316	0.838771031455743	1	0.58708741307666	0.267194996420625	0.161228968544257	9	9
SingleM dev	sample4	10	50	order	0.362457722660654	0.545454545454545	0.705882352941176	5	0	0.545454545454545	0.53206454282168	1	0.512205911519109	0.285867562201183	0.46793545717832	6	6
SingleM dev	sample4	50	10	order	0.722960151802657	0.368421052631579	0.538461538461538	12	0	0.368421052631579	0.83920704845815	1	0.560131930548952	0.287850870617475	0.16079295154185	7	7
SingleM dev	sample4	50	50	order	0.36447508983199	0.5	0.666666666666667	6	0	0.5	0.53423487544484	1	0.596665614099416	0.33300541972661	0.46576512455516	6	6
SingleM dev	sample4	70	10	order	0.614845631705715	0.526315789473684	0.689655172413793	9	0	0.526315789473684	0.761491525423729	1	0.803080556120403	0.348773454046886	0.238508474576271	10	10
SingleM dev	sample4	70	50	order	0.361886904174479	0.538461538461538	0.7	6	0	0.538461538461538	0.531449275362319	1	0.63958948344857	0.328683975341345	0.468550724637681	7	7
SingleM dev	sample4	100	10	order	0.625418060200669	0.6875	0.814814814814815	5	0	0.6875	0.769547325102881	1	0.789556125854318	0.32927047932869	0.230452674897119	11	11
SingleM dev	sample4	100	50	order	0.291738382099828	0.7	0.823529411764706	3	0	0.7	0.451698867421719	1	0.809583559801593	0.41604364939184	0.548301132578281	7	7
SingleM dev	sample5	0	10	order	0.820242005494515	0.454545454545455	0.625	6	0	0.454545454545455	0.769406939031609	1	0.280314347087961	0.174169096504018	0.0843086841398365	5	5
SingleM dev	sample5	0	50	order	0.0341555400103409	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.0660549379448266	1	0.778935955842028	0.483980121149235	0.933945062055173	5	5
SingleM dev	sample5	10	10	order	0.538966609938523	0.5	0.666666666666667	5	0	0.5	0.700712073974463	1	0.754972977602294	0.469091085632796	0.300102939687468	5	5
SingleM dev	sample5	10	50	order	0.0560706980041067	0.571428571428571	0.727272727272727	3	0	0.571428571428571	0.106187394669838	1	0.7134541452823	0.514648378650224	0.893812605330162	4	4
SingleM dev	sample5	50	10	order	0.044440471526222	0.6	0.75	4	0	0.6	0.0850990989678558	1	0.760852768551328	0.424640015369433	0.914900901032144	6	6
SingleM dev	sample5	50	50	order	0.0701822978750457	0.285714285714286	0.444444444444444	5	0	0.285714285714286	0.1311595192976	1	0.189303348978017	0.273107002794258	0.868840480702401	2	2
SingleM dev	sample5	70	10	order	0.0525897625937255	0.545454545454545	0.705882352941176	5	0	0.545454545454545	0.101222061860256	1	0.714551343784583	0.398798698182649	0.924748408587277	6	6
SingleM dev	sample5	70	50	order	0.601393710817494	0.571428571428571	0.727272727272727	3	0	0.571428571428571	0.751087888949544	1	0.429251120139476	0.309639231160627	0.248912111050456	4	4
SingleM dev	sample5	100	10	order	0.0834499059379673	0.666666666666667	0.8	3	0	0.666666666666667	0.154044788744936	1	0.772919290817238	0.431374469671554	0.845955211255064	6	6
SingleM dev	sample5	100	50	order	0.303958323190029	0.5	0.6	3	1	0.428571428571429	0.466658776481434	0.75	0.533901438680398	0.385128478953846	0.535272242535989	4	3
SingleM joint	sample4	0	10	order	0.131191474603525	0.947368421052632	0.972972972972973	1	0	0.947368421052632	0.257135290222909	1	2.69254038069922	0.931555040746404	1	18	18
SingleM joint	sample4	0	50	order	0.106983824928639	0.857142857142857	0.923076923076923	2	0	0.857142857142857	0.213967649857279	1	1.90691980193454	0.767400981480422	1	12	12
SingleM joint	sample4	10	10	order	0.133065326633166	0.947368421052632	0.972972972972973	1	0	0.947368421052632	0.266130653266332	1	2.75512619992782	0.953208248178156	1	18	18
SingleM joint	sample4	10	50	order	0.122116402116402	0.818181818181818	0.9	2	0	0.818181818181818	0.244232804232804	1	1.56179110140585	0.710801762148171	1	9	9
SingleM joint	sample4	50	10	order	0.102634025410598	1	1	0	0	1	0.205268050821196	1	2.85853723408338	0.970825768273391	1	19	19
SingleM joint	sample4	50	50	order	0.0661291858435169	1	1	0	0	1	0.132258371687034	1	1.93669210421809	0.779382237309929	1	12	12
SingleM joint	sample4	70	10	order	0.0766030906306557	1	1	0	0	1	0.153206181261311	1	2.79179374901869	0.948158127498038	1	19	19
SingleM joint	sample4	70	50	order	0.0467230508995849	1	1	0	0	1	0.0934461017991697	1	1.9475923200608	0.759310243063934	1	13	13
SingleM joint	sample4	100	10	order	0.0355334861217214	1	1	0	0	1	0.0710669722434428	1	2.67781554053876	0.965817800187666	1	16	16
SingleM joint	sample4	100	50	order	0.0341004184100418	1	1	0	0	1	0.0682008368200837	1	1.80541277114373	0.78408080406538	1	10	10
SingleM joint	sample5	0	10	order	0.0871736972832954	0.727272727272727	0.695652173913044	3	4	0.533333333333333	0.161595244583663	0.666666666666667	0.823868481601522	0.331549067113572	1	12	8
SingleM joint	sample5	0	50	order	0.0461872415894897	0.857142857142857	0.923076923076923	1	0	0.857142857142857	0.0923744831789793	1	0.790027617036	0.440922808336751	1	6	6
SingleM joint	sample5	10	10	order	0.0473134318569846	1	1	0	0	1	0.0946268637139692	1	0.832262754125106	0.361447121610136	1	10	10
SingleM joint	sample5	10	50	order	0.0485079465662102	1	1	0	0	1	0.0970158931324205	1	0.753353360679969	0.387147043272117	1	7	7
SingleM joint	sample5	50	10	order	0.019748778076552	1	1	0	0	1	0.039497556153104	1	0.84434127519155	0.366692756658845	1	10	10
SingleM joint	sample5	50	50	order	0.0159913329752665	1	1	0	0	1	0.0319826659505331	1	0.406458312634863	0.208878253105462	1	7	7
SingleM joint	sample5	70	10	order	0.0447900287852067	0.909090909090909	0.952380952380952	1	0	0.909090909090909	0.0895800575704135	1	0.893292250749301	0.387951895227357	1	10	10
SingleM joint	sample5	70	50	order	0.0162701740928519	1	1	0	0	1	0.0325403481857038	1	0.643945068599396	0.330922303330405	1	7	7
SingleM joint	sample5	100	10	order	0.00523105968414971	1	1	0	0	1	0.0104621193682994	1	0.902901942910422	0.410928383117326	1	9	9
SingleM joint	sample5	100	50	order	0.00187464561154543	1	1	0	0	1	0.00374929122309086	1	0.687909299324963	0.383929490056684	1	6	6
sylph	sample4	0	10	order	0.836734693877551	0.105263157894737	0.190476190476191	17	0	0.105263157894737	1.64	1	0.692833845006572	0.999547952351013	1	2	2
sylph	sample4	0	50	order	0.44	0.214285714285714	0.352941176470588	11	0	0.214285714285714	0.88	1	0.933217643609414	0.849451306193552	1	3	3
sylph	sample4	10	10	order	0.72	0.210526315789474	0.347826086956522	15	0	0.210526315789474	1.44	1	1.3321281474394	0.960927336069708	1	4	4
sylph	sample4	10	50	order	0.44	0.181818181818182	0.307692307692308	9	0	0.181818181818182	0.88	1	0.505227137673049	0.728888686043433	1	2	2
sylph	sample4	50	10	order	0.292120491646677	0.68421052631579	0.8125	6	0	0.68421052631579	0.584240983293353	1	2.52173532388567	0.983152090917445	1	13	13
sylph	sample4	50	50	order	0.193160696485758	0.666666666666667	0.8	4	0	0.666666666666667	0.386321392971517	1	1.71331391984258	0.823929831880973	1	8	8
sylph	sample4	70	10	order	0.250287611010081	0.68421052631579	0.8125	6	0	0.68421052631579	0.500575222020163	1	2.47927833973139	0.966599333635602	1	13	13
sylph	sample4	70	50	order	0.141463851376558	0.769230769230769	0.869565217391305	3	0	0.769230769230769	0.282927702753115	1	1.84090077583366	0.799493048675973	1	10	10
sylph	sample4	100	10	order	0.00957522926534313	1	1	0	0	1	0.0191504585306863	1	2.67782420789247	0.965820926274722	1	16	16
sylph	sample4	100	50	order	0.00422599954537421	1	1	0	0	1	0.00845199909074842	1	1.77406648197352	0.770467283650614	1	10	10
sylph	sample5	10	10	order	0.926418958455237	0.3	0.461538461538462	7	0	0.3	1.85283791691047	1	0.0293683976365584	0.0267322675519704	1	3	3
sylph	sample5	10	50	order	0.880339379754242	0.285714285714286	0.444444444444444	5	0	0.285714285714286	1.76067875950848	1	0.443091281626179	0.639245594663224	1	2	2
sylph	sample5	50	10	order	0.0296225863077824	0.7	0.823529411764706	3	0	0.7	0.0592451726155647	1	0.808433834982138	0.415452807712941	1	7	7
sylph	sample5	50	50	order	0.258234358161859	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.516468716323718	1	0.820600339540057	0.509867658267717	1	5	5
sylph	sample5	70	10	order	0.951287302516091	0.636363636363636	0.777777777777778	4	0	0.636363636363636	1.90257460503218	1	1.32283302637085	0.679801699483939	1	7	7
sylph	sample5	70	50	order	0.0127350367072531	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.0254700734145062	1	0.653008827504467	0.405737197104337	1	5	5
sylph	sample5	100	10	order	0.00765898994671531	1	1	0	0	1	0.0153179798934306	1	0.926125085689913	0.42149769087905	1	9	9
sylph	sample5	100	50	order	0.00672797768317624	1	1	0	0	1	0.0134559553663525	1	0.701673775771977	0.391611590630677	1	6	6
SingleM	sample4	0	10	family	0.130713483855111	0.95	0.926829268292683	1	2	0.863636363636364	0.217496546007184	0.904761904761905	2.52057111632297	0.827903609804813	0.783918209450124	21	19
SingleM	sample4	0	50	family	0.101515151515151	0.928571428571429	0.928571428571429	1	1	0.866666666666667	0.188406950523942	0.928571428571429	1.83548102711621	0.695506310726415	0.855949064862714	14	13
SingleM	sample4	10	10	family	0.0880485768683295	1	0.978723404255319	0	1	0.958333333333333	0.160613530539578	0.958333333333333	2.8153165543753	0.885861821310645	0.864146809093399	24	23
SingleM	sample4	10	50	family	0.0806128173775445	0.916666666666667	0.956521739130435	1	0	0.916666666666667	0.150417393638438	1	1.66527358012806	0.694473023496422	0.865924037042008	11	11
SingleM	sample4	50	10	family	0.0976133239060413	1	1	0	0	1	0.188718104495747	1	2.81743729912551	0.925411901786569	0.933323207776428	21	21
SingleM	sample4	50	50	family	0.0577078521939954	1	1	0	0	1	0.109759780370625	1	1.83301745507687	0.71464079777815	0.901990391214825	13	13
SingleM	sample4	70	10	family	0.0429049237124392	1	1	0	0	1	0.0838053097345133	1	2.84893540955311	0.935757731410721	0.953279541905258	21	21
SingleM	sample4	70	50	family	0.0392393671069822	1	1	0	0	1	0.075996626370537	1	1.8578471759126	0.724321191959621	0.936744447568176	13	13
SingleM	sample4	100	10	family	0.0703698154328134	1	1	0	0	1	0.137417209735337	1	2.793924024659	0.932634751550885	0.952786274770581	20	20
SingleM	sample4	100	50	family	0.0347476882430648	1	1	0	0	1	0.0675934729538739	1	1.87864023173427	0.732427806525393	0.945265321855326	13	13
SingleM	sample5	0	10	family	0.02818449039186	0.727272727272727	0.727272727272727	3	3	0.571428571428571	0.0484273758938723	0.727272727272727	0.764245506536168	0.318715131226012	0.864512211377538	11	8
SingleM	sample5	0	50	family	0.00885050862195048	0.857142857142857	0.923076923076923	1	0	0.857142857142857	0.0176309248420781	1	0.867169985904801	0.483976784159765	0.992080409746277	6	6
SingleM	sample5	10	10	family	0.0108193885362419	0.909090909090909	0.909090909090909	1	1	0.833333333333333	0.0214708651039932	0.909090909090909	0.887070800694923	0.369937257376425	0.984480456734847	11	10
SingleM	sample5	10	50	family	0.00689508523098914	0.857142857142857	0.923076923076923	1	0	0.857142857142857	0.0137116478828867	1	0.823400787697699	0.459548729524753	0.988611804428662	6	6
SingleM	sample5	50	10	family	0.00430119749360066	0.9	0.947368421052632	1	0	0.9	0.00858253248699152	1	0.899406581555619	0.409337575609137	0.995382099929295	9	9
SingleM	sample5	50	50	family	0.003605126137312	1	1	0	0	1	0.00718489373321435	1	0.363520462582829	0.186812563138801	0.992965976655515	7	7
SingleM	sample5	70	10	family	0.00615273378418603	0.818181818181818	0.9	2	0	0.818181818181818	0.0122663154313184	1	0.915814202930971	0.41680500590488	0.993636627485125	9	9
SingleM	sample5	70	50	family	0.00529770099244171	1	1	0	0	1	0.0105396563529901	1	0.674381995302717	0.346563789510071	0.989477391802052	7	7
SingleM	sample5	100	10	family	0.0047625192038434	1	1	0	0	1	0.00951606719230847	1	0.900369582285347	0.375483280066108	0.998116287831219	11	11
SingleM	sample5	100	50	family	0.003078297243711	0.857142857142857	0.923076923076923	1	0	0.857142857142857	0.00613970089635958	1	0.689131555672069	0.384611644312374	0.994512033853478	6	6
SingleM dev	sample4	0	10	family	0.909049425854967	0.15	0.260869565217391	17	0	0.15	0.83807520530183	1	0.175923276955881	0.16013226756198	0.0419247946981703	3	3
SingleM dev	sample4	0	50	family	0.436200610897625	0.285714285714286	0.444444444444444	10	0	0.285714285714286	0.607436882546652	1	0.482235922603754	0.347859687039475	0.392563117453348	4	4
SingleM dev	sample4	10	10	family	0.848963029756537	0.260869565217391	0.413793103448276	17	0	0.260869565217391	0.881580102414045	1	0.293561663651065	0.163839884031722	0.0784198975859546	6	6
SingleM dev	sample4	10	50	family	0.373425513779714	0.333333333333333	0.5	8	0	0.333333333333333	0.543787063853262	1	0.454218751665895	0.327649570253581	0.456212936146738	4	4
SingleM dev	sample4	50	10	family	0.792947813822285	0.285714285714286	0.444444444444444	15	0	0.285714285714286	0.884518565135305	1	0.419929305362364	0.234367007723019	0.115481434864695	6	6
SingleM dev	sample4	50	50	family	0.402895656515227	0.384615384615385	0.555555555555556	8	0	0.384615384615385	0.574377224199288	1	0.462167769900189	0.287160981066496	0.425622775800712	5	5
SingleM dev	sample4	70	10	family	0.70816444701795	0.476190476190476	0.645161290322581	11	0	0.476190476190476	0.829152542372881	1	0.60072894438123	0.260893265664334	0.170847457627119	10	10
SingleM dev	sample4	70	50	family	0.36188690417448	0.538461538461538	0.7	6	0	0.538461538461538	0.531449275362319	1	0.63958948344857	0.328683975341345	0.468550724637681	7	7
SingleM dev	sample4	100	10	family	0.69811320754717	0.5	0.666666666666667	10	0	0.5	0.822222222222222	1	0.643475553099245	0.279457881950645	0.177777777777778	10	10
SingleM dev	sample4	100	50	family	0.353593651366219	0.384615384615385	0.555555555555556	8	0	0.384615384615385	0.522451698867422	1	0.580972156044247	0.360978296556709	0.477548301132578	5	5
SingleM dev	sample5	0	10	family	0.841425501304019	0.363636363636364	0.533333333333333	7	0	0.363636363636364	0.780197836610181	1	0.230553803053819	0.166309414161918	0.0735177865612648	4	4
SingleM dev	sample5	0	50	family	0.0844981700169841	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.155829068878301	1	0.623526020878116	0.387418499378519	0.844170931121699	5	5
SingleM dev	sample5	10	10	family	0.724283153793601	0.454545454545455	0.625	6	0	0.454545454545455	0.840440043193808	1	0.49677733979987	0.30866511591525	0.160374970468122	5	5
SingleM dev	sample5	10	50	family	0.0560706980041067	0.571428571428571	0.727272727272727	3	0	0.571428571428571	0.106187394669838	1	0.7134541452823	0.514648378650224	0.893812605330162	4	4
SingleM dev	sample5	50	10	family	0.044440471526222	0.6	0.75	4	0	0.6	0.0850990989678558	1	0.760852768551328	0.424640015369433	0.914900901032144	6	6
SingleM dev	sample5	50	50	family	0.0701822978750457	0.285714285714286	0.444444444444444	5	0	0.285714285714286	0.1311595192976	1	0.189303348978017	0.273107002794258	0.868840480702401	2	2
SingleM dev	sample5	70	10	family	0.0553095779819247	0.545454545454545	0.705882352941176	5	0	0.545454545454545	0.104821521828113	1	0.734797966165458	0.410098553285186	0.895178478171887	6	6
SingleM dev	sample5	70	50	family	0.601663741795267	0.428571428571429	0.6	4	0	0.428571428571429	0.751298448101069	1	0.427468580278561	0.38909866992003	0.248701551898932	3	3
SingleM dev	sample5	100	10	family	0.0839771406509525	0.545454545454545	0.705882352941176	5	0	0.545454545454545	0.154942641319027	1	0.769366405268393	0.429391566491824	0.845057358680973	6	6
SingleM dev	sample5	100	50	family	0.303958323190029	0.428571428571429	0.545454545454545	4	1	0.375	0.466658776481434	0.75	0.533901438680398	0.385128478953846	0.535272242535989	4	3
SingleM joint	sample4	0	10	family	0.177862197532835	0.95	0.926829268292683	1	2	0.863636363636364	0.33438093136173	0.904761904761905	2.92544667386383	0.960888524786622	1	21	19
SingleM joint	sample4	0	50	family	0.106983824928639	0.857142857142857	0.923076923076923	2	0	0.857142857142857	0.213967649857279	1	1.90691980193454	0.767400981480422	1	12	12
SingleM joint	sample4	10	10	family	0.123247432497766	1	1	0	0	1	0.241564967695621	1	3.05671469393051	0.974874926702649	1	23	23
SingleM joint	sample4	10	50	family	0.122116402116402	0.833333333333333	0.909090909090909	2	0	0.833333333333333	0.244232804232804	1	1.63085881700901	0.708272984990277	1	10	10
SingleM joint	sample4	50	10	family	0.104313603966532	1	1	0	0	1	0.208627207933065	1	2.97088894295232	0.975814435177503	1	21	21
SingleM joint	sample4	50	50	family	0.0704205681637835	1	1	0	0	1	0.140841136327567	1	1.99385750768287	0.777347709373934	1	13	13
SingleM joint	sample4	70	10	family	0.0799888625922316	1	1	0	0	1	0.159977725184463	1	2.91502533580456	0.957465545231556	1	21	21
SingleM joint	sample4	70	50	family	0.0467230508995848	1	1	0	0	1	0.0934461017991697	1	1.9475923200608	0.759310243063934	1	13	13
SingleM joint	sample4	100	10	family	0.0522994652406417	1	1	0	0	1	0.104598930481283	1	2.90770670173647	0.970616342256414	1	20	20
SingleM joint	sample4	100	50	family	0.0353974895397489	1	1	0	0	1	0.0707949790794979	1	1.99154717452944	0.77644697691046	1	13	13
SingleM joint	sample5	0	10	family	0.0871736972832954	0.727272727272727	0.695652173913044	3	4	0.533333333333333	0.161595244583663	0.666666666666667	0.823868481601522	0.331549067113572	1	12	8
SingleM joint	sample5	0	50	family	0.0461872415894897	0.857142857142857	0.923076923076923	1	0	0.857142857142857	0.0923744831789793	1	0.790027617036	0.440922808336751	1	6	6
SingleM joint	sample5	10	10	family	0.0473134318569846	1	0.956521739130435	0	1	0.916666666666667	0.0946268637139692	0.916666666666667	0.9145802694677	0.368054176017327	1	12	11
SingleM joint	sample5	10	50	family	0.0485079465662102	1	1	0	0	1	0.0970158931324205	1	0.753353360679969	0.387147043272117	1	7	7
SingleM joint	sample5	50	10	family	0.019748778076552	1	1	0	0	1	0.039497556153104	1	0.84434127519155	0.366692756658845	1	10	10
SingleM joint	sample5	50	50	family	0.0159913329752665	1	1	0	0	1	0.0319826659505331	1	0.406458312634863	0.208878253105462	1	7	7
SingleM joint	sample5	70	10	family	0.0447900287852067	0.909090909090909	0.952380952380952	1	0	0.909090909090909	0.0895800575704135	1	0.893292250749301	0.387951895227357	1	10	10
SingleM joint	sample5	70	50	family	0.0162701740928519	1	1	0	0	1	0.0325403481857038	1	0.643945068599396	0.330922303330405	1	7	7
SingleM joint	sample5	100	10	family	0.00538501461095508	1	1	0	0	1	0.0107700292219102	1	0.910913834147916	0.379880574636135	1	11	11
SingleM joint	sample5	100	50	family	0.00192656151370729	1	1	0	0	1	0.00385312302741458	1	0.695290355031553	0.35730856091639	1	7	7
sylph	sample4	0	10	family	0.872340425531915	0.1	0.181818181818182	18	0	0.1	1.64	1	0.692833845006572	0.999547952351013	1	2	2
sylph	sample4	0	50	family	0.44	0.214285714285714	0.352941176470588	11	0	0.214285714285714	0.88	1	0.933217643609414	0.849451306193552	1	3	3
sylph	sample4	10	10	family	0.714285714285714	0.260869565217391	0.413793103448276	17	0	0.260869565217391	1.4	1	1.79123095968675	0.999705033208766	1	6	6
sylph	sample4	10	50	family	0.44	0.166666666666667	0.285714285714286	10	0	0.166666666666667	0.88	1	0.505227137673049	0.728888686043433	1	2	2
sylph	sample4	50	10	family	0.320645339333857	0.666666666666667	0.8	7	0	0.666666666666667	0.641290678667714	1	2.61400519528604	0.990507165551847	1	14	14
sylph	sample4	50	50	family	0.217104197153825	0.615384615384615	0.761904761904762	5	0	0.615384615384615	0.43420839430765	1	1.71331391984258	0.823929831880973	1	8	8
sylph	sample4	70	10	family	0.250287611010081	0.714285714285714	0.833333333333333	6	0	0.714285714285714	0.500575222020163	1	2.63339094298931	0.972430622562862	1	15	15
sylph	sample4	70	50	family	0.141463851376558	0.769230769230769	0.869565217391305	3	0	0.769230769230769	0.282927702753115	1	1.84090077583366	0.799493048675973	1	10	10
