tool	community	known	dom	rank	Bray-Curtis distance	Completeness	F1 score	False negatives	False positives	Jaccard index	L1 norm error	Purity	Shannon diversity	Shannon equitability	Sum of abundances	Taxon counts	True positives
sylph	sample4	100	10	family	0.0109644260808223	1	1	0	0	1	0.0219288521616447	1	2.93973520420891	0.981307719037707	1	20	20
sylph	sample4	100	50	family	0.00608238830096231	1	1	0	0	1	0.0121647766019246	1	1.96121820413991	0.764622583457505	1	13	13
sylph	sample5	10	10	family	0.926418958455237	0.272727272727273	0.428571428571429	8	0	0.272727272727273	1.85283791691047	1	0.0293683976365584	0.0267322675519704	1	3	3
sylph	sample5	10	50	family	0.880339379754242	0.285714285714286	0.444444444444444	5	0	0.285714285714286	1.76067875950848	1	0.443091281626179	0.639245594663224	1	2	2
sylph	sample5	50	10	family	0.0296225863077824	0.7	0.823529411764706	3	0	0.7	0.0592451726155648	1	0.808433834982138	0.415452807712941	1	7	7
sylph	sample5	50	50	family	0.258234358161859	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.516468716323718	1	0.820600339540057	0.509867658267717	1	5	5
sylph	sample5	70	10	family	0.951287302516091	0.636363636363636	0.777777777777778	4	0	0.636363636363636	1.90257460503218	1	1.32283302637085	0.679801699483939	1	7	7
sylph	sample5	70	50	family	0.0127350367072531	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.0254700734145062	1	0.653008827504467	0.405737197104337	1	5	5
sylph	sample5	100	10	family	0.00768742540496284	1	1	0	0	1	0.0153748508099257	1	0.93488444950279	0.389877097681489	1	11	11
sylph	sample5	100	50	family	0.00672797768317624	1	1	0	0	1	0.0134559553663525	1	0.708944300103613	0.36432530065573	1	7	7
SingleM	sample4	0	10	genus	0.181269853857982	0.9375	0.857142857142857	1	4	0.75	0.227372202265819	0.789473684210526	1.93374612986978	0.656745187640878	0.574329925393755	19	15
SingleM	sample4	0	50	genus	0.186558628180359	0.923076923076923	0.923076923076923	1	1	0.857142857142857	0.308937524870672	0.923076923076923	1.56743589677505	0.611098184927244	0.695980899323518	13	12
SingleM	sample4	10	10	genus	0.150779883916138	1	0.952380952380952	0	2	0.909090909090909	0.236652971788551	0.909090909090909	2.43150867216618	0.78663062991077	0.729526157217201	22	20
SingleM	sample4	10	50	genus	0.14615537577578	1	1	0	0	1	0.224909408133137	1	1.32262982528396	0.574410834721488	0.658837739900684	10	10
SingleM	sample4	50	10	genus	0.170928953055191	1	0.936170212765957	0	3	0.88	0.313317132442284	0.88	2.83656457935938	0.881228333645186	0.873025516403402	25	22
SingleM	sample4	50	50	genus	0.112726180644192	0.928571428571429	0.928571428571429	1	1	0.866666666666667	0.206094715168154	0.928571428571429	1.74152145342744	0.659902850114036	0.828277282086479	14	13
SingleM	sample4	70	10	genus	0.0870806764624342	1	0.976744186046512	0	1	0.954545454545455	0.163508589276419	0.954545454545455	2.66232281100607	0.861302570630676	0.877667881311817	22	21
SingleM	sample4	70	50	genus	0.0744093537950145	1	0.962962962962963	0	1	0.928571428571429	0.136941242620186	0.928571428571429	1.85234168292688	0.70189520407157	0.880376721956705	14	13
SingleM	sample4	100	10	genus	0.0704041649541033	1	1	0	0	1	0.136688389413486	1	2.94884768781793	0.940473011507083	0.94148157999734	23	23
SingleM	sample4	100	50	genus	0.053040263493984	1	1	0	0	1	0.101385070024412	1	1.89810605703207	0.719236386315561	0.911473724784787	14	14
SingleM	sample5	0	10	genus	0.73494899784194	0.7	0.518518518518519	3	10	0.35	0.633806576656476	0.411764705882353	1.41672290740877	0.500041025989415	0.7400879752366	17	7
SingleM	sample5	0	50	genus	0.0908363584821812	0.857142857142857	0.631578947368421	1	6	0.461538461538462	0.176839379329815	0.5	1.03977342191548	0.418435606828204	0.946790715575688	12	6
SingleM	sample5	10	10	genus	0.0826699290795498	0.9	0.580645161290323	1	12	0.409090909090909	0.156812136624875	0.428571428571429	1.00704916664656	0.33077409913904	0.913668852483201	21	9
SingleM	sample5	10	50	genus	0.0904303704642036	0.857142857142857	0.666666666666667	1	5	0.5	0.166864146619059	0.545454545454545	0.867325137243459	0.361702676127003	0.845222415461749	11	6
SingleM	sample5	50	10	genus	0.018828009820057	0.727272727272727	0.727272727272727	3	3	0.571428571428571	0.0372265597472558	0.727272727272727	0.844370686299607	0.352129926556057	0.977190372378035	11	8
SingleM	sample5	50	50	genus	0.00439008306353891	1	1	0	0	1	0.00874223157151294	1	0.363132867585768	0.1866133787123	0.991359034666121	7	7
SingleM	sample5	70	10	genus	0.0289259341521571	0.833333333333333	0.8	2	3	0.666666666666667	0.0567010854211602	0.769230769230769	0.902294663477879	0.351778744033705	0.960216224060369	13	10
SingleM	sample5	70	50	genus	0.00715045994098495	1	0.75	0	4	0.6	0.0141296186706636	0.6	0.661789037962591	0.287411327371215	0.983357548540484	10	6
SingleM	sample5	100	10	genus	0.00502719424292905	0.833333333333333	0.909090909090909	2	0	0.833333333333333	0.0100409451020023	1	0.897346793353625	0.389712760707057	0.997325867430986	10	10
SingleM	sample5	100	50	genus	0.00339642463144955	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.00677151493732466	1	0.687687598505982	0.427284329015171	0.993718592964824	5	5
SingleM dev	sample4	0	10	genus	0.942385408693219	0.0625	0.117647058823529	15	0	0.0625	0.659829995677856	1	0.0787347961075118	0	0.0201700043221438	1	1
SingleM dev	sample4	0	50	genus	0.446677584238996	0.0769230769230769	0.142857142857143	12	0	0.0769230769230769	0.592821075740944	1	0.367878773784704	0	0.367178924259056	1	1
SingleM dev	sample4	10	10	genus	0.848963029756538	0.25	0.4	15	0	0.25	0.77138258961229	1	0.248223992591168	0.154230238192759	0.0686174103877103	5	5
SingleM dev	sample4	10	50	genus	0.344067539558162	0.1	0.181818181818182	9	0	0.1	0.450541994207696	1	0.362991355822424	0	0.429458005792305	1	1
SingleM dev	sample4	50	10	genus	0.886531576376307	0.227272727272727	0.37037037037037	17	0	0.227272727272727	0.902259282567653	1	0.235042557774832	0.146040152253749	0.0577407174323474	5	5
SingleM dev	sample4	50	50	genus	0.406969757660725	0.214285714285714	0.352941176470588	11	0	0.214285714285714	0.578505338078292	1	0.436764759980055	0.397560417342101	0.421494661921708	3	3
SingleM dev	sample4	70	10	genus	0.71252757459654	0.428571428571429	0.6	12	0	0.428571428571429	0.832135593220339	1	0.583383074277814	0.265509079178912	0.167864406779661	9	9
SingleM dev	sample4	70	50	genus	0.358351276530299	0.384615384615385	0.555555555555556	8	0	0.384615384615385	0.506521739130435	1	0.568398464995521	0.353165823051776	0.453478260869565	5	5
SingleM dev	sample4	100	10	genus	0.855197862323451	0.304347826086957	0.466666666666667	16	0	0.304347826086957	0.921947873799726	1	0.30732764951889	0.157935169652149	0.0780521262002743	7	7
SingleM dev	sample4	100	50	genus	0.373661572252219	0.214285714285714	0.352941176470588	11	0	0.214285714285714	0.544037308461026	1	0.48387846775332	0.440445162269161	0.455962691538974	3	3
SingleM dev	sample5	0	10	genus	0.389559622351568	0.3	0.461538461538462	7	0	0.3	0.0685694978835779	1	0.160740042301767	0.146311891792726	0.0537242411450938	3	3
SingleM dev	sample5	0	50	genus	0.957034116580572	0.285714285714286	0.444444444444444	5	0	0.285714285714286	0.978045409093583	1	0.0851409664643263	0.122832450094577	0.0219545909064173	2	2
SingleM dev	sample5	10	10	genus	0.882286653709028	0.2	0.333333333333333	8	0	0.2	0.921691927600624	1	0.176433546244043	0.254539802212734	0.0614853690640926	2	2
SingleM dev	sample5	10	50	genus	0.821708620185535	0.428571428571429	0.6	4	0	0.428571428571429	0.902129584369916	1	0.297083040495375	0.270416637024459	0.0978704156300841	3	3
SingleM dev	sample5	50	10	genus	0.0930841746552439	0.363636363636364	0.533333333333333	7	0	0.363636363636364	0.170314742109595	1	0.790381453358364	0.570139701585362	0.829685257890405	4	4
SingleM dev	sample5	50	50	genus	0.0701822978750457	0.285714285714286	0.444444444444444	5	0	0.285714285714286	0.1311595192976	1	0.189303348978017	0.273107002794258	0.868840480702401	2	2
SingleM dev	sample5	70	10	genus	0.141906212476529	0.333333333333333	0.5	8	0	0.333333333333333	0.248542675267117	1	0.396410054800674	0.285949410109727	0.751457324732883	4	4
SingleM dev	sample5	70	50	genus	0.599316755896991	0.5	0.666666666666667	3	0	0.5	0.743984229259641	1	0.427468580278561	0.38909866992003	0.248701551898932	3	3
SingleM dev	sample5	100	10	genus	0.093263134838707	0.5	0.666666666666667	6	0	0.5	0.170614249884986	1	0.726787789576799	0.405627988610503	0.829385750115014	6	6
SingleM dev	sample5	100	50	genus	0.303958323190029	0.428571428571429	0.545454545454545	4	1	0.375	0.466658776481434	0.75	0.533901438680398	0.385128478953846	0.535272242535989	4	3
SingleM joint	sample4	0	10	genus	0.266786476232515	1	0.680851063829787	0	15	0.516129032258065	0.448201280070624	0.516129032258065	3.20381490448131	0.932972289557979	1	31	16
SingleM joint	sample4	0	50	genus	0.091904697178586	0.923076923076923	0.923076923076923	1	1	0.857142857142857	0.180133206470028	0.923076923076923	1.94896281981687	0.759844561510447	1	13	12
SingleM joint	sample4	10	10	genus	0.155022004432098	1	0.909090909090909	0	4	0.833333333333333	0.285240488155061	0.833333333333333	3.07701906778031	0.968208605655816	1	24	20
SingleM joint	sample4	10	50	genus	0.0757626927839694	1	0.952380952380952	0	1	0.909090909090909	0.142433862433862	0.909090909090909	1.6568453533629	0.690958179933082	1	11	10
SingleM joint	sample4	50	10	genus	0.168065366834679	1	0.936170212765957	0	3	0.88	0.329408118995972	0.88	3.14387086620794	0.97669839945959	1	25	22
SingleM joint	sample4	50	50	genus	0.106129185843517	0.928571428571429	0.896551724137931	1	2	0.8125	0.212258371687034	0.866666666666667	2.0856865315026	0.770180157906118	1	15	13
SingleM joint	sample4	70	10	genus	0.11381873868857	1	0.91304347826087	0	4	0.84	0.22763747737714	0.84	2.98110527111442	0.926132424271596	1	25	21
SingleM joint	sample4	70	50	genus	0.0598875872046497	1	0.962962962962963	0	1	0.928571428571429	0.117379670921113	0.928571428571429	1.99472931811065	0.755849179828715	1	14	13
SingleM joint	sample4	100	10	genus	0.0529157117392412	1	1	0	0	1	0.105831423478482	1	3.08546586236481	0.984044507781202	1	23	23
SingleM joint	sample4	100	50	genus	0.0353974895397489	1	1	0	0	1	0.0707949790794979	1	2.04719428639255	0.775729372537352	1	14	14
SingleM joint	sample5	0	10	genus	0.799129305320034	0.7	0.482758620689655	3	12	0.318181818181818	0.896857816035006	0.368421052631579	2.14797539259032	0.729502430781705	1	19	7
SingleM joint	sample5	0	50	genus	0.0786503460303333	0.857142857142857	0.631578947368421	1	6	0.461538461538462	0.157300692060667	0.5	1.04163957479393	0.419186601992796	1	12	6
SingleM joint	sample5	10	10	genus	0.284587414939626	1	0.645161290322581	0	11	0.476190476190476	0.564387300224768	0.476190476190476	1.74220663425056	0.572242993733137	1	21	10
SingleM joint	sample5	10	50	genus	0.0656261174405603	1	0.933333333333333	0	1	0.875	0.131252234881121	0.875	0.798815503165855	0.384149055000867	1	8	7
SingleM joint	sample5	50	10	genus	0.0255195244474749	0.818181818181818	0.818181818181818	2	2	0.692307692307692	0.0510390488949497	0.818181818181818	0.846722314184309	0.353110631556554	1	11	9
SingleM joint	sample5	50	50	genus	0.0159913329752665	1	1	0	0	1	0.0319826659505331	1	0.406458312634863	0.208878253105462	1	7	7
SingleM joint	sample5	70	10	genus	0.0630370177160289	0.916666666666667	0.846153846153846	1	3	0.733333333333333	0.126074035432058	0.785714285714286	0.958448966290693	0.363178531794314	1	14	11
SingleM joint	sample5	70	50	genus	0.014849946603378	1	0.923076923076923	0	1	0.857142857142857	0.0295912774475153	0.857142857142857	0.643945068599396	0.330922303330405	1	7	6
SingleM joint	sample5	100	10	genus	0.00538501461095508	1	1	0	0	1	0.0107700292219102	1	0.91104791151068	0.366632650602149	1	12	12
SingleM joint	sample5	100	50	genus	0.00192656151370729	1	1	0	0	1	0.00385312302741458	1	0.695290355031553	0.35730856091639	1	7	7
sylph	sample4	0	10	genus	0.857142857142857	0.125	0.222222222222222	14	0	0.125	1.44	1	0.692833845006572	0.999547952351013	1	2	2
sylph	sample4	0	50	genus	0.428571428571429	0.230769230769231	0.375	10	0	0.230769230769231	0.84	1	0.933217643609414	0.849451306193552	1	3	3
sylph	sample4	10	10	genus	0.695652173913044	0.3	0.461538461538462	14	0	0.3	1.28	1	1.79123095968675	0.999705033208766	1	6	6
sylph	sample4	10	50	genus	0.404255319148936	0.2	0.333333333333333	8	0	0.2	0.76	1	0.505227137673049	0.728888686043433	1	2	2
sylph	sample4	50	10	genus	0.336191206904992	0.681818181818182	0.810810810810811	7	0	0.681818181818182	0.658934765533785	1	2.70732000670165	0.999730361571487	1	15	15
sylph	sample4	50	50	genus	0.217104197153825	0.642857142857143	0.782608695652174	5	0	0.642857142857143	0.43420839430765	1	1.80704164698241	0.822420095615877	1	9	9
sylph	sample4	70	10	genus	0.250287611010081	0.714285714285714	0.833333333333333	6	0	0.714285714285714	0.500575222020163	1	2.63339094298931	0.972430622562862	1	15	15
sylph	sample4	70	50	genus	0.145954987232526	0.769230769230769	0.869565217391305	3	0	0.769230769230769	0.286071774975752	1	1.84090077583366	0.799493048675973	1	10	10
sylph	sample4	100	10	genus	0.0116653229869999	1	1	0	0	1	0.0233306459739998	1	3.10357785117383	0.989820946059102	1	23	23
sylph	sample4	100	50	genus	0.00655519915136516	1	1	0	0	1	0.0131103983027303	1	2.01703363983027	0.764300804380148	1	14	14
sylph	sample5	10	10	genus	0.925794792358191	0.3	0.461538461538462	7	0	0.3	1.83601521357519	1	0.0293683976365584	0.0267322675519704	1	3	3
sylph	sample5	10	50	genus	0.880339379754242	0.285714285714286	0.444444444444444	5	0	0.285714285714286	1.76067875950848	1	0.443091281626179	0.639245594663224	1	2	2
sylph	sample5	50	10	genus	0.030061439438268	0.636363636363636	0.777777777777778	4	0	0.636363636363636	0.0601228788765361	1	0.808433834982138	0.415452807712941	1	7	7
sylph	sample5	50	50	genus	0.258234358161859	0.714285714285714	0.833333333333333	2	0	0.714285714285714	0.516468716323718	1	0.820600339540057	0.509867658267717	1	5	5
sylph	sample5	70	10	genus	0.951287302516091	0.666666666666667	0.8	4	0	0.666666666666667	1.90257460503218	1	1.35324909558843	0.650775253097636	1	8	8
sylph	sample5	70	50	genus	0.00911124811786555	0.833333333333333	0.909090909090909	1	0	0.833333333333333	0.0181558545730785	1	0.653008827504467	0.405737197104337	1	5	5
sylph	sample5	100	10	genus	0.00768742540496284	1	1	0	0	1	0.0153748508099257	1	0.935074322159341	0.376301589534205	1	12	12
sylph	sample5	100	50	genus	0.00672797768317624	1	1	0	0	1	0.0134559553663525	1	0.708944300103613	0.36432530065573	1	7	7
SingleM	sample4	0	10	species									0.473792349625365	0.243481103099944	0.118264714009395	7	
SingleM	sample4	0	50	species									0.308311066174873	0.191564436125769	0.0741477649555644	5	
SingleM	sample4	10	10	species	0.532699501707797	1	0.4	0	9	0.25	0.197354149548069	0.25	0.947525350991706	0.381312252141361	0.250479320734046	12	3
SingleM	sample4	10	50	species	0.616036860461396	0.333333333333333	0.4	2	1	0.25	0.103357938531741	0.5	0.175461421702686	0.253137322957792	0.0477788216346799	2	1
SingleM	sample4	50	10	species	0.214254361579474	0.923076923076923	0.774193548387097	1	6	0.631578947368421	0.222411907654921	0.666666666666667	1.77260103897518	0.613277871309336	0.518074119076549	18	12
SingleM	sample4	50	50	species	0.275072727807	0.75	0.72	3	4	0.5625	0.256993822923816	0.692307692307692	1.31925068030286	0.514337905528274	0.414275909402883	13	9
SingleM	sample4	70	10	species	0.0885647422352487	1	0.944444444444444	0	2	0.894736842105263	0.121749089016137	0.894736842105263	2.27888053609405	0.773960863926341	0.694690265486726	19	17
SingleM	sample4	70	50	species	0.350353079834996	0.647058823529412	0.758620689655172	6	1	0.611111111111111	0.394456002249086	0.916666666666667	1.4047180069692	0.565300111812669	0.445881360697217	12	11
SingleM	sample4	100	10	species	0.18348001150417	0.92	0.836363636363636	2	7	0.71875	0.339385556589972	0.766666666666667	2.90038335684774	0.852753613326121	0.849714057720442	30	23
SingleM	sample4	100	50	species	0.293089209193611	0.72	0.782608695652174	7	3	0.642857142857143	0.483335474752666	0.857142857142857	2.19338270173475	0.720435715814557	0.64910702813825	21	18
SingleM	sample5	0	10	species									0.00969216879966739	0.0139828438627389	0.00133295813030406	2	
SingleM	sample5	0	50	species									0.241406058237896	0.219737263753496	0.0816087870444385	3	
SingleM	sample5	10	10	species	0.0808206788234567	1	0.333333333333333	0	4	0.2	0.012583514361567	0.2	0.252356133520073	0.156797681706411	0.0825545286233782	5	1
SingleM	sample5	10	50	species	0.896235079697233	1	0.222222222222222	0	7	0.125	0.249392632904907	0.125	0.798204524545632	0.383855236392372	0.263638546677048	8	1
SingleM	sample5	50	10	species	0.584613703901687	1	0.857142857142857	0	2	0.75	0.499730310805516	0.75	0.865336309565913	0.4161388008373	0.616360770681122	8	6
SingleM	sample5	50	50	species	0.429681421296459	0.666666666666667	0.727272727272727	2	1	0.571428571428571	0.384856254213692	0.8	1.00272955735546	0.623030903900442	0.639168480563306	5	4
SingleM	sample5	70	10	species	0.828654112439457	0.875	0.736842105263158	1	4	0.583333333333333	0.460260684660982	0.636363636363636	0.80293357140606	0.33484930743828	0.506718908721521	11	7
SingleM	sample5	70	50	species	0.0253425946298557	0.75	0.75	2	2	0.6	0.0464078152607045	0.75	0.606658236073097	0.291740942899034	0.914307518454923	8	6
SingleM	sample5	100	10	species	0.00708922431846676	0.833333333333333	0.833333333333333	2	2	0.714285714285714	0.0141555634471427	0.833333333333333	0.898180853440991	0.361454565513606	0.996771834440168	12	10
SingleM	sample5	100	50	species	0.0452627494712277	0.416666666666667	0.588235294117647	7	0	0.416666666666667	0.0902411851894954	1	0.687687598505982	0.427284329015171	0.993718592964824	5	5
SingleM dev	sample4	10	10	species		0		3	0	0		0					0
SingleM dev	sample4	10	50	species		0		3	0	0		0					0
SingleM dev	sample4	50	10	species	0.920397894320942	0.230769230769231	0.375	10	0	0.230769230769231	0.498445563247325	1	0.102497466519964	0.093297214656342	0.0215544367526746	3	3
SingleM dev	sample4	50	50	species	0.927704485488127	0.25	0.4	9	0	0.25	0.500498220640569	1	0.0966791111687575	0.0880011193812199	0.0195017793594306	3	3
SingleM dev	sample4	70	10	species	0.956309732787205	0.294117647058824	0.454545454545455	12	0	0.294117647058824	0.664813559322034	1	0.0856079165446982	0.0531911892240848	0.0151864406779661	5	5
SingleM dev	sample4	70	50	species	0.952559300873908	0.176470588235294	0.3	14	0	0.176470588235294	0.663478260869565	1	0.0839432025158184	0.0764083957385786	0.0165217391304348	3	3
SingleM dev	sample4	100	10	species	0.996439819252362	0.04	0.0769230769230769	24	0	0.04	0.998216735253772	1	0.0112868344414314	0	0.00178326474622771	1	1
SingleM dev	sample4	100	50	species	0.957740967784009	0.08	0.148148148148148	23	0	0.08	0.978414390406396	1	0.0954208499613049	0.137663187036584	0.0215856095936043	2	2
SingleM dev	sample5	10	10	species	0.0944050595946383	1	1	0	0	1	0.0126187147904628	1	0.169751638758483	0	0.0605234736238145	1	1
SingleM dev	sample5	10	50	species	0.874713976493347	1	1	0	0	1	0.013650827865902	1	0.00677522700473874	0	0.000977609816953505	1	1
SingleM dev	sample5	50	10	species	0.9999389055494	0.166666666666667	0.285714285714286	5	0	0.166666666666667	0.238436250219676	1	8.6168602301003e-05	0	7.28401086774421e-06	1	1
SingleM dev	sample5	50	50	species	0.89738882122345	0.333333333333333	0.4	4	2	0.25	0.243137668812129	0.5	0.067274771756648	0.0485284897951265	0.0144293886667815	4	2
SingleM dev	sample5	70	10	species	0.15431189198431	0.375	0.545454545454545	5	0	0.375	0.0130241203692	1	0.152182890606284	0.138522836651301	0.0356885771147088	3	3
SingleM dev	sample5	70	50	species	0.992307003436221	0.125	0.222222222222222	7	0	0.125	0.91336996082093	1	0.0199808278699599	0	0.00354051314045075	1	1
SingleM dev	sample5	100	10	species	0.202516284465067	0.333333333333333	0.5	8	0	0.333333333333333	0.336820859860796	1	0.347146160037929	0.250413021775183	0.663179140139204	4	4
SingleM dev	sample5	100	50	species	0.991168937481783	0.166666666666667	0.285714285714286	10	0	0.166666666666667	0.995564885353532	1	0.0257254486313235	0.0371139771650542	0.00443511464646779	2	2
SingleM joint	sample4	0	10	species									0.296746655310498	0.428114928016842	0.0986537188258663	2	
SingleM joint	sample4	0	50	species									0.609650377141717	0.378797077185591	0.186489058039962	5	
SingleM joint	sample4	10	10	species	0.391271528177827	1	0.666666666666667	0	3	0.5	0.141399856424982	0.5	0.772080133974884	0.430906127320493	0.241385498923187	6	3
SingleM joint	sample4	10	50	species	0.307891332470893	1	0.75	0	2	0.6	0.100740740740741	0.6	0.657754566552784	0.40868589056536	0.207195767195767	5	3
SingleM joint	sample4	50	10	species	0.143708055639412	1	0.928571428571429	0	2	0.866666666666667	0.153418035326929	0.866666666666667	1.79919612966263	0.664388026828431	0.547567400061977	15	13
SingleM joint	sample4	50	50	species	0.13385853093243	1	0.923076923076923	0	2	0.857142857142857	0.152521821933027	0.857142857142857	1.91168315161601	0.724381062193413	0.619425488017775	14	12
SingleM joint	sample4	70	10	species	0.105812294318022	1	0.971428571428571	0	1	0.944444444444444	0.142881804260058	0.944444444444444	2.19023344655998	0.757768768178874	0.670332730057079	18	17
SingleM joint	sample4	70	50	species	0.0834879737349226	1	1	0	0	1	0.115122251268645	1	2.21775547352575	0.782770375615506	0.698908196217131	17	17
SingleM joint	sample4	100	10	species	0.0876529907445779	1	1	0	0	1	0.161578813343519	1	2.84357494209	0.88340622527942	0.843391902215432	25	25
SingleM joint	sample4	100	50	species	0.0993570315819289	1	1	0	0	1	0.183462343096234	1	2.84703155605729	0.884480082786003	0.846495815899582	25	25
SingleM joint	sample5	0	50	species									0.0819734110251809	0	0.0212960283585329	1	
SingleM joint	sample5	10	10	species	0.0991353438205058	1	0.4	0	3	0.25	0.0160978143531227	0.25	0.21937322582495	0.158244332500735	0.0892400027674001	4	1
SingleM joint	sample5	10	50	species	0.74187038374607	1	0.222222222222222	0	7	0.125	0.0840849247357158	0.125	0.349458096869152	0.168053821117207	0.0987133624185713	8	1
SingleM joint	sample5	50	10	species	0.601860100958681	1	0.8	0	3	0.666666666666667	0.575962838888171	0.666666666666667	0.871841675315019	0.396792246139895	0.718527758551186	9	6
SingleM joint	sample5	50	50	species	0.0447313850117786	1	0.923076923076923	0	1	0.857142857142857	0.0240209210692608	0.857142857142857	0.673372963402117	0.346045249688955	0.280494085735377	7	6
SingleM joint	sample5	70	10	species	0.609422651548974	1	0.842105263157895	0	3	0.727272727272727	0.149928167738137	0.727272727272727	0.610009899508533	0.254393887184508	0.197304032214377	11	8
SingleM joint	sample5	70	50	species	0.0879006052755922	0.875	0.823529411764706	1	2	0.7	0.154190484607984	0.777777777777778	0.790847380046429	0.359930153796661	0.837235406201282	9	7
SingleM joint	sample5	100	10	species	0.0103432340820807	1	0.96	0	1	0.923076923076923	0.0205517479388117	0.923076923076923	0.901938277154861	0.35163979925416	0.986975038534308	13	12
SingleM joint	sample5	100	50	species	0.0144406976689544	0.833333333333333	0.909090909090909	2	0	0.833333333333333	0.0284719745897225	1	0.881467388778277	0.382816422924074	0.971648132412162	10	10
sylph	sample4	0	10	species									0.692833845006572	0.999547952351013	1	2	
sylph	sample4	0	50	species									1.60832356783775	0.999307618773152	1	5	
sylph	sample4	10	10	species	0.785714285714286	1	0.666666666666667	0	3	0.5	0.88	0.5	1.79123095968675	0.999705033208766	1	6	3
sylph	sample4	10	50	species	0.785714285714286	1	0.75	0	2	0.6	0.88	0.6	1.60908972863745	0.999783661243493	1	5	3
sylph	sample4	50	10	species	0.31578947368421	1	0.928571428571429	0	2	0.866666666666667	0.48	0.866666666666667	2.70732000670165	0.999730361571487	1	15	13
sylph	sample4	50	50	species	0.315789473684211	1	0.923076923076923	0	2	0.857142857142857	0.48	0.857142857142857	2.6257529261066	0.994958653092012	1	14	12
sylph	sample4	70	10	species	0.19047619047619	1	0.971428571428571	0	1	0.944444444444444	0.32	0.944444444444444	2.88998948125332	0.999867741358252	1	18	17
sylph	sample4	70	50	species	0.190476190476191	1	1	0	0	1	0.32	1	2.83259865139412	0.999783040460619	1	17	17
sylph	sample4	100	10	species	0.0127783936309584	1	1	0	0	1	0.0255567872619167	1	3.21839785760781	0.999851511121771	1	25	25
sylph	sample4	100	50	species	0.00884499785315586	1	1	0	0	1	0.0176899957063117	1	3.21862505687862	0.999922094543803	1	25	25
sylph	sample5	10	10	species	0.863685932388223	1	0.285714285714286	0	5	0.166666666666667	0.926857811585723	0.166666666666667	0.0485851827304183	0.0271159067747806	1	6	1
sylph	sample5	10	50	species	0.97116493656286	1	0.4	0	3	0.25	0.985371562317144	0.25	0.579578366887315	0.418077417857426	1	4	1
sylph	sample5	50	10	species	0.614930309473187	1	0.923076923076923	0	1	0.857142857142857	0.761556465769456	0.857142857142857	0.808433834982138	0.415452807712941	1	7	6
sylph	sample5	50	50	species	0.591710809709529	1	0.923076923076923	0	1	0.857142857142857	0.743490345231129	0.857142857142857	1.08350539490455	0.556811626390129	1	7	6
sylph	sample5	70	10	species	0.907100013948947	1	1	0	0	1	0.951287302516091	1	1.35324909558843	0.650775253097636	1	8	8
sylph	sample5	70	50	species	0.0467882647940755	0.875	0.875	1	1	0.777777777777778	0.0896889148422418	0.875	0.887663691333663	0.426876001821422	1	8	7
sylph	sample5	100	10	species	0.00768742540496284	1	1	0	0	1	0.0153748508099257	1	0.935074322159341	0.376301589534205	1	12	12
sylph	sample5	100	50	species	0.00800440802606978	1	0.96	0	1	0.923076923076923	0.0160088160521396	0.923076923076923	0.93696402066302	0.365295329491538	1	13	12
